name_case,text,model_extraction,tagger_extraction,feature
ME-22-07-32175-327,"1488    12 חודשי מאסר על תנאי למשך שלוש שנים מיום שחרו...
Name: text, dtype: object",['12 חודשי מאסר על תנאי'],[],PUNISHMENT_SUSPENDED
ME-22-07-32175-327,"1489    קנס בסך 20,000 ₪ או 60 ימי מאסר תחתיו.
Name: text, dtype: object","['20,000 ₪']","['20 ש""ח קנס']",PUNISHMENT_FINE
ME-22-07-53625-139,"Series([], Name: text, dtype: object)","['52-ק""ג-קנאביס.', '\'52ק""ג(יחידה:ק""ג)\'-קנבוס,']","['52-ק""ג-קנבוס']",CIR_TYPE_AMOUNT
ME-22-07-53625-139,"1139    הנאשם צייד את המעבדה בציוד כדלקמן: 47 מנורות, ...
1140    לצורך הפעלת מעבדת הסמים נטל הנאשם במזיד ובמרמה...
1141    בתאריך 18.7.2022 שעה 14:20 הנאשם גידל והפיק במ...
1142    ציינה כי היה  מס' לא מבוטל של מזגנים עם ציוד ש...
Name: text, dtype: object","['כן', 'לא']",['כן'],CIR_EQ
ME-22-07-53625-139,"Series([], Name: text, dtype: object)",[],"['בעל המעבדה', 'בעל הסמים']",תפקיד 
ME-22-07-53625-139,"Series([], Name: text, dtype: object)",[],"['9 חודשי מאסר בפועל', '12 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
ME-22-07-53625-139,"1144    אני דן את הנאשם למאסר למשך 9 חודשים וזאת על תנ...
Name: text, dtype: object",['9 חודשים'],[],PUNISHMENT_SUSPENDED
ME-22-07-53625-139,"1145    הנאשם ישלם קנס בסך 5,000 ₪ או 50 ימי מאסר תמורתם.
Name: text, dtype: object","['5,000 ₪']","['5000 ש""ח קנס']",PUNISHMENT_FINE
ME-22-08-15747-700,"Series([], Name: text, dtype: object)","['\'6305.175גרם(6.305ק""ג)\'-קתינון']","['305.175-גרם-קתינון', '6']",CIR_TYPE_AMOUNT
ME-22-08-15747-700,"Series([], Name: text, dtype: object)",[],['לא בעל הסמים'],תפקיד 
ME-22-08-15747-700,"Series([], Name: text, dtype: object)",[],"['40 חודשי מאסר בפועל', '10 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
ME-22-08-15747-700,"1171    10 חודשי מאסר על תנאי אותם ירצה הנאשם בפועל אם...
Name: text, dtype: object",['10 חודשי מאסר על תנאי'],[],PUNISHMENT_SUSPENDED
ME-22-08-15747-700,"Series([], Name: text, dtype: object)",[],['חי וט סך ש  3 100'],עונש אחר
ME-22-11-1990-79,"Series([], Name: text, dtype: object)","[""'25,303-טבליות(יחידות)'-MDMA""]","['303-טבליות-MDMA', '25']",CIR_TYPE_AMOUNT
ME-22-11-1990-79,"Series([], Name: text, dtype: object)",[],['לא בעל הסמים'],תפקיד 
ME-22-11-1990-79,"Series([], Name: text, dtype: object)",[],"['6 חודשי שירות', '12 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
ME-22-11-1990-79,"1209    12 חודשי מאסר על תנאי, לבל יעבור הנאשם במשך 3 ...
Name: text, dtype: object",['12 חודשי מאסר על תנאי'],[],PUNISHMENT_SUSPENDED
ME-22-11-1990-79,"Series([], Name: text, dtype: object)",[],"['12 ש""ח קנס']",PUNISHMENT_FINE
ME-22-12-47987-640,"Series([], Name: text, dtype: object)","['700-גרם-קוקאין.', '\'700-גרם\'-""סם', ""'350גרםנטו-יחידות:גרם'-Ketamine"", ""'350גרםנטו(יחידהאחת)'-Ketamine"", '350-גרם-KETAMINE', ""'700גרם(יחידהאחת)'-KETAMINE""]",['700-גרם-KETAMINE'],CIR_TYPE_AMOUNT
ME-22-12-47987-640,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
ME-22-12-47987-640,"Series([], Name: text, dtype: object)",[],"['30 חודשי מאסר בפועל', '10 חודשי מאסר בפועל', '12 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
ME-22-12-47987-640,"39    54678313קנס - קנס בסך 10,000 ש""ח או מאסר למשך ...
Name: text, dtype: object","['הקנס שקיבל הנאשם הוא 10,000 ש""ח']",[],PUNISHMENT_FINE
ME-22-12-47987-640,"Series([], Name: text, dtype: object)",[],[''],עונש אחר
ME-23-05-52567-993,"Series([], Name: text, dtype: object)","['\'36ק""ג-ק""ג\'-קנאביס.', '\'172.6-ק""ג(קילוגרם)\'-קנבוס,', '170-ק""ג-סוג', '100-ק""ג-קנאביס', '\'170ק""ג-ק""ג(קילוגרמים)\'-קנבוס,']","['172.6-ק""ג-קנבוס']",CIR_TYPE_AMOUNT
ME-23-05-52567-993,"142    כאשר המשטרה פשטה על מעבדה זו נתפסו כ-77 ק""ג של...
Name: text, dtype: object",['לא'],['כן'],CIR_EQ
ME-23-05-52567-993,"Series([], Name: text, dtype: object)",[],"['בעל המעבדה', 'בעל הסמים']",תפקיד 
ME-23-05-52567-993,"Series([], Name: text, dtype: object)",[],"['18 חודשי מאסר בפועל', '35 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
ME-23-05-52567-993,"144    18 חודשי מאסר אותם לא ירצה אלא אם בתוך 3 שנים ...
Name: text, dtype: object",['18 חודשי מאסר על תנאי'],[],PUNISHMENT_SUSPENDED
ME-23-05-52567-993,"145    קנס בסך 30,000  ₪ שישולם עד לשחרור וכתנאי לשחרור.
Name: text, dtype: object","['30,000 ₪']","['30000 ש""ח קנס']",PUNISHMENT_FINE
ME-23-08-41833-827,"Series([], Name: text, dtype: object)","['1.5ק""ג-קוקאין-קוקאין', '\'11.4ק""ג-ק""ג\'-קטמין']","['11.4-ק""ג-קטמין']",CIR_TYPE_AMOUNT
ME-23-08-41833-827,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
ME-23-08-41833-827,"Series([], Name: text, dtype: object)",[],"['38 חודשי מאסר בפועל', '10 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
ME-23-08-41833-827,"1585    מאסר למשך עשרה חודשים, על תנאי למשך שלוש שנים ...
1586    פסילה מלקבל או מלהחזיק רישיון נהיגה לתקופה של ...
Name: text, dtype: object",['הנאשם קיבל 10 חודשי מאסר על תנאי'],[],PUNISHMENT_SUSPENDED
ME-23-08-41833-827,"1587    קנס בסך 5,000 ₪, או חודש מאסר תמורתו.
Name: text, dtype: object","['5,000 ₪']","['5000 ש""ח קנס']",PUNISHMENT_FINE
ME-23-12-14553-571,"Series([], Name: text, dtype: object)","['\'137.6ק""ג-ק""ג(קילוגרם)\'-קנביס', '7.48-ק""ג-קנבוס', '180-ק""ג-קנבוס,']","['7.48-גרם-קנבוס', '180-ק״ג-קנבוסבשתילים']",CIR_TYPE_AMOUNT
ME-23-12-14553-571,"1531    במהלך חיפוש שביצעו השוטרים בוילה נמצאו בששה חד...
1532    בחדר נוסף נתפס שק שהכיל סם מסוכן מסוג קנבוס במ...
1533       במעבדה נתפסו 137.6 ק""ג של סם מסוכן מסוג קנביס;
Name: text, dtype: object",['לא'],['כן'],CIR_EQ
ME-23-12-14553-571,"Series([], Name: text, dtype: object)",[],"['בעל המעבדה', 'בעל הסמים']",תפקיד 
ME-23-12-14553-571,"Series([], Name: text, dtype: object)",[],"['30 חודשי מאסר בפועל', '6 חודשי מאסר בפועל', '12 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
ME-23-12-14553-571,"1535    12 חודשי מאסר על תנאי, למשך 3 שנים מיום שחרור ...
1536    6 חודשי מאסר על תנאי, למשך 3 שנים מיום שחרור ה...
Name: text, dtype: object","['6 חודשי מאסר על תנאי', '12 חודשי מאסר על תנאי']",[],PUNISHMENT_SUSPENDED
ME-23-12-14553-571,"1537    קנס בסך של 30,000 ₪ או 9 חודשי מאסר תמורתו.
Name: text, dtype: object","['30,000 ₪']","['30 ש""ח קנס']",PUNISHMENT_FINE
SH-13-09-29504-694,"Series([], Name: text, dtype: object)","['884-גרם-קנאביס', '1-נטו-קנבוס', ""'197-שתילים(יחידות)'-קנבוס,"", '159-שתיליםצעיריםשלסם-קנאביס,', '7-ק""ג-קנבוס']","['3400.3-גרם-קנבוס', '884.5-גרם-קנבוס']",CIR_TYPE_AMOUNT
SH-13-09-29504-694,"2645    בחלקו האחד של המחסן החזיק הנאשם 48 שתילים בגיר...
2646    בענייננו, הקים הנאשם מעבדת סמים במחסן בחצר בית...
2647    הציוד בו השתמש הנאשם לגידול הסם, מלמד כי לא מד...
Name: text, dtype: object","['כן', 'לא']",['כן'],CIR_EQ
SH-13-09-29504-694,"Series([], Name: text, dtype: object)",[],"['בעל המעבדה', 'בעל הסמים']",תפקיד 
SH-13-09-29504-694,"2652    ייצור, הכנה והפקה של סם מסוכן – עבירה לפי סעיף...
2653    החזקת סם מסוכן שלא לצריכה עצמית – עבירה לפי סע...
Name: text, dtype: object","['סעיף 7א', 'סעיף 6']","['סעיף 6', 'סעיף 7א', 'סעיף 7ג']",OFFENCE_NUMBER
SH-13-09-29504-694,"Series([], Name: text, dtype: object)",[],"['6 חודשי שירות', '5 חודשי מאסר בפועל', '6 חודשי מאסר בפועל', '10 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-13-09-29504-694,"2649    10 חודשי מאסר על תנאי למשך 3 שנים מהיום, והתנא...
2650    5 חודשי מאסר על תנאי למשך 3 שנים מהיום, והתנאי...
Name: text, dtype: object","['10 חודשי מאסר על תנאי', '5 חודשי מאסר על תנאי']",[],PUNISHMENT_SUSPENDED
SH-13-09-29504-694,"2651    קנס כספי בסך 25,000 ₪ או 5 חודשי מאסר תמורתו.
Name: text, dtype: object","['25,000 ₪']","['25000 ש""ח קנס']",PUNISHMENT_FINE
SH-13-09-29504-694,"Series([], Name: text, dtype: object)",[],"['', 'סך ש  100 000 ₪ במזומן מתוך הכספים התפוסים בידי המבקשת יחו טו', '10  חודשי פסי ה מ קב  או  החזיק רישיון נהיגה']",עונש אחר
SH-17-07-16759-919,"Series([], Name: text, dtype: object)","['1.64-גרם-קנביס', '246.47-גרם-קנאביס', '2.3-גרם-קנבוס']","['0.71-גרם-חשיש', '1.64-גרם-קנביס', '3-שתילים-קנביס']",CIR_TYPE_AMOUNT
SH-17-07-16759-919,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-17-07-16759-919,"Series([], Name: text, dtype: object)",[],['250 שעות שירות'],ACTUAL_PUNISHMENT
SH-17-07-16759-919,"Series([], Name: text, dtype: object)",[],['פסי ת רישיון   45 יום'],עונש אחר
SH-19-02-58269-573,"Series([], Name: text, dtype: object)","[""'1.2גרם(יחידות:גרם)'-קנבוס"", '23.01-גרם-קנבוס', ""'97.22גרםנטו'-קנבוס""]","['97.22-גרם-קנבוס', '23.01-גרם-קנבוס']",CIR_TYPE_AMOUNT
SH-19-02-58269-573,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-19-02-58269-573,"Series([], Name: text, dtype: object)",[],"['5 חודשי מאסר בפועל', '6 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-19-02-58269-573,"254    (ב)\tמאסר על תנאי למשך 6 חודשים, אותו לא יישא ...
Name: text, dtype: object",['6 חודשי מאסר על תנאי'],[],PUNISHMENT_SUSPENDED
SH-19-02-58269-573,"255    (ג)\tקנס בסך של 1,500 ₪, או 7 ימי מאסר תמורתו.
Name: text, dtype: object","['1,500 ₪']","['1500 ש""ח קנס']",PUNISHMENT_FINE
SH-19-03-50607-561,"Series([], Name: text, dtype: object)","['3.9258גרם-MDMA', '100-יחידות-LSD', ""'19.6959גרם-יחידהאחת(גרם)'-MDMA"", ""'24-גרם'-הרואין"", ""'38-יחידות(LSD)'-LSD"", '25-גרם-LSD', '1.08גרם-יחידות(3)-קנבוס', '20גרם-4יחידות-MDMA', '80.7-גרם-קנאביס', ""'20-גרם'-MDMA""]","['0.4992-גרם-MDMA', '100-יחידות-LSD', '15.6592-גרם-MDMA', '1.08-גרם-קנבוס', '80.7-גרם-קנבוס', '3.9258-גרם-MDMA', '19.6959-גרם-MDMA']",CIR_TYPE_AMOUNT
SH-19-03-50607-561,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-19-03-50607-561,"292    אישום ראשון – סיוע לסחר בסם מסוכן , עבירה לפי ...
293    אישום שני – סחר בסם מסוכן לפי סעיפים 13 + 19א'...
294    אישום שלישי –  סחר בסם מסוכן לפי סעיפים 13 + 1...
295    אישום רביעי – החזקת סם מסוכן שלא לצריכה עצמית ...
Name: text, dtype: object","['סעיף 19א', 'סעיף 13', 'סעיף 7א', 'סעיף 7ג']","['סעיף 7ג', 'סעיף 13', 'סעיף 19', 'סעיף 7א']",OFFENCE_NUMBER
SH-19-03-50607-561,"Series([], Name: text, dtype: object)",[],"['17 חודשי מאסר בפועל', '25 חודשי מאסר בפועל', '6 חודשי מאסר בפועל', '12 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-19-03-50607-561,"289    מאסר על תנאי לתקופה של 12 חודשים והתנאי הוא כי...
290    מאסר על תנאי לתקופה של 6 חודשים והתנאי הוא כי ...
Name: text, dtype: object","['6 חודשי מאסר על תנאי', 'הנאשם קיבל 12 חודשי מאסר על תנאי']",[],PUNISHMENT_SUSPENDED
SH-19-03-50607-561,"291    קנס בסך 25,000 ש""ח או 150 ימי מאסר תמורתו אשר ...
Name: text, dtype: object","['25,000 ש""ח']",[],PUNISHMENT_FINE
SH-19-03-50607-561,"Series([], Name: text, dtype: object)",[],[''],עונש אחר
SH-19-12-65763-975,"Series([], Name: text, dtype: object)","['10-גרם-""סם', '234.5-גרם-קנאביס', ""'100גרם-יחידות:גרם'-קנאביס""]","['234.5-גרם-קנאביס', '2.795-גרם-קנאביס']",CIR_TYPE_AMOUNT
SH-19-12-65763-975,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-19-12-65763-975,"Series([], Name: text, dtype: object)",[],['9 חודשי מאסר בפועל'],ACTUAL_PUNISHMENT
SH-19-12-65763-975,"2130    מאסר מותנה למשך 7 חודשים, והתנאי הוא כי הנאשם ...
Name: text, dtype: object",['7 חודשים'],['7 חודשי מאסר על תנאי'],PUNISHMENT_SUSPENDED
SH-19-12-65763-975,"Series([], Name: text, dtype: object)",[],"['5000 ש""ח קנס']",PUNISHMENT_FINE
SH-20-05-28746-251,"Series([], Name: text, dtype: object)","[""'15-גרם'-קנבוס"", ""'5-גרם'-קנבוס""]","['5-גרם-קנבוס', '15-גרם-קנבוס']",CIR_TYPE_AMOUNT
SH-20-05-28746-251,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-20-05-28746-251,"Series([], Name: text, dtype: object)",[''],"['סעיף 19א', 'סעיף 13']",OFFENCE_NUMBER
SH-20-05-28746-251,"Series([], Name: text, dtype: object)",[],"['5 חודשי מאסר בפועל', '3 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-20-05-28746-251,"2139    (ג)\tקנס בסך של 1,000 ₪, או 5 ימי מאסר תמורתו.
Name: text, dtype: object","['1,000 ₪']","['1000 ש""ח קנס']",PUNISHMENT_FINE
SH-21-02-40908-370,"Series([], Name: text, dtype: object)","['1100-יחידות(כמוגרם,טבליות,כדורים,ק""גוכו\\\')-קנבוס', ""'0.05גרם-גרם'-קוקאין"", '0.05-גרם-קוקאין', ""'1גרם-יחידהאחת(גרםאחד)'-קוקאין""]","['1-גרם-קוקאין', '0.05-גרם-קוקאין']",CIR_TYPE_AMOUNT
SH-21-02-40908-370,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-21-02-40908-370,"Series([], Name: text, dtype: object)",[],['9 חודשי מאסר בפועל'],ACTUAL_PUNISHMENT
SH-21-02-40908-370,"2181    מאסר מותנה למשך 6 חודשים, והתנאי הוא כי הנאשם ...
Name: text, dtype: object",['6 חודשי מאסר על תנאי'],"['3 חודשי מאסר על תנאי', '6 חודשי מאסר על תנאי']",PUNISHMENT_SUSPENDED
SH-21-02-40908-370,"Series([], Name: text, dtype: object)",[],"['5000 ש""ח קנס']",PUNISHMENT_FINE
SH-21-03-56850-36,"Series([], Name: text, dtype: object)","[""'5.3-גרם'-קנבוס"", '5.1-גרם-קנבוס']","['5.1-גרם-קנאבוס', '5.3-גרם-קנבוס', '93.6-גרם-קנאבוס', '30.1-גרם-קנאבוס']",CIR_TYPE_AMOUNT
SH-21-03-56850-36,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-21-03-56850-36,"Series([], Name: text, dtype: object)",[],"['3 חודשי מאסר בפועל', '6 חודשי מאסר בפועל', '300 חודשי שירות', '12 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-21-03-56850-36,"Series([], Name: text, dtype: object)",[],"['3500 ש""ח קנס']",PUNISHMENT_FINE
SH-21-03-7171-604,"Series([], Name: text, dtype: object)","[""'0.0882גרם-גרם'-קוקאין"", '\'0.0882גרם-יחידהאחת(כיווןשזהומשקלקטןמאוד,בדרךכללמצייניםאתהיחידהכ""יחידהאחת""או""יחידה"")\'-קוקאין']",['0.0882-גרם-קוקאין'],CIR_TYPE_AMOUNT
SH-21-03-7171-604,"Series([], Name: text, dtype: object)",[],"['9 חודשי מאסר בפועל', '4 חודשי מאסר בפועל', '12 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-21-03-7171-604,"1940    12 חודשי מאסר אותם לא ירצה אלא אם בתוך שלוש שנ...
1941    4 חודשי מאסר אותם לא ירצה אלא אם בתוך שלוש שני...
1942    12 חודשי פסילה מלנהוג אותם לא ירצה הנאשם אלא א...
Name: text, dtype: object","['4 חודשי מאסר על תנאי', '12 חודשי מאסר על תנאי', 'הנאשם קיבל 12 חודשי מאסר על תנאי']",['10 חודשי מאסר על תנאי'],PUNISHMENT_SUSPENDED
SH-21-03-7171-604,"Series([], Name: text, dtype: object)",[],"['2 ש""ח קנס']",PUNISHMENT_FINE
SH-21-03-7171-604,"Series([], Name: text, dtype: object)",[],"['6 חודשי פסי ת הנאשם מ נהוג רכב', '']",עונש אחר
SH-21-09-42879-201,"Series([], Name: text, dtype: object)",['5-כדורים-MDMA'],['10-כדורים-MDMA'],CIR_TYPE_AMOUNT
SH-21-09-42879-201,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-21-09-42879-201,"Series([], Name: text, dtype: object)",[],"['6 חודשי מאסר בפועל', '7 חודשי מאסר בפועל', '4 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-21-09-42879-201,"585    6 חודשי מאסר, שלא ירוצו אלא אם יעבור הנאשם עבי...
Name: text, dtype: object",['6 חודשי מאסר על תנאי'],[],PUNISHMENT_SUSPENDED
SH-21-09-42879-201,"586    קנס בסך 4,000 ₪, או 40 ימי מאסר תמורתו.
Name: text, dtype: object","['4,000 ₪']",[],PUNISHMENT_FINE
SH-21-09-42879-201,"Series([], Name: text, dtype: object)",[],['בתוך ש וש 2 מהיום;'],עונש אחר
SH-21-10-30884-544,"Series([], Name: text, dtype: object)","['2.98-גרם-קנביס', '10-גרם-קנאביס']","['100-גרם-קנביס', '2.98-גרם-קנביס', '10-גרם-קנביס']",CIR_TYPE_AMOUNT
SH-21-10-30884-544,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-21-10-30884-544,"607    הנאשם הורשע על פי הודאתו בביצוע שלוש עבירות סח...
Name: text, dtype: object","['סעיף 19א', 'סעיף 13', 'סעיף 7א']","['סעיף 19א', 'סעיף 7ג', 'סעיף 13', 'סעיף 7א']",OFFENCE_NUMBER
SH-21-10-30884-544,"Series([], Name: text, dtype: object)",[],"['7 חודשי מאסר בפועל', '5 חודשי שירות']",ACTUAL_PUNISHMENT
SH-21-10-30884-544,"605    7 חודשי מאסר על-תנאי, שלא יעבור הנאשם בתוך 3 ש...
606    התחייבות בסך 5,000 ₪ שלא לעבור כל עבירת פשע לפ...
Name: text, dtype: object","['7 חודשי מאסר על תנאי', 'הנאשם קיבל 5 חודשי מאסר על תנאי']",[],PUNISHMENT_SUSPENDED
SH-21-10-30884-544,"Series([], Name: text, dtype: object)",[],"['2 ש""ח קנס']",PUNISHMENT_FINE
SH-21-10-30884-544,"Series([], Name: text, dtype: object)",[],['התחייבות בסך 5 000 ₪'],עונש אחר
SH-21-11-9851-17,"Series([], Name: text, dtype: object)","[""'15גרם-יחידות(גרם)'-קוקאין"", ""'15גרם-גרם'-קוקאין"", ""'15.437גרם(יחידה:גרם)'-קוקאין"", ""'400-גרם'-קוקאין"", ""'24.96-גרם'-קוקאין""]","['24.96-גרם-קוקאין', '15.437-גרם-קוקאין']",CIR_TYPE_AMOUNT
SH-21-11-9851-17,"Series([], Name: text, dtype: object)",[],"['8 חודשי מאסר בפועל', '9 חודשי מאסר בפועל', '3 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-21-11-9851-17,"2250    מאסר מותנה למשך 8 חודשים, והתנאי הוא כי הנאשם ...
2251    מאסר מותנה למשך 3 חודשים, והתנאי הוא כי הנאשם ...
Name: text, dtype: object","['3 חודשים', 'הנאשם קיבל 8 חודשי מאסר על תנאי']",[],PUNISHMENT_SUSPENDED
SH-21-11-9851-17,"Series([], Name: text, dtype: object)",[],"['10000 ש""ח קנס']",PUNISHMENT_FINE
SH-21-12-59578-330,"Series([], Name: text, dtype: object)",[],"['1.906-גרם-מתילמקאתינון', '13-טבליות-MDMA', '0.7296-גרם-קטאמין']",CIR_TYPE_AMOUNT
SH-21-12-59578-330,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-21-12-59578-330,"Series([], Name: text, dtype: object)",[],"['350 שעות שירות', '6 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-21-12-59578-330,"2024    מאסר מותנה למשך 6 חודשים, והתנאי הוא כי הנאשם ...
2025    מאסר מותנה למשך 3 חודשים, והתנאי הוא כי הנאשם ...
Name: text, dtype: object","['3 חודשים', '6 חודשים']","['3 חודשי מאסר על תנאי', '6 חודשי מאסר על תנאי']",PUNISHMENT_SUSPENDED
SH-21-12-59578-330,"2026    הנאשם ישלם קנס בסך 2,000 ₪, או 20 ימי מאסר תמו...
Name: text, dtype: object","['2,000 ₪']","['2000 ש""ח קנס']",PUNISHMENT_FINE
