text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"באותן נסיבות החזיק הנאשם על שולחן הטלוויזיה בחדר המלון, 2 יחידות סם מסוכן מסוג METHYLMETHCATHINONE , יחידה אחת במשקל נטו של 0.8271 גרם ויחידה השניב במשקל של 0.6653 גרם.",,,,"['סוג הסמים הוא METHYLMETHCATHINONE, הידוע גם בשם מתילפנידאט']",['הכמות של הסמים היא [0.8271 - גרם]'],,,,,
"על פי עובדות האישום הראשון ביום 14.7.20 סמוך לשעה 17:10 סיכמו ביניהם הנאשם 1 והסוכן כי הנאשם 1 ימסור לסוכן 10 גרם קוקאין בתמורה ל – 5,000 ₪.",,,,['הסוג של הסמים הוא קוקאין'],['10 - גרם'],,,,,
"בהתאם לתיאום מוקדם בין הנאשם 1 לאדם שזהותו אינה ידועה למאשימה כי הנאשם 1 יסייע לאחר למכור לסוכן קוקאין, סמוך לשעה 20:20 הגיע האחר ברכב אל סמוך לבית כשברשותו סם מסוכן מסוג קוקאין במשקל של 9.15 גרם, המחולק ל – 11 מנות.",,,,['סוג הסמים הוא קוקאין'],['9.15 - גרם'],,,,,
"הנאשם 1 נכנס חזרה לבית כשהסמים ברשותו, מסר אותם לסוכן וקיבל ממנו תמורתם סך של 5,000 ₪.",,,,,,,,,,
"על פי עובדות האישום השני, ביום 21.7.20 סמוך לשעה 17:55 סיכמו ביניהם הנאשם 1 והסוכן כי הנאשם 1 ימסור לסוכן 16 גרם קוקאין וקופסא של תוסף תזונה מסוג קריאטין בתמורה  ל – 8,000 ₪.",,,,['סוג הסמים הוא קוקאין'],['16 גרם - יחידות (גרם)'],,,,,
"בהתאם לתיאום מוקדם בין הנאשמים, סמוך לשעה 20:30 הגיע הנאשם 2 ברכב אל סמוך לבית כשברשותו סם מסוג קוקאין במשקל של 14.01 גרם.",,,,['סוג הסמים הוא קוקאין'],['14.01 - גרם'],,,,,
"הנאשם 1 נכנס בחזרה לבית כשהסמים ברשותו, מסר אותם לסוכן וקיבל ממנו תמורתם סך של 8,000 ₪.",,,,,,,,,,
"על פי עובדות אישום זה ביום 11.8.20 סמוך לשעה 17:44 סיכמו ביניהם הנאשם 1 והסוכן כי הנאשם 1 ימסור לסוכן 45 גרם קוקאין בתמורה ל – 20,000 ₪.",,,,['הסוג של הסמים הוא קוקאין'],['45 - גרם'],,,,,
"בהמשך לסיכום זה הגיע באותו ערב הסוכן לביתו של נאשם 1 ומסר לו 20,000 ₪ עבור הסמים והמתין במקום.",,,,,,,,,,
בהתאם לתיאום מוקדם בין הנאשם 1 לבין אדם אחר סמוך לשעה 20:20 הגיע האחר אל מוסך לבית כשברשותו סם מסוג קוקאין במשקל של 45.98 גרם.,,,,['סוג הסמים הוא קוקאין'],['45.98 - גרם'],,,,,
"בהגיע האחר למקום, יצא הנאשם 1 מהבית פגש באחר אשר מסר לו את הסמים ובתמורה מסר לו הנאשם 1 סכום כסף שאינו במדויק למאשימה.",,,,,,,,,,
בגין אישום זה הורשע הנאשם בעבירה של סחר בסם מסוכן – עבירה לפי סעיף 13 וסעיף 19א לפקודת הסמים וכן עבירה של החזקת סמים שלא לצריכה עצמית – עבירה לפי סעיף 7(א) + (ג) רישא לפקודת הסמים.,,,,,,,,,,
"על פי עובדות אישום זה ביום 14.9.20 סמוך לאחר השעה 17:00 סיכמו ביניהם הנאשם 1 והסוכן כי הנאשם 1 ימסור לסוכן 20 גרם קוקאין בתמורה ל – 9,000 ₪.",,,,"['הסוג של הסמים הוא קוקאין, כפי שמצוין בטקסט: ""20 גרם קוקאין.""']",['20 גרם - גרם'],,,,,
"בהתאם לתיאום מוקדם בין הנאשמים, סמוך לשעה 20:35 הגיע הנאשם 2 ברכב אל סמוך לבית כשברשותו סם מסוג קוקאין במשקל של 20.12 גרם.",,,,['סוג הסמים הוא קוקאין'],['20.12 - גרם'],,,,,
"הנאשם 1 נכנס בחזרה לבית כשהסמים ברשותו, מסר את הסמים לסוכן וקיבל ממנו תמורתם סך של 9,000 ₪.",,,,,,,,,,
"אותה העת סיכמו ביניהם הנאשם 1 והסוכן כי הנאשם 1 ימסור לסוכן קוקאין בתמורה ל – 15,000 ₪.",,,,['הסוג של הסמים הוא קוקאין'],,,,,,
"בהמשך לסיכום זה, בחלוף כשעתיים מסר הסוכן לנאשם 1 15,000 ₪ עבור הסמים והנאשם 1 מסר לסוכן סם מסוכן מסוג קוקאין במשקל של 32.94 גרם בתמורה.",,,,['הסוג של הסמים הוא קוקאין'],['הכמות של הסמים היא [32.94 - גרם]'],,,,,
בגין אישום זה הורשע הנאשם בעבירה של סחר בסם מסוכן – עבירה לפי סעיף 13 וסעיף 19א לפקודת הסמים וכן עבירה של החזקת סמים שלא לצריכה עצמית – עבירה לפי סעיף 7(א) + 7(ג) רישא לפקודת הסמים.,,,,,,,,,,
בתקופה הרלוונטית התגורר הנאשם ברחוב הפרחים בכרמיאל ועבד כמאמן כושר בחדר הממוקם בביתו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"נאשם 1 אמר לסוכן כי אפשר להרוויח כסף רב מקנייה של קפסולות סם במחיר הנע בין 20 ל – 30 ₪ לכל קפסולת סם, ומכירתה במחיר הנע בין 50 ל – 60 ₪ והציע כי את הרווח יחלקו ביניהם.",,,,,"['הכמות של הסמים היא [20 - 30] ₪ לכל קפסולת סם, כלומר, בין 20 ל-30 יחידות (במקרה הזה, קפסולות)']",,,,,
במהלך השיחה סיכמו הנאשם 1 והסוכן כי נאשם 1 ימכור לסוכן 50 קפסולות של סם מסוכן מסוג אמפטמין.,,,,['סוג הסמים הוא אמפטמין'],['50 - קפסולות (יחידות)'],,,,,
"בהמשך, בשעה 23:05 או בסמוך לכך, התכתבו נאשם 1 והסוכן באמצעות אפליקציית ווטסאפ וסיכמו כי נאשם 1 ימכור לסוכן 50 קפסולות סם תמורת 2,000 ₪ אשר יסופקו על ידי נאשמים 2 ו – 3 כאשר נאשם 1 ירוויח 500 ₪ מהסך הכולל של העסקה.",,,,,['50 - קפסולות (כדורים)'],,,,,
"באותו מעמד בהתאם לסיכום במסגרת עסקת הסמים מסר הסוכן לנאשם 1 2,000 ₪ בעבור 50 קפסולות סם.",,,,,['50 - קפסולות (יחידות)'],,,,,
"בהמשך, בשעה 16:53 או בסמוך לכך שלח הנאשם 1 לסוכן הודעה קולית באמצעות אפליקציית הווטסאפ ואמר לו להגיע לקריית ים למקום בו בוצעה עסקת הסמים המפורטת באישום ראשון וזאת  לצורך קבלת קפסולות הסם.",,,,,,,,,,
"נאשם 3 הניח ברכבו של הסוכן שתי שקיות ניילון ובתוכן סך הכל 50 קפסולות סם, והנחה את הסוכן שלא לשים אותן במקום חם על מנת שלא יימסו.",,,,,['50 - קפסולות (יחידות)'],,,,,
"על פי עובדות אישום זה ביום 28.6.20 בשעה 10:38 או בסמוך לכך, שלח נאשם 1 לסוכן8 הודעה קולית באמצעות הוואטסאפ בה הציע למכור לסוכן קפסולות של סם מסוכן מסוג אמפטמין.",,,,['סוג הסמים הוא אמפטמין'],['הכמות של הסמים היא [0 - יחידות]'],,,,,
"בהמשך בין השעות 13:21-13:26 התכתבו הנאשם 1 והסוכן, שלחו הודעות קוליות באמצעות אפליקציית וואטסאפ  וסיכמו כי נאשם 1 ימכור לסוכן 50 קפסולות סם תמורת 2,000 ₪.",,,,,['50 - קפסולות (יחידות)'],,,,,
במהלך המפגש מסר  הנאשם 1 לסוכן שקית ניילון ובתוכה 40 קפסולות סם אותן החזיק נאשם 1 .,,,,,['40 - קפסולות (יחידות)'],,,,,
"הסוכן מסר לנאשם 1 2,000 ₪ בעבור קפסולות הסם.",,,,,,,,,,
"נאשם 1 ספר את הכסף, החזיר 400 ₪  לסוכן  ואמר לו כי בשקית יש 40 קפסולות סם ולא 50 כפי שסיכמו במסגרת עסקת הסמים.",,,,,['40 - קפסולות (יחידות)'],,,,,
במהלך המפגש אמר נאשם 1 לסוכן כי הוא רוצה למסור לסוכן מספר כדורים של סם מסוכן מסוג MDMA על מנת שהסוכן יבדוק אותם בשטח.,,,,['סוג הסמים הוא MDMA'],['הכמות של הסמים היא [0 - יחידות]'],,,,,
כמו כן הציע הנאשם 1 לסוכן 100 כדורים של סם מסוכן מסוג אקסטזי במחיר של 28 ₪ לכדור.,,,,['סוג הסמים הוא אקסטזי'],['הכמות של הסמים היא [100 - יחידות]'],,,,,
בהמשך לחץ נאשם 1 את ידו ל הסוכן ותוך כדי לחיצת היד העביר לו שקית ניילון ובה 4 קפסולות של סם מסוכן מסוג MDMA אותן החזיק.,,,,['סוג הסמים הוא MDMA'],['הכמות של הסמים היא [4 - קפסולות]'],,,,,
"בגין אישום זה הורשע הנאשם בעבירה של הספקת סם מסוכן – עבירה לפי סעיף 13 וסעיף 19א לפקודת הסמים + סעיף 29 לחוק העונשין, עבירה של החזקת סמים שלא לצריכה עצמית – עבירה לפי סעיף 7(א) + 7(ג) רישא לפקודת הסמים.",,,,,,,,,,
"בתסקיר סקר שירות המבחן את הרקע האישי והמשפחתי של הנאשם, בן 35 יליד מולדובה, רווק ואב לילדה בת 15.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"טרם מעצרו בתיק המוביל שהה הנאשם בתנאי מעצר בית מלר ב""בית חם ""בקרית אתא.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
לנאשם אין עבר פלילי ושירות המבחן ציין כי התרשם מאדם שממוקד בצרכיו האישיים וכי קיים סיכון משמעותי להישנות עבירות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
במסגרת הראיות לעונש העידה מטעם ההגנה אמו של הנאשם הגברת ולנטינה בולייבסקי וסיפרה שהיא עובדת כאחות במחלקת טיפול נמרץ.,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
האם סיפרה שהנאשם רקד ריקודים סלוניים והצטיין בכך וכי לנאשם בת כבת 15.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
הנאשם נעדר עבר פלילי והמאשימה עתרה לקבוע את עונשו של הנאשם לעונש שלא יפחת מ – 20 חודשי מאסר וכן פסילת רישיון נהיגה בהתאם לסעיף 37א לפקודת הסמים וכן חילוט הכספים המצויינים בכתב האישום.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,
"ב""כ הנאשם טען לנסיבותיו האישיות ל הנאשם , ללא עבר פלילי והודה בהזדמנות הראשונה וצירף תיקים וחסך עדות עדים רבים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
הנאשם עבר מסכת חיים קשה לטענת הסנגור ועוני רב.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"מדובר בצבר של מעשים חמורים וסחר בסמים מסוכנים  שרובם ""קשים"" במיוחד בסם הקוקאין.",,,,"['הסוג של הסמים הוא קוקאין. הוא מוזכר כ""סמים מסוכנים במיוחד, רובם \'קשים\', במיוחד קוקאין.""']",,,,,,
"הנאשם סוחר סמים כאורח חיים, זמינות הסמים שהוא נכון לספק מלמדת על קשריו עם גורמים שוליים בחברה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
לא יכול להיות ספק כי מדובר במעשים מתוכננים מראש ולא בכדי הנאשם אינו רואה עצמו כמי שיש לו בעיות של שימוש בסמים.,,,,,,,,,,
בתיק צירוף 1 הורשע הנאשם בעבירות סחר הקשורות לסם מסוג קוקאין.,,,,['סוג הסמים הוא קוקאין'],,,,,,
"באשר למדיניות הענישה לעבירות הקשורות בסם מסוג CATHINONE METH, קטמין, LSD  וכן עבירות שקשורות לסם מסוג MDMA אפנה למקרים שעסקו בסחר בסם קשה.",,,,"['הסוג של הסמים המוזכרים בטקסט הוא ""CATHINONE METH, קטמין, LSD, ו-MDMA.""']",['הכמות של הסמים המוזכרים בטקסט היא [1 - יחידות]'],,,,,
לא נעלמו מעיני נסיבותיו המשפחתיות כעולה מדברי עדי האופי ולא נעלמה מעיני העובדה כי לנאשם בת קטינה  - נערה.,,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לחובתו של הנאשם יש לשקול שיקולי הרתעה בתוך מתחם העונש ההולם נוכח הסיכון המשמעותי להישנות עבירות, והעובדה שלמרות שהנאשם נעדר עבר פלילי הרי שצבר העבירות מלמד על כך שסחר בסמים הפך להיות חלק מחייו של הנאשם וחלק משמעותי משגרת יומו לפחות בתקופה בה עבר את העבירות מושא כתבי האישום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
הנאשם נטל אחריות פורמאלית בלבד והציג עצמו בעמדה קורבנית וכן העובדה שיש סיכון להישנות עבירות.,,,,,,,,,,
בגין התיק המוביל לגביו קבעתי כי מדובר באירוע אחד  אני גוזרת על הנאשם עונש של 14 חודשי מאסר בפועל.,,,,,,,,['14 חודשי מאסר בפועל'],[],[]
בגין שני תיקי הצירוף לגביהם קבעתי כי מדובר באירוע אחד אני גוזרת 40 חודשי מאסר בפועל במצטבר לעונש שהוטל על הנאשם בגין התיק המוביל .,,,,,,,,['40 חודשי מאסר בפועל'],[],[]
סך הכל ירצה הנאשם עונש כולל של 54 חודשי מאסר בפועל בניכוי ימי מעצרו מיום 4.1.21 ועד ליום 12.4.21  וכן מיום 16.11.22  ועד מועד מתן גזר הדין.,,,,,,,,['54 חודשי מאסר בפועל'],[],[]
8 חודשי מאסר על תנאי מיום שחרורו של הנאשם והתנאי הוא שלא יעבור כל עבירת סמים מסוג פשע ויורשע בה.,,,,,,,,[],['8 חודשי מאסר על תנאי'],[]
"אני מחייבת את הנאשם בקנס כספי בסכום של 8,000 ₪ או חודש מאסר תמורתו.",,,,,,,,[],[],"['8000 ש""ח']"
