text,Unnamed: 0,PUNISHMENT,GENERAL_CIRCUM,reject,REGRET,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_PLANNING,CIR_HELD_WAY,CIR_VALUE,RESPO,CONFESSION,CIR_PURPOSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם בן 29 רווק, תושב כפר שגב שלום שבדרום.",43,,,,,,,,,,,,,,,,
הנאשם מסר כי לזכותו 10 שנות לימוד.,44,,,,,,,,,,,,,,,,
הוא אושפז כחודשיים בבית חולים ועבר הליך שיקומי.,46,,,,,,,,,,,,,,,,
מאז ועד מעצרו במאי 2023 לא עבד וקיבל קצבה מטעם הביטוח הלאומי.,47,,,,,,,,,,,,,,,,
נמסר כי אובדן חברו ופגיעתו היו קשים עבורו.,48,,,,,,,,,,,,,,,,
"מבחינת מצבו הבריאותי והנפשי מסר כי כיום הוא חש בטוב, כן מתמודד עם כאבים בגוף לעיתים כתוצאה מהתאונה.",49,,,,,,,,,,,,,,,,
הנאשם שלל שימוש בחומרים פסיכו אקטיביים לרבות אלכוהול וסמים בכלל.,50,,,,,,,,,,,,,,,,
"מעיון בגיליון רישומו הפלילי והתעבורתי עולה כי לחובתו הרשעה אחת בגין מעורבות בעבירה של שבל""ר ונטישה באותו מקום ושלוש הרשעות קודמות בתעבורה בגין מעורבות בעבירות של נהיגה ללא רישיון נהיגה ועוד כשבגין אחת מהן אף נדון, בשנת 2020, למאסר בפועל, לתקופה של ארבעה חודשים.",51,,,,,,,,,,,,,,,,
"בהתייחסותו לביצוע העבירות מושא כתב האישום, הודה הנאשם במיוחס לו ולא קיבל אחריות מלאה למעשיו.",52,,,,,,,,,,,,,,,,
הנאשם טען כי בינו לבין הנאשמים קיימת היכרות קודמת וקרבה משפחתית.,53,,,,,,,,,,,,,,,,
בנוסף התקשה להתחבר למניעים הרגשיים לביצוע העבירה וביטא חרטה ברמה מילולית בלבד.,57,,,,,,,,,,,,,,,,
"להערכת שירות המבחן התנהגותו באירוע העבירה מושתתת על פגיעה בתפיסתו הגברית והערכה עצמית נמוכה, וכי הינו בעל צורך להישגים באופן מהיר ללא מאמץ.",60,,,,,,,,,,,,,,,,
"שירות המבחן העריך כי יכולותיו של הנאשם לערוך שינוי התנהגותי הינה נמוכה לאור המעורבות הפלילית הקודמת, המעורבות החוזרת בעבירות תעבורה והיעדר רתיעה מהעונש שהוטל עליו, דבר שבא לידי ביטוי בהמשך ביצוע עבירות.",61,,,,,,,,,,,,,,,,
"הנאשם בן 20, רווק, תושב שגב שלום.",66,,,,,,,,,,,,,,,,
מסקירת תולדותיו נמסר כי לזכותו 12 שנות לימוד וזכאות לתעודת בגרות מלאה.,67,,,,,,,,,,,,,,,,
"שיתף כי טרם מעצרו נרשם ללימודי הנדסת חשמל במכללה הטכנולוגית בבאר שבע, אולם בשל מעצרו לא החל בלימודים.",68,,,,,,,,,,,,,,,,
ברמה התעסוקתית שיתף כי החל לעבוד בגיל 18 עם אביו בתחום החשמל ותכנן ללמוד תחום הנדסת החשמל ולהמשיך עבודה בתחום זה.,69,,,,,,,,,,,,,,,,
אין לחובתו הרשעות קודמות.,71,,,,,,,,,,,,,,,,
"בהתייחסו לביצוע העבירות מושא כתב האישום, הודה הנאשם במיוחס לו אולם התקשה לקבל אחריות מלאה ועמוקה למעשיו.",72,,,,,,,,,,,,,,,,
"תיאר כי בינו לבין נאשם 1 קיימת קרבה משפחתית וחברות טובה, ועם נאשם 2 קיימת  קרבה משפחתית ללא חברות עמוקה.",75,,,,,,,,,,,,,,,,
טען כי ביצע את העבירות למטרות כלכליות של רווח כלכלי.,76,,,,,,,,,,,,,,,,
"לדבריו ניצלו את טוב ליבו ושכנעו אותו לעשות את המיוחס לו, תיאר כי זה אירוע יחיד של ייבוא סמים.",77,,,,,,,,,,,,,,,,
הנאשם ביטא חרטה למעשיו בפני שירות המבחן ואף טען כי עשה טעות.,78,,,,,,,,,,,,,,,,
"יחד עם זאת, הוא התקשה לזהות המניעים העמוקים לביצועה, השלכותיה ושלל תכנון קודם לביצוע העבירה.",79,,,,,,,,,,,,,,,,
שירות המבחן העריך כי החרטה שמביע הנאשם מונעת מההשלכות שחווה כיום כגון מעצרו.,81,,,,,,,,,,,,,,,,
"עוד התרשם שירות המבחן כי התנהגותו של הנאשם באירוע העבירה משקפת יכולות תכנון, ככל הנראה על רקע החזקתו בגבולות חשיבה והתנהגות מטושטשים, מאפייני אישיות נגררת ובלתי בשלה לצד הערכה עצמית נמוכה.",82,,,,,,,,,,,,,,,,
"בשכלול הגורמים, התרשם שירות המבחן כי הנאשם התקשה לקבל אחריות מלאה ועמוקה למעשיו, חסר חיבור לחומרה שבמעשיו וכי ביטוי החרטה הינו מילולי.",87,,,,,,,,,,,,,,,,
"בנוסף מאפייני העבירה משקפים יכולת תכנון וחשיבה וכן הזדמנויות לעצור את האירוע עוד טרם הבאתו לידי ביצוע, אולם הנאשם המשיך במעשיו ואינו מקבל אחריות מלאה לכך.",88,,,,,,,,,,,,,,,,
"בא-כוח המאשימה הפנה לנזק הצפוי מביצוע העבירה, הן לצרכני הסם והן לציבור בכללותו, כאשר לעניין זה שב וציין את הכמות הגדולה של הסם שנתפס, במשקל של כ- 27 ק""ג.",99,,,,,,"['27 ק""ג']",,,,,,,,,,
"ביחס לנסיבות שאינן קשורות בביצוע העבירה, ציין בא-כוח המאשימה כי לזכות הנאשמים עומדת העובדה שהודו בכתב האישום וחסכו זמן שיפוטי יקר.",103,,,,,,,,,,,,,,,,
מאידך טען כי לנאשם 2 הרשעה אחת בפלילים ו- 3 הרשעות תעבורה.,104,,,,,,,,,,,,,,,,
"אשר לנסיבות שאינן קשורות בביצוע העבירה, ציין בא-כוח הנאשמים כי חלק מהנאשמים צעירים בגיל ונעדרי עבר פלילי, הודו בהזדמנות הראשונה, חסכו זמן שיפוטי יקר והביעו חרטה כנה.",113,,,,,,,,,,,,,,,,
כל הנאשמים בעלי עורף משפחתי תומך שמוכן להגיש להם כל עזרה ושיקום שיצטרכו.,114,,,,,,,,,,,,,,,,
תכנון מוקדם זה של הנאשמים מלמד בבירור כי עסקינן בתכנית עבריינית סדורה וקפדנית שהושקעו בה מאמצים רבים.,127,,,,,,,,,,,,,,,,
"בעניין יוגב, הורשע המערער, ששימש כראש מדור באגף הביטחון בחברת אל-על, על פי הודאתו בכתב אישום מתוקן, בייבוא של כ- 54 ק""ג סם מסוכן מסוג קוקאין, ב- 3 הזדמנויות שונות, לתחומי ישראל.",133,,,,,"['54 ק""ג סוג הסמים הוא קוקאין']","['54 ק""ג']",,,,,,,,,,
"בהקשר זה, על בית המשפט לבחון בין היתר, את נתוניו האישיים של הנאשם, מידת הפגיעה של העונש בנאשם, לרבות בשל גילו, הפגיעה של העונש במשפחתו של הנאשם, עברו הפלילי וכיוצ""ב.",142,,,,,,,,,,,,,,,,
"מהודאתו של נאשם נודעת, על דרך הכלל, גם קבלת הדין, ובחובה היא טומנת קבלת אחריות למעשים והבעת חרטה עליהם.",144,,,,,,,,,,,,,,,,
במקרה שלפניי באו דברי החרטה וקבלת האחריות גם מפי הנאשמים לפניי.,145,,,,,,,,,,,,,,,,
עוד ניתן לציין לזכות הנאשמים את העובדה כי הנאשמים 1 ו- 3 נעדרים עבר פלילי כלל ואילו לנאשם 2 הרשעה קודמת ורישום ללא הרשעה קודם שאינם מן החמורים מהשנים 2018 ו- 2014 בהתאמה.,146,,,,,,,,,,,,,,,,
מנגד לנאשמים 1 ו- 2 הרשעות מתחום התעבורה כאשר נאשם 2 אף ריצה מאסר בגין חלק מעבירות אלו.,147,,,,,,,,,,,,,,,,
"אני מטיל על הנאשם מאסר בפועל של 9 שנים, החל מיום מעצרו 23.5.2023.",157,,,,,,,,,,,,,,['9 שנים'],['לא'],['לא']
"אני מטיל על הנאשם מאסר על תנאי של 12 חודשים, למשך 3 שנים, שלא יעבור כל עבירת סמים מסוג פשע.",158,,,,,,,,,,,,,,['לא'],['12 חודשים'],['לא']
"אני מטיל על הנאשם קנס בסך 25,000 ₪ או 100 ימי מאסר תמורתו.",159,,,,,,,,,,,,,,['לא'],['לא'],"['25,000 ₪']"
אני מטיל על הנאשם פסילה בפועל של 15 חודשים מלקבל ומלהחזיק ברישיון נהיגה.,160,,,,,,,,,,,,,,['לא'],['לא'],['לא']
"אני מטיל על הנאשם מאסר בפועל של 9 שנים, החל מיום מעצרו 23.5.2023.",161,,,,,,,,,,,,,,['9 שנים'],['לא'],['לא']
"אני מטיל על הנאשם מאסר על תנאי של 12 חודשים, למשך 3 שנים, שלא יעבור כל עבירת סמים מסוג פשע.",162,,,,,,,,,,,,,,['לא'],['12 חודשים'],['לא']
"אני מטיל על הנאשם קנס בסך 25,000 ₪ או 100 ימי מאסר תמורתו.",163,,,,,,,,,,,,,,['לא'],['לא'],"['25,000 ₪']"
"אני מטיל על הנאשם מאסר בפועל של 8.5 שנים, החל מיום מעצרו 23.5.2023.",164,,,,,,,,,,,,,,['הנאשם קיבל 85 שנים מאסר בפועל'],['לא'],['לא']
"אני מטיל על הנאשם מאסר על תנאי של 12 חודשים, למשך 3 שנים, שלא יעבור כל עבירת סמים מסוג פשע.",165,,,,,,,,,,,,,,['לא'],['12 חודשים'],['לא']
"אני מטיל על הנאשם קנס בסך 25,000 ₪ או 100 ימי מאסר תמורתו.",166,,,,,,,,,,,,,,['לא'],['לא'],"['25,000 ₪']"
