text,reject,PUNISHMENT,GENERAL_CIRCUM,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"עוד עולה מהתסקיר כי החל בשנת 2002 אובחן הנאשם כסובל מסרטן העור והחל בטיפולים קשים, ובעקבות האבחנה של רופאיו החליט להימנע מבדיקות ומטיפולים, סגר את עסקיו בארה""ב, עלה לישראל והתמקד בחברה שהקים בארץ.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"בשנת 2005 התברר לו כי הוא נפל קורבן להונאה של מנכ""ל החברה, אשר מעל בכספי החברה.",,,,,,,,,,,,,,,,,,,,,
"בעקבות כך כל הונו ירד לטמיון והוא מצא את עצמו שקוע בחובות כבדים, ילדיו חזרו להתגורר עם אמם בארה""ב ובשנה האחרונה בתו חזרה ארצה כדי לשרת שירות צבאי והיא מתגוררת עמו.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
הנאשם מתמודד כיום עם חובות מהעבר והחל לעבוד כשכיר בחברה.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
"הנאשם מסר לקצינת המבחן כי סבל מדיכאון בין השנים 2006-2013 וכי הוא מתגורר בחצר בית הוריו, התנתק מסביבתו וחש תחושות קורבנות וכישלון.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
הנאשם ציין בפני קצינת המבחן כי הוא נמנע עד היום מכל בדיקה או טיפול רפואי בקשר למחלת הסרטן שהתגלתה אצלו.,,,,,,,,,,,,,,,,,,,,,
"באשר לביצוע עבירה, הנאשם לקח אחריות למעשיו, אולם הציג בפני קצינת המבחן גישה הממזערת את העבירה ומעצימה את תחושת הקורבנות שלו באשר לרקע שהוביל לביצוע העבירה.",,,,['לא'],,,,,,,,,,,,,,,,,
הנאשם טען כי קנה בשנת 2004 רכבים עבור החברה אותה ניהל.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,[],,,,,,
"באחד הרכבים נמצא הנשק ומאחר שלטענת הנאשם באותה תקופה הוא נסחט על ידי גורמים עברייניים, הוא החליט להחזיק בנשק.",,,,,,,,,,,,,[],['נשק עם מחסנית בהכנס'],['מאחר'],,,,,,
"קצינת המבחן מסרה כי הנאשם התקשה לראות את הפסול במעשיו והתרשמה כי הנשק שימש לצרכי הגנה כאשר חש מאוים, תוך התעלמות מהמשמעות החמורה של החזקת הנשק.",,,,,,,,,,,,,,,,,,,,,
קצינת המבחן ציינה כי ההליך המשפטי מהווה גורם מרתיע במידת מה עבורו.,,,,,,,,,,,,,,,,,,,,,
להערכת קצינת המבחן הנאשם אינו בעל קווי עבריינות מושרשים.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"אולם הנאשם לא הרחיב בפניה על אופי הקשרים עם הגורמים העברייניים כפי שהגדיר אותם ומבחינה זו קצינת המבחן התרשמה כי הנאשם עשוי לפרוץ גבולות ולקחת סיכונים, לעיתים מופרזים, באופן שעשוי להיות חסר שיקול דעת.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
הנאשם לא הביע נזקקות טיפולית ורצון להסתייע בגורמי טיפול חיצוניים.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
קצינת המבחן לא ראתה אותו בשל ומתאים להליך טיפול בשלב זה של חייו והעריכה כי הסיכוי להישנות עבירה הוא בינוני נמוך.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
קצינת המבחן התרשמה כי הנאשם מנסה בשנה האחרונה לשקם את עצמו.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
הציג תלושי משכורת המעידים על עבודתו כשכיר והיא הבינה כי הוא שואף לבנות את עצמו מחדש כעצמאי ולנחול הצלחה חוזרת בתחום הכלכלי.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
אולם לשני סוגי עונשים אלה הביע הנאשם את חוסר הסכמתו לבצעם שכן לדבריו הוא מעוניין להתרכז כעת בשיקומו העצמי.,,,,,,,,,,,,,,,,,,,,,
בנסיבות אלה קצינת המבחן לא באה בהמלצה בעניינו.,,,,,,,,,,,,,,,,,,,,,
"אשר לנסיבות ביצוע העבירה ציינה ב""כ המאשימה את ההחזקה הממושכת של הנשק, את כמות הכדורים הגדולה והעובדה כי הנשק שימש לנאשם הגנה עצמית מפני גורמים עברייניים.",,,,,,,,,,,,,,,,,,,,,
"ב""כ המאשימה הפנתה לענישה הנוהגת לפיה הוטלו על הנאשמים עונשים של בין 6 ל-10 חודשי מאסר למרות שדובר בנאשמים נורמטיביים ללא עבר פלילי.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,[],[],[]
"ב""כ המאשימה סברה כי העונש ההולם הוא בין 6 ל – 18 חודשי מאסר בפועל וסברה שבשל הודאת הנאשם ועברו הפלילי הלא רלבנטי, מצבו הרפואי וכן בשל חלוף הזמן ממועד ביצוע העבירה, ומנגד בהתחשב בנטילת האחריות המוגבלת, גישתו הממזערת והקורבנית של הנאשם כפי שבאה לידי ביטוי בתסקיר בהעדר שיתוף פעולה בנוגע לשל""צ או עבודות שירות, סברה המאשימה כי יש להטיל על הנאשם עונש מאסר בפועל ברף הנמוך של המתחם וכן מאסר על תנאי.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",['כן'],,,,,,,,,,,,,,,[],['הנאשם קיבל 6 חודשי מאסר על תנאי'],[]
"ב""כ הנאשם טען כי העובדה שהכדורים הוחזקו ברכב והאקדח בבית מלמדים על כך כי הנאשם לא התכוון להשתמש בנשק.",,,,,,['אקדח'],,,,,,,[],,[],,,,,,
הנאשם אדם חולה שסבר שהוא עומד למות.,,,,,,,,,,,,,,,,,,,,,
בחיפוש בביתו נתפסו כדורי הרגעה רבים נוכח מצבו הרפואי.,,,,,,,,,,,,,,,,,,,,,
"הנאשם הגיש תמונות של הנאשם עם שועי המדינה הן בארה""ב והן בישראל וכן מכתבי תודה על תרומותיו הרבות, המעידים על פעילותו הפילנטרופית הענפה כאשר מצבו הכלכלי והרפואי היה שפיר.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
כיום הוא פושט רגל וגר ביחידה קטנה אצל הוריו.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
הנאשם ישן רוב שעות היום ונוטל כדורי הרגעה.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"למרות האמור בתסקיר סבור בא כוחו כי הנאשם יוכל לבצע עונש של של""צ או עבודות שירות במגבלות הרפואיות שלו.",,,,,,,,,,,,,,,,,,,,,
"הנאשם יכול לעבוד 4 שעות ביום וב""כ ביקש שיוטל על הנאשם של""צ על אף האמור בתסקיר.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"הנאשם בדברו האחרון מסר כי הוא לא יכול להציג אישורים רפואיים עדכנים, שכן מאז האבחנה בחוות הדעת הראשוניות הוא לא הלך לרופאים.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
הנאשם מסר כי התקשה לגייס כוחות נפש לבצע עבודות שירות וכי כיום הוא מנסה לשקם את עצמו ואת חייו ומקווה שיגייס את הכוחות לשם כך וביקש לסיים כבר את התיק ולא לגשת לבדיקות רפואיות.,,,,,,,,,,,,,,,,,,,,,
"הנאשם נמצא כשיר מבחינה רפואית וזאת לאחר שנבדק ע""י רופא שב""ס.",,,,,,,,,,,,,,,,,,,,,
"עוד מסר כי פרנסתו תפגע באופן משמעותי, אם יבצע עבודות שירות.",,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"הנאשם טען בדיון כי הוא נפל קורבן בשל קנאה של אנשים בעושרו, ולא נבדק כיצד הגיע האקדח לרשותו.",,,,,,['אקדח'],[],,,,,,[],,[],,,,,,
"נסיבות המקרה שלפני מקלות יותר, מדובר באקדח שהוחזק בבית ללא תחמושת מתאימה שהוחזקה בנפרד ברכבו של הנאשם, בניגוד למקרים שנדונו בבית המשפט העליון, שם במקרה הראשון דובר בנשק אוטומטי מסוכן יותר, שהוחזק ברכב, כשהוא זמין לשימוש ובמקרה השני דובר באקדח טעון שלצדו תחמושת רבה אף הוא זמין לשימוש ברכב.",,,,,,"['הנסיבות המתוארות בשאלה מציינות שהנשק המדובר הוא אקדח, שאוחסן בבית ללא תחמושת מתאימה, שהוחזקה בנפר']",,,,['בבית'],,,,"['נשק מופרד מתחמושת', 'נשק עם מחסנית בהכנס']",,,,,,,
"לכן על פי נסיבות כתב האישום שבפני ובהתחשב במתחמים שנקבעו על ידי בית המשפט העליון, אני סבורה כי מתחם העונש ההולם הוא בין 5 חודשי מאסר שירוצו בעבודות שירות ועד ל-18 חודשי מאסר.",,,,,,,,,,,,,,,,,,,[],[],[]
"הנאשם בן 50, מנהל אורח חיים נורמטיבי, גרוש ואב לשלושה ילדים בגירים, סבל ממחלה קשה, תרם בעבר תרומה של ממש לחברה כאשר מצבו הכלכלי איפשר זאת, כיום הוא שרוי בחובות כבדים, מצבו הכלכלי התערער והוא חי בדוחק בסמוך לבית הוריו.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"על פי בדיקות שב""ס הנאשם נמצא מתאים לבצע עבודות שירות ולא אובחן כסובל מבעיות רפואיות.",,,,,,,,,,,,,,,,,,,,,
הנאשם הסביר כי גם שליחתו למאסר ולו בעבודות שירות תפגע באופן אנוש בפרנסתו ובשיקומו.,,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
יוער בהקשר זה כי מצבו של הנאשם טוב יותר ממצבם של נאשמים שאמונים על פרנסת בני משפחתם בעוד שילדיו של הנאשם בגירים והם אינם סמוכים על שולחנו.,,,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
הנאשם הודה בעבירה המיוחסת לו וחסך זמן שיפוטי.,,,,['כן'],,,,,,,,,,,,,,,,,
לנאשם הרשעה קודמת משנת 2003 בעבירת תכנון ובניה וכן 3 הרשעות בעבירות של משיכת שיק ללא כיסוי שבוצעו בשנות השמונים.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
העבירה בוצעה בשנת 2008 ומאז ביצועה חלפו למעלה משש שנים בהן לא ביצע הנאשם עבירות נוספות.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
יצוין בהקשר זה כי כתב האישום הוגש שנתיים וחצי לאחר ביצוע העבירה.,,,,,,,,,,,,,,,,,,,,,
"קביעת העונש ברף התחתון של המתחם, נותן דגש משמעותי לנסיבותיו האישיות של הנאשם ולחלוף הזמן, זאת למרות שהנאשם לא לקח אחריות מלאה למעשיו, כפי שעולה מתסקיר שירות המבחן ומדברו אחרון ביום 18.9.14, שכן למרות שהאקדח נמצא ברשותו במשך כשנתיים, הוא השליך את האחריות על אחרים.",,,,['לא'],,['אקדח'],,,,,,,,,,,,,,,
"5 חודשי מאסר, אשר ירוצו בעבודות שירות , במרכז יום לקשיש בבית שמש, החל מיום 19.10.14.",,,,,,,,,,,,,,,,,,,['5 חודשי מאסר'],[],[]
8 חודשי מאסר.,,,,,,,,,,,,,,,,,,,[],[],[]
