text,reject,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,PUNISHMENT
הוא נישא לה בהיותו בן 17.,,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"לאחר שפרץ סכסוך ביניהם, הוא דרש לבצע בדיקת רקמות וממנה עלה כי הוא אינו אביו של הילדה שנולדה, עקב ההיריון האמור, והוא התגרש מאשתו.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,[],,,
"עקב פרשה זו, לא שרת בצבא.",,,,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"הנאשם עבר ""חוויה"" נוספת.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"בעת מגוריו באילת, שם עבד בפיצרייה ובמסעדה, הוא נחשד ברצח ונעצר למשך חודש ימים במשטרת אילת.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : כן', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"התברר כי היה זה חשד שווא והוא שוחרר, אך מעשה זה, כמתואר בתסקיר, הנו אירוע שהיווה משבר נוסף בחייו של הנאשם.",,,,,,,,,,,,,,,,,,,,,
"אשר לנסיבות ביצוע העבירה, הנאשם טען לפני קצינת המבחן למגורים, הגב' מיכל שכמן-גבאי, כי הוא מצא את האקדח ביער ירושלים כיומיים לפני שנמצא.",,,,,,,,,['אקדח'],,,,,,,,,['מצא'],,,
הוא לא סיפר לאיש על כך וחש התלהבות מעצם המציאה.,,,,,,,,,,,,,,,,,,,,,
"הוא לא חשב לעשות שימוש בנשק וגם לא חשב מה לעשות איתו, והוא התקשה להתייחס לאקדח כאל כלי נשק ומה היו עלולות להיות ההשלכות עקב השימוש בנשק, אך שלל כל אפשרות כזאת.",,,,,,,,,"['הנשק המוזכר בטקסט הוא אקדח הוא לא נחשב כנשק חם, תת-מקלע, תת-מקלע מאולתר, בקב']",,,,,,,[],[],,,,
"ככל שמדובר בעבירות הסמים, הנאשם מסר לשירות המבחן כי השתמש בסמים באופן מזדמן בלבד, ואין לו כל בעיה של התמכרות לסמים.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"התרשמות קצינת המבחן היא, כי הנאשם הוא בחור צעיר שחווה משברים בחייו, והוא נמצא בבלבול סביב דרכו.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"הוא מתקשה בהבעת רגשות ונוטה להתייחסות קונקרטית ושטחית, ומתאמץ להציג פסאדה חיובית על חייו ומעשיו, למרות פיצולי האישיות, וכן גיליון הרישום הפלילי, שבו הועמד לדין בבית משפט לנוער בשנת 2003 בעבירות של הפרעה לשוטר במילוי תפקידו ונהיגה ברכב ללא רישיון, ובשנת 2006 הסתיים התיק ללא הרשעה, תוך חיובו בקנס ובהתחייבות להימנע, וכן שלילת רישיון נהיגה בפועל.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,
"שירות המבחן סבר, כי נראה לו מתאים להמליץ על כיוון טיפולי לצורך בדיקת מסוגלותו של הנאשם להיעזר בטיפול בתחום השימוש בסמים, טיפול אשר כולל בתוכו התמודדות עם קשיים רגשיים, בחירות וגבולות באופן התנהגותו.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"ברם, הנאשם בשיחה עם קצינת המבחן, לא ביטא בעייתיות כלשהי בתחום זה ולא ביטא רצון וביקשה לעזרה, ולכן התקשה שירות המבחן לבוא בהמלצה טיפולית בעניינו, כאשר יחד עם זאת מציינת קצינת המבחן, כי לאור מאפייני אישיותו, החשיפה לדפוסי התנהגות עבריינים, עלולה לדרדר את מצבו וההמלצה היא כי יש לקחת זאת בחשבון בשיקולי הענישה.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"ב""כ המדינה, עו""ד יעל רוזנמן, טענה, כי יש להטיל על הנאשם מאסר בפועל, מאסר על תנאי (נפרד לעניין הנשק ונפרד לעניין הסמים), וכן לחלט את האקדח ואת הסמים שנתפסו.",,,,,,,,,,,,,,,,,,,,,
"ב""כ הנאשם, עו""ד טליה רם, טענה, כי די בכך שהנאשם ירצה עונש מאסר של שישה חודשים במסגרת עבודות שירות, וזאת לאחר שהתקבלה חוות דעת חיובית של הממונה.",,[],[],[],,,,,,,,,,,,,,,,,
"היא ביקשה כי הנאשם לא יישלח למאסר, וזאת מאחר ובפועל הוא נמצא במעצר מאז יום מעצרו, דהיינו 12.7.08, כשלושה חודשים וחצי.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,
"א) החזקת הנשק לשם ביצוע מעשים, המיועדים לפגוע בביטחון המדינה או בביטחון הציבור.",,,,,,,,,,[],,,,,,,,,,,
"ב) החזקת הנשק לשם ביצוע עבירה פלילית ספציפית כגון רצח, שוד, התפרצות, תקיפה וכו'.",,,,,,,,,,[],,,,,,,,,,,
"ג) החזקת הנשק ""לעת מצוא"" כדי לאפשר פעילות פלילית אפשרית בעתיד.",,,,,,,,,,[],,,,,,,,,,,
"ד) צבירת נשק על-ידי קבוצה פוליטית, עדתית או אידיאולוגית, במטרה לחזק בדרך זו את כוחה כנגד קבוצות יריבות.",,,,,,,,,,[],,,,,,,,,,,
"ה) החזקת הנשק לצורך הגנה עצמית או לצורך הגנה על הציבור, המשפחה או ה""חמולה"", אליהם הנאשם משתייך.",,,,,,,,,,[],,,,,,,,,,,
"ו) החזקת כלי הנשק לצורך ספורט, ציד או שעשוע.",,,,,,,,,,[],,,,,,,,,,,
ז) החזקת כלי נשק על-ידי הנאשם בתור מזכרת או כאספן של כלים כאלה.,,,,,,,,,,[],,,,,,,,,,,
"ח) החזקת כלי הנשק, שפג תוקף רישיונו, והנאשם נמנע מלחדש את הרישיון בעתו.",,,,,,,,,,[],,,,,,,,,,,
"כל שידוע ומוסכם הוא, כי הנשק נמצא ברכב שבו נסע הנאשם עם משפחתו למלון בים המלח.",,,,,,,,,,,,,['ברכב'],,,,,[],,,
"הנאשם והסנגורית, עו""ד רם, לא נתנו כל הסבר לכך שהנאשם, לאחר שמצא את הנשק ביער ירושלים, לא הביאו למשטרה, וגם לא דיווח על כך.",,,,,,,,,,,,,,,,,,['מצא'],,,
"הביטוי שבו השתמשו שניהם הוא, כי מדובר במעשה טיפשות של הנאשם, והוא אמר בדבריו האחרונים, כי אכן ""על הטיפשות הזאת אני משלם""  (עמ' 6, שורה 25 לפרוטוקול).",,,,,,,,,,,,,,,,,,,,,
"קשה לי לקבל עמדה זו, וגם לא ניתן להסיק זאת מעברו הפלילי של הנאשם, שאינו כולל כל אלימות או שימוש בנשק.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"הסיווג שאותו הציעה ב""כ הנאשם, עו""ד רם, דהיינו ""החזקת כלי הנשק לצורך ספורט, ציד או שעשוע"" (הקטגוריה השישית), אינה נתמכת בכל ראיה, והנאשם עצמו אף לא אמר, כי התכוון לעשות שימוש בנשק לאותם צרכים.",,,,,,,,,,[],,,,,,,,,,,
"עו""ד רוזמן, ב""כ המדינה, ביקשה לאמץ את העונש שנקבע בפרשת סרור הנ""ל, אך שם מדובר באדם שיש לו שתי הרשעות קודמות, כאשר אחת מהן היא בעבירה של חבלה או פציעה כשהעבריין מזוין, וגם העבירה הנוספת היא עבירת אלימות.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"בשקלול של כל הנתונים, הגעתי למסקנה כי במקרה שבפנינו, לאור העובדה כי הנאשם כבר היה במעצר כשלושה חודשים וחצי, די בכך שהעונש שיוטל עליו יהיה מאסר שישה חודשים בדרך של עבודות שירות.",,['הנאשם קיבל 6 חודשי מאסר בדרך של עבודות שירות'],[],[],,,,,,,,,,,,,,,,,
"אוסיף לכך גם את העובדה, כי הנאשם עבד עד למעצרו בתפקיד אחראי, בניהול מסעדה המספקת גם ארוחות לבתי ספר.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"המעביד שלו העיד בפניי, וסיפר עד כמה הוא סומך עליו, גם בניהול התפקיד וגם בעניינים כספיים, ולכן, ניתן להסיק כי הנאשם, מיסודו, הוא אדם חיובי ונורמטיבי, ולכן אין מקום בנסיבות אלה להטיל עליו עונש מאסר נוסף לאותם שלושה חודשים וחצי שבהם כבר היה במעצר בכלא ניצן.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,
"הבאתי בחשבון גם את דבריו של הנאשם וחרטתו, ואכן נחה דעתי כי יפיק את הלקחים מאותו מקרה, ויש תקווה לאמונה כי לא יחזור יותר לכלא.",,,,,,,['לא'],,,,,,,,,,,,,,
"בגין כל העבירות בהן הורשע הנאשם (נשיאת נשק ושתי עבירות הסם לצריכה עצמית) – מאסר של שישה חודשים בעבודות שירות, כאשר ביצוע עבודות השירות יתחיל ביום 12.11.08.",,['הנאשם קיבל 6 חודשי מאסר בעבודות שירות'],[],[],,,,,,,,,,,,,,,,,
"לא ינוכו ימי המעצר מתקופת מאסר זה של שישה חודשים, שכן התחשבתי במעצר כמוסבר לעיל.",,"['הנאשם קיבל מאסר של שישה חודשים, לא על תנאי']",[],[],,,,,,,,,,,,,,,,,
"אם יבצע הנאשם בתוך 3 שנים מהיום עבירה הקשורה בנשק, ירצה עונש מאסר של שנה.",,[],['הנאשם קיבל 36 חודשי מאסר על תנאי'],[],,,,,,,,,,,,,,,,,
"אם יבצע הנאשם בתוך 3 שנים מהיום עבירה הקשורה לסמים, ירצה עונש מאסר של שמונה חודשים.",,[],['הנאשם קיבל 8 חודשי מאסר על תנאי'],[],,,,,,,,,,,,,,,,,
