verdict,text,reject,CONFESSION,CIR_TYPE_WEP,CIR_HELD_WAY_WEP,CIR_AMMU_AMOUNT_WEP,CIR_PURPOSE,GENERAL_CIRCUM,CIR_STATUS_WEP,REGRET,PUNISHMENT,CIR_PLANNING,RESPO,CIR_OBTAIN_WAY_WEP,CIR_USE
ME-13-04-35007-454_tagged,"באשר לטענת המאשימה ולפיה, הנאשם הינו מסוכן לציבור, טען ב""כ הנאשם, כי במהלך שהיית הנאשם בתנאים מגבילים, הוא יצא מספר פעמים לטיפולים רפואיים וחזר הביתה ולא נרשמה לחובתו כל הפרה.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,כן הפנה לתיקון המהותי שנעשה בכתב האישום הנובע מקושי ראייתי.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"כך הדגיש, כי ניהול ההליך נמשך זמן רב וכי יש בכך כדי להוות עבור הנאשם גורם מרתיע ומחדד גבולות, כפי העולה מתסקיר שירות המבחן.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"ב""כ הנאשם הגיש והפנה לפסיקה רלוונטית ולרמת הענישה שהושתה במסגרתה.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"בנסיבות אלו, עתר ב""כ הנאשם, כי בית המשפט יימנע מלחייב את הנאשם בתשלום קנס ותחת זאת יחייבו בחתימה על התחייבות כספית.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"הנאשם ציין עוד, כי הוא מעוניין לבנות בית ולשקם את חייו",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"במסגרת התסקיר, הובאו נתונים אודות משפחת המוצא של הנאשם.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"לדבריו, בעת האירוע, היה תחת השפעת אלכוהול וכי בעקבות ריב וסכסוך קודם עם בני חמולה אחרת בכפר, התרחשו קטטות בין הצעירים  משתי החמולות, כאשר במהלך אחת מהן, הוא הותקף באורח קשה.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"בשיחות הנאשם עם שירות המבחן, הוא ענה על שאלות שירות המבחן באופן קונקרטי, ללא נכונות להתבוננות עצמית, בעיקר כאשר נדרשה התייחסותו לאורחות חייו ולמערכות יחסיו במשפחה.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"הנאשם שיתף את שירות המבחן, כי הוא התנסה בסמים  מסוג חשיש, אך הפסיק בכוחות עצמו.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"הנאשם שייך גם את מעורבותו בעבירות דנן וגם את אורח החיים שניהל לגילו הצעיר, לנטייתו לחפש אחר חופש, שייכות בקרב קבוצת השווים וחוסר התחשבות בגבולות.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"הנאשם הכיר בנטייתו לאימפולסיביות ולעצבנות, אולם ייחס זאת לקשיי ראייה וסירובו להרכיב משקפיים.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"הנאשם הדגיש עוד, כי הוא מעוניין לסיים את ההליך המשפטי מהר ככל האפשר וכי מבחינתו, הוא כבר קיבל את העונש הראוי.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"שירות המבחן התרשם עוד, כי הנאשם רואה בהתנסויות פורצות גבול וחוק כ""חוויות והתנסויות"" שדרכן, הוא למד על עצמו והפיק לקחים חשובים.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"במקביל, הנאשם התנגד לראות באפיק הטיפולי הזדמנות נוספת ושונה שדרכה הוא עשוי ללמוד על עצמו בצורה בריאה ובטוחה יותר.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"בשיחה האחרונה עם שירות המבחן, הנאשם הביע אכזבה בשל חוסר יכולתו לבטא עצמו כראוי בשיחה הראשונה שקיים עמו שירות המבחן.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"בהתייחסותו לעבירות דנן, הנאשם חזר על גרסתו הקודמת וציין, כי באותה תקופה שרר ריב קשה בין שתי חמולות בכפר וכי במועד האירוע, הוא היה נתון תחת השפעת אלכוהול וכי אינו זוכר כיצד הגיע הנשק לידיו.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"בשיחה נוספת עם שירות המבחן, הנאשם הביע חשש מפני תוצאות ההליך המשפטי ומהאפשרות של ריצוי עונש מאסר, ענישה אשר הוא רואה בה הרס לעתידו ולעתיד משפחת מוצאו.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"הנאשם הוסיף עוד, כי הוא מצליח כיום להתחבר לאפשרות, כי הליך טיפולי עשוי לסייע לו במיתון נטייתו לתגובות אימפולסיביות, בהקניית כישורים ודרכי התמודדות יעילות עם מצבי מצוקה ושליטה בכעסים.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"שירות המבחן ציין, כי הוא ספקן באשר ליעילות מוטיבציה חיצונית זו לאורך זמן בהשגת השינוי ההתנהגותי הרצוי, אולם על מנת לבדוק הלכה למעשה את הצהרות הנאשם באשר ליכולתו להשתתף בהליך טיפולי ויכולתו לקבל אחריות אישית לאורח החיים שניהל, בא שירות המבחן בהמלצה לדחות את הדיון בעניינו של הנאשם לתקופה של 4 חודשים.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"שירות המבחן התרשם, כי בשלב זה עסקינן במי המתקשה לגעת בעולמו הרגשי, נוטה להגיב באופן אוטומטי, אימפולסיבי וזאת, בטרם ישקול את צעדיו.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"שירות המבחן מעריך, כי התנהלותו זו של הנאשם במרחב הקבוצתי, מותאמת לשלב ההסתגלות לטיפול, לכישוריו ולגילו הכרונולוגי.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"חרף הקשיים שתוארו, ניכר, כי הנאשם מעוניין לתפוס מקום בתוך הקבוצה ובין חבריה, ומתאמץ להוות חלק פעיל בתוכה.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"לאור התרשמות שירות המבחן, כי הנאשם מנצל את ההזדמנות שניתנה לו, מקפיד להגיע למפגשים במועד ועל פי יכולתו להפיק מהם תועלת, סבור שירות המבחן, כי יש מקום לאפשר את המשך ההליך הטיפולי וכי במהלך הקשר הטיפולי, מניעיו החיצוניים של הנאשם לשיתוף פעולה, יהפכו לנזקקות אמיתית מתוך רצון לשינוי אורח חייו.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"זאת ועוד, לאור התרשמות שירות המבחן, כי הנאשם זקוק לענישה מוחשית לשם הכרה בחומרת מעשיו, בא שירות המבחן בהמלצה, כי יושת על הנאשם עונש מאסר אשר ירוצה על דרך עבודות שירות, מאסר מותנה משמעותי ולתקופה ממושכת וחיובו בתשלום קנס ובחתימה על התחייבות כספית הולמת.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"לצורך קביעת העונש הראוי לנאשם, בית המשפט נדרש לבחינת הנסיבות אשר אינן קשורות בביצוע העבירות ובכלל זה נתוני העושה ונסיבותיו האישיות.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"בנסיבות אלו, הרי שבאנו לקבוע, כי המעשים מהווים אירוע אחד בזיקה לדרישת הפסיקה בהקשר זה.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"בית המשפט העליון הבהיר עוד בפסיקתו האחרונה, במספר הזדמנויות, כי הגיעה העת להחמיר בעבירות הנשק.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"בנסיבות אלו, הרי שהערכים החברתיים המוגנים שנפגעו מביצוע העבירות שביצע הנאשם הם ביטחון המדינה, שלום וביטחון הציבור והסדר הציבורי.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"בסקירת מדיניות הענישה הנהוגה, נתייחס ונביא פסקי דין רלוונטיים המתייחסים לשתי העבירות שביצע הנאשם, בזיקה לשוני העונשי באשר לשתי עבירות אלו, בהתאם לענישה הנוהגת.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"באשר לנזק שנגרם מביצוע העבירות, ראוי להדגיש, כי עבירות הנשק בכלל טומנות בחובן פוטנציאל למסוכנות מוחשית וממשית לשלום הציבור ולביטחונו.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME-13-04-35007-454_tagged,"בנסיבות אלו, בזיקה לערכים החברתיים המוגנים שנפגעו מביצוע העבירות ומידת הפגיעה בהם, מדיניות הענישה הנהוגה והנסיבות הקשורות בביצוע העבירות, אני סבורה, כי מתחם העונש ההולם נע במקרה דנן בין 7 חודשי מאסר בפועל, לבין 30 חודשי מאסר בפועל, בצירוף עונשים נלווים.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
