text,reject,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,PUNISHMENT
"פרשת אבו מוסא: בתחילת החודש, ניתן פסק דין בערעור על חומרת העונש, בענינו של נאשם, שנתפס מחזיק נשק מסוג תת מקלע מאולתר, כשכתב האישום תוקן, כך שהוסכם, שהנשק הוחזק על ידו לתקופה קצרה ביותר, בת 10 ימים בלבד – והושת עליו עונש מאסר בפועל בן 18 חדשים.",,['18 חודשים'],[],[],,,,,['תת מקלע מאולתר'],,,,,,,,,[],,,
"באבחנה מפרשת אבו מוסא דלעיל– במקרה דנן, המדובר בהחזקת נשק תקני ואף תחמושת מתאימה, בתוך מחסניות, מוכנה לשימוש וכן בנאשם בעל הרשעה קודמת, במאטריה דומה (אחזקת נשק קר).",,,,,,,,,,,,,,,,,,,,,
"אשר לנסיבותיו האישיות של הנאשם: אמנם, הנאשם אינו צעיר ואין אינדיקציה על מעורבות עברינית או מעורבות שלילית אחרת (למעט הרשעתו הקודמת).",,,,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,
"מנגד, המדובר בנאשם, אשר, כפי שמסר בדבריו לקצינת המבחן, מוכר כאדם מכובד וכ""שֵיך"" וככזה – מהווה דמות, אליה נשואות עיני אחרים.",,,,,,,,,,,,,,,,,,,,,
"המדובר באדם מבוגר, בעל נסיון חיים, אשר – גם זאת לדבריו – פועל לפתרון סכסוכים בין פלגים שונים במגזר.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"ממרומי נסיונו – היה עליו להיות מודע לפוטנציאל הקטלני שבאחזקת נשק מסוג זה, ומדברו האחרון אף עולה בבירור, כי אכן הוא מודע לכך, ואף טען, כי מבכה על אבדן החיים בשל הסכסוכים האלימים התדירים, בהם מעורבים כלי נשק חם.",,,,,,,,,,,,,,,,,,,,,
"המדובר בנשק קטלני, התקפי, וכאמור, אף הוחזק עם תחמושת מוכנה לשימוש, מסודרת במחסניות.",,,,,,,,,,,,,,,,[],"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,
"הנשק והתחמושת אף הוחזקו (אם כי לא בכפיפה אחת) בבית מגורים, בו ישנם אחרים – נשים וילדים – בעלי נגישות אליו.",,,,,,,,,,,,,,,,,,,,,
"הוסף לאמור, בניגוד למקרה המתואר בפרשת אבו מוסא דלעיל, כאן – הוחזק הנשק – על פי עובדות כתב האישום המתוקן – לתקופה ארוכה מאוד, בת 17 שנים.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,
כך שהיה בידי הנאשם סיפק להפנים ולכלכל משמעות מעשיו ולהסגיר הנשק לרשויות החוק (כפי שלדבריו - עשה בנשק אחר שנותר מאותו הדוד – אותו בחר למסור למשטרה).,,,,,,,,,,,,,,,,,,,,,
"צא ולמד, כי ההחלטה להותיר נשק זה בידיו – היתה החלטה מודעת, בשום שכל, ומכאן גם – שעל הנאשם לשאת באחריות על החלטתו זו וליתן הדין עליה.",,,,,,,['לא'],,,,,,,,,,,,,,
"הנאשם, אשר – מדבריו בבית המשפט עולה – כי מודע היטב להיקף הבעיה ולעמקה – בחר להחזיק נשק קטלני, מוכן לשימוש – בד בבד עם היותו ""שֵיך"" העוסק בפתרון סכסוכים!",,,,,,,,,,,,,,,,,,,,,
"אשר לטענת ההגנה, לפיה הוחזק הנשק ללא שימוש זמן רב – לא הוצגו ראיות לסתור טענה זו, אך יֵאָמֵר, כי הנשק הוחזק בבית מגורים, נגיש, כשאינו מוטמן בסליק או במחבוא כלשהו; כמו כן, כעולה מכתב האישום המתוקן, נתפס הנשק בעקבות פעילות יזומה, אשר, כדברי התביעה, נערכה בעקבות מידע מודיעיני קונקרטי.",,,,,,,,,,,,,"['בבית', 'סמוך לבית']",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,
"אין המדובר בנשק, שנתפס במקרה, והדבר מלמד על כך, שדבר קיומו של הנשק נחשף בסמוך לתפיסתו (כלומר, הנשק לא היה טמון ודבר קיומו לא נשכח).",,,,,,,,,,,,,,,,,,,,,
"ההיפך הוא הנכון – המדובר במי שחי ברווחה יחסית; נשוי, או היה נשוי, לשלוש נשים שונות; מחזיק במיניבוס; מפרנס מספר בתי אב של משפחתו הן בארץ וכן בירדן ולדבריו בעצמו – משמש כדמות מכובדת ומנהיגותית.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"בהיעדר בעיה כלשהי ממנה סובל הנאשם – הטעונה טיפול – ומשלא התרשם שירות המבחן למבוגרים, מנזקקות טיפולית ולא הציג תכנית טיפולית - אין גם מקום לסטיה ממתחם הענישה מטעמי שיקום, כפי עתירת ההגנה.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"לכל אלה יש להוסיף – כי הנאשם הורשע, בעבר, בעבירה דומה, שענינה אחזקת כלי נשק – אמנם, נשק קר - אך כלי נשק.",,,,,,,,,,,,,,,,,,,,,
"מכלול הנתונים שהוצגו, לרבות העובדה, כי הנאשם נתפס, זמן לא רב לפני הסתבכותו בעבירה דנן, מחזיק נשק קר, נשפט, בין היתר, לעונש מאסר מותנה והדבר לא הרתיעו – מצביעים לכיוון ענישה, שאינה על הרף הנמוך של המתחם.",,,,,,,,,,,,,,,,,,,,,
"ברם, לנוכח נסיבותיו האישיות של הנאשם –ובעיקר -  גילו המבוגר; הפרטים שנמסרו בנוגע למצבו הבריאותי (על אף שלא בוססו בראיות) – וכן לנוכח הודאתו באשמה (אם גם לאחר שנמסרה, בתחילה, כפירה והתיק נקבע לשמיעת ראיות) – כמו גם, לאור התקופה בה שהה הנאשם בתנאים מגבילים (אם גם לא היתה הגבלה מלאה על תנועותיו במרבית הזמן) - לא ימצה בית המשפט עמו את הדין ועונשו יועמד על הצד הנמוך של המתחם.",,,,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,['כן'],,,,,,,,,,,,,,
"בנוסף, יושתו על הנאשם ענשי מאסר מותנה, הן בגין אחזקת נשק חם והן בגין אחזקת תחמושת או נשק שאינו נשק חם; וכן עיצום כספי מרתיע בדמות קנס, בין היתר לנוכח כך, שהנשק המדובר הוא נשק תקני, אוטומטי בעל שווי כספי לא מבוטל.",,,,,,,,,,,,,,,,,,,,,
"20 חדשי מאסר בפועל, בניכוי ימי מעצרו של הנאשם בתיק זה, על פי רישומי שב""ס;",,"['הנאשם קיבל 20 חודשי מאסר בפועל, בניכוי ימי מעצרו']",[],[],,,,,,,,,,,,,,,,,
"12 חדשי מאסר על תנאי למשך 3 שנים מיום שחרורו של הנאשם ממאסרו, שהנאשם לא יעבור עבירה בניגוד לחוק העונשין, תשל""ז-1977, פרק ח' סימן א', למעט עבירה בניגוד לסעיף 144(א) סיפא לאותו חוק;",,[],['12 חודשי מאסר על תנאי'],[],,,,,,,,,,,,,,,,,
"6 חדשי מאסר על תנאי למשך 3 שנים מיום שחרורו של הנאשם ממאסרו, שהנאשם לא יעבור עבירה בניגוד לחוק העונשין, תשל""ז-1977, סעיף 144(א) סיפא או סעיף 186;",,[],['6 חודשי מאסר על תנאי'],[],,,,,,,,,,,,,,,,,
"קנס בסך 25,000 ₪ או 90 ימי מאסר תמורתו.",,[],[],"['25,000 ₪']",,,,,,,,,,,,,,,,,
