text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הוא אדם נעדר הרשעות קודמות, איש משפחה, אשר עורך מאמצים רבים להשיב חובות ולחזור ולפרנס את משפחתו בדרכים לגיטימיות.",,"['1 : לא', '2 : כן', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם הודה בעבירות ונטל עליהן אחריות, לא חזר לבצע עבירות וניכר כי ההליך הפלילי כמו גם מעצרו הקצר ושהייתו בתנאים מגבילים הרתיעו אותו.",,,,,,,,,,
"הוא השתלב בטיפול לשביעות רצון הגורמים המטפלים, בעל מוטיבציה ויכולת להתבונן פנימה, להפיק לקחים ולערוך שינוי בחייו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בנסיבות אלה הוא הוכיח שהשתקם ולמצער כי קיים סיכוי של ממש שישתקם, כדרישת המחוקק.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"מאסר מותנה למשך 6 חודשים, והתנאי הוא כי הנאשם לא יעבור עבירה על פקודת הסמים מסוג פשע למשך 3 שנים.",,,,,,,,[],['6 חודשים'],[]
"מאסר מותנה למשך 3 חודשים, והתנאי הוא כי הנאשם לא יעבור עבירה שכרוכה בפגיעה ברכוש או עבירה של החזקת סכין, למשך 3 שנים.",,,,,,,,[],['3 חודשים'],[]
"הנאשם ישלם קנס בסך 2,000 ₪, או 20 ימי מאסר תמורתו.",,,,,,,,[],[],"['2,000 ₪']"
"הקנס ישתלם ב- 10 תשלומים חודשיים, שווים ורצופים, החל ביום 1.4.24 ובכל אחד בחודש שלאחריו.",,,,,,,,,,
"הנאשם יבצע של""צ בהיקף 350 שעות לפי התוכנית שיגבש שירות המבחן בתוך 30 ימים.",,,,,,,,,,
"פסילה על תנאי למשך 6 חודשים, והתנאי הוא כי הנאשם לא יעבור עבירות נהיגה ללא רישיון, נהיגה בזמן פסילה, או עבירה בה הורשע, למשך שנתיים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,[],[],[]
בהסכמת הנאשם אני מורה על חילוט הכספים שנתפסו בסך 970 ₪ וזאת ללא צורך להידרש לשאלת הכרזתו כסוחר סמים.,,,,,,,,,,
