text,reject,PUNISHMENT,GENERAL_CIRCUM,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
בעל הבית (הנאשם) התלווה אליו והסתכל על החיפוש.,,,,,,,,,,,,,,,,,,,,,
"במהלך הסריקה הכלב החל להראות לו סימנים שיש משהו חשוד בבית, והוא הבין כי יש אמל""ח או חומר נפץ.",,,,,,,,,,,,,,,,,,,,,
"בשלב זה, הנאשם ניגש לאחד הבלשים ואמר לו כי יש במקום אקדח.",,,,,,['אקדח'],,,,,,,[],[],[],,,,,,
הבלש ערך חיפוש במקום עליו הצביע הנאשם ומצא את האקדח.,,,,,,['אקדח'],,,,,,,[],,[],,,,,,
"השוטר אופק הוסיף כי הוא הבחין שהכלב עדיין אינו נינוח והוא שאל את הנאשם אם יש דבר נוסף בחדר, והנאשם הפנה אותו לכספת, בה נמצאה התחמושת.",,,,,,,,,,,,,,,,,,,,,
בחקירתו הנגדית ציין השוטר אופק כי הוא לא ספר את הכדורים ולא בדק את האקדח.,,,,,,['המידע שניתן הוא שהשוטר אופק ציין שהוא לא ספר את הכדורים ולא בדק את האקדח זה מצביע על כך שהנשק המדובר הוא אקדח'],,,,,,,[],[],[],,,,,,
הוא ציין כי נוכח הירי שנשמע כשהם היו בבית היה בלאגן גדול שכן הם חשבו שיורים עליהם.,,,,,,,,,,,,,,,,,,,,,
"עוד בחקירתו הוא נתבקש להתייחס לכך שבדו""ח הפעולה הוא רשם כי הכלב סימן את מיקום הנשק בניגוד לדבריו בבית המשפט כי הנאשם הצביע על המיקום מיוזמתו.",,,,,,,,,,,,,,,,,,,,,
"הוא השיב כי מאחר וחוש הריח של הכלב הוא פי 40 משל אדם, כבר בכניסה לחדר הוא הבין שיש משהו בחדר לפי תנועות הזנב והאוזניים של הכלב וקצב הנשימות שלו.",,,,,,,,,,,,,,,,,,,,,
"לאחר תפישת האקדח, הכלב סימן את אזור הכספת והנאשם ניגש לכספת והוציא משם את הכדורים.",,,,,,['אקדח'],,,,[],,,[],"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",[],,,,,,
"הוגש גם דו""ח פעולה של שוטר המכונה 244 (ת/10) אשר היה חלק מהכוח שהגיע לבית הנאשם לעריכת החיפוש.",,,,,,,,,,,,,,,,,,,,,
בחלוף מספר דקות כשהדלת לא נפתחה הם פרצו אותה ומצאו את הנאשם ישן במיטתו לצד אשתו.,,,,,,,,,,,,,,,,,,,,,
"בחיפוש שנערך בבית נמצא אקדח STYER 9 מ""מ עם מחסנית בתוכו, מחסנית נוספת ריקה ותחמושת רבה של כדורי 9 מ""מ.",,,,,,['אקדח'],,,,['בבית'],,,['ניסיון לירי'],"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
כן צוין כי במקביל לחיפוש בבית התפתחו הפרות סדר מחוץ לבית במהלכן היה ניסיון לפיגוע דריסה כנגד כוח שוטרים.,,,,,,,,,,,,,[],,[],,,,,,
הנהג המפגע וגבר נוסף שהיה לידו נורו ונוטרלו.,,,,,,,,,,,,,,,,,,,,,
"השוטר משה הרשקו (להלן: ""השוטר משה"") סיפר בחקירתו הראשית כי ביום האירוע הוא נתבקש להגיע לבסיס מצודת אדומים לתדריך לפני ביצוע פעילות חיפוש במחנה.",,,,,,,,,,,,,,,,,,,,,
"הצוות שלו חולק לשתי קבוצות, האחת שתרה אחר אמל""ח והשנייה שתרה אחר אופנועים גנובים.",,,,,,,,,,,,,,,,,,,,,
הוא עצמו היה בצוות שתר אחר אופנועים אך הוא שמע ברשת הקשר שנתפס אקדח ותחמושת ודיווח על ניסיון דריסה.,,,,,,['אקדח'],,,,,,,[],[],[],,,,,,
"בדו""ח הפעולה שערך השוטר משה (נ/2) הוא ציין כי במהלך החיפוש שביצעו השוטרים שחיפשו אחר אמל""ח נתפס אקדח מסוג גלוק ותחמושת.",,,,,,['אקדח'],,,,,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",[],,,,,,
"השוטר נדב קוממי סיפר שקיבל מהחוקר מעטפה שהכילה אקדח וכדורים, הוא הוציא את תכולת המעטפה והכניס לשלוש שקיות משטרתיות מאובטחות על מנת לשולחן למעבדה, בנוסף, צילם את האקדח, הכדורים והמחסניות (ת/18), וספר 201 כדורים (כולל 11 כדורים שהיו במחסנית).",,,,,,['אקדח'],,,,[],,,,"['נשק מופרד מתחמושת', 'נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
הוא קרא לחוקר בשם אלי כדי שיספור את הכדורים וגם הוא הגיע בספירתו ל-201 כדורים.,,,,,,,,,,,,,,,,,,,,,
השוטרת טל מורדוב סיפרה בעדותה כי קיבלה מוצגים מהחוקר נדב והעבירה אותם למטה הארצי לידי השוטרת סימה אברהמי (ת/1).,,,,,,,,,,,,,,,,,,,,,
"במזכר שערכה (ת/12) כתבה כי בנוסף לאקדח שהיה בתוך שקית משטרתית, העבירה שקית נוספת עם שתי מחסניות וכ-200 כדורים 9 מ""מ.",,,,,,['אקדח'],,,,[],,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
"בנוסף, הוגשה חוות דעת ממעבדת הנשק של מז""פ (ת/2) ממנה עלה כי בשקיות היו אקדח חצי אוטומטי מסוג STYER קליבר 9 מ""מ, שתי מחסניות ריקות המתאימות לאקדח האמור, 50 כדורים בקליבר 9 מ""מ, 20 כדורים דומים, ו-130 כדורים מתוכם 31 כדורים עם סימן נקירה, וכדור נוסף בקליבר 9 מ""מ קצר.",,,,,,['אקדח'],,,,,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
עוד עלה מחוות הדעת כי האקדח נבדק בירי ונמצא שהוא פועל ובכוחו להמית אדם.,,,,,,,,,,,,,,,,,,,,,
כן הוגשה תעודת קצין משטרה בדבר היות האקדח נשק כהגדרתו בסעיף 144 לחוק (ת/3).,,,,,,,,,,,,,,,,,,,,,
השוטר האני הנו סיפר בעדותו כי חקר את הנאשם וגבה הודעה מאשתו ומאחיו.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
הוא סיפר כי חקר את הנאשם בערבית והקליד את דבריו בעברית.,,,,,,,,,,,,,,,,,,,,,
בחקירתו של הנאשם (ת/15) הוא סיפר כי אחד החיילים שנכנס לביתו שאל אותו אם הוא מחזיק בנשק והוא השיב לו בחיוב והוציא להם את האקדח שהיה מונח אצלו בארון.,,,,,,['אקדח'],,,,['בבית'],,,[],['נשק עם מחסנית בהכנס'],"['מאחר', 'מצא']",,,,,,
הוא אמר להם שיש ברשותו גם תחמושת לאקדח וגם אותם הוא מסר לחיילים.,,,,,,['אקדח'],,,,,,,[],"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",[],,,,,,
החוקר הציג בפניו מעטפה משטרתית ובה אקדח ושקית עם תחמושת והנאשם אישר כי האקדח והמחסניות הם אלו שנתפסו אצלו.,,,,,,['אקדח'],,,,[],,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",['מאחר'],,,,,,
הוא הוסיף וסיפר כי מצא את האקדח 4 ימים קודם לכן בחניית ביתו.,,,,,,['אקדח'],,,,,,,[],[],['מצא'],,,,,,
"להשלמת התמונה יצוין כי הוגשה גם הודעתו של מר משה ואקנין בעליו של האקדח שהחזקתו יוחסה לנאשם (ת/4) וכן הודעתו של מר עבד אלוהאב טאהה, אחיו של הנאשם, שנמסרה במשטרה ביום 06.09.16 (ת/14).",,,,,,,,,,,,,,,[],,,,,,
"אל מול עדויות המאשימה, הנאשם בחר שלא להעיד בעצמו ולא להביא עדים אחרים מטעמו.",,,,,,,,,,,,,,,,,,,,,
"למעשה אפוא, ניתן לקבוע באופן ברור וחד משמעי כי בביתו של הנאשם נמצא אקדח מסוג STYER קליבר 9 מ""מ וכן נתפסו מחסניות ותחמושת כמפורט בכתב האישום.",,,,,,['אקדח'],,,,,,,,,['מאחר'],,,,,,
עדותו של השוטר מתן אשר העיד כי תפס אקדח ובו מחסנית שהיה מונח מתחת לחולצות בארון בבית הנאשם ולאחר מכן נתפסו לצד האקדח כדורים ומחסניות; ועדותו של השוטר אופק שהעיד על כך שהנאשם ציין בפני אחד הבלשים כי יש במקום אקדח לאחר שהכלב סימן על הימצאות דבר חשוד במקום - לא נסתרו והן מהימנות עלי.,,,,,,['אקדח'],,,,"['בבית', 'מוסלק - מוסתר', 'סמוך לבית']",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
"הסברו של השוטר מתן כי אליו הנאשם לא פנה וכי אין הוא יודע אם הנאשם פנה לאחד הלוחמים האחרים, מקובלת עלי גם היא, ואיני רואה אפוא, סתירה בין העדויות של השוטר מתן ושל השוטר אופק.",,,,,,,,,,,,,,,,,,,,,
"גם דו""ח פעולה של השוטר המכונה 244 שהוגש בהסכמה מלמד על מציאת אקדח STYER  9 מ""מ.",,,,,,['אקדח'],,,,,,,,,[],,,,,,
מחסניות ותחמושת בבית הנאשם.,,,,,,,,,,,,,,,,,,,,,
"לצד זאת, גם הנאשם הודה בחקירתו במשטרה כי בביתו היה נשק והוא אף אישר כי הנשק שהוצג לו בחקירתו הוא הנשק שנתפס בביתו, וכפי שיפורט להלן לא נמצא כל פגם ופסול בחקירתו של הנאשם שיש בה כדי לפסול את הודאתו.",,,,['לא'],,,,,,"['בבית', 'סמוך לבית']",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
מה גם שהוא עצמו לא העיד כי האמור בהודעה אינו נכון.,,,,['לא'],,,,,,,,,,,,,,,,,
"אכן, ב""כ הנאשם העלה טענות כי הנשק שנתפס הוא לא הנשק שהוצג לנאשם, כשהוא מצביע בעניין זה הן על דו""ח הפעולה של השוטר משה (נ/2) שציין כי במהלך החיפוש שביצעו השוטרים שחיפשו אחר אמל""ח נתפס אקדח מסוג גלוק ותחמושת ולא אקדח מסוג STYER כפי שיוחס לנאשם בכתב האישום.",,,,,,['אקדח'],,,,,,,,,[],,,,,,
"הוא גם הצביע על הבעייתיות בשרשרת העברת האקדח, נוכח עדותו של השוטר מתן ממנה עלה כי הקשר בינו ובין האקדח נותק בין השעות 02:05 ו-04:00, כשבמשך זמן זה האקדח היה בתיק של בלש שזהותו אינה ידועה.",,,,,,['אקדח'],,,,,,,,['נשק עם מחסנית בהכנס'],,,,,,,
"ב""כ הנאשם הוסיף כי לוּ הוחתם הנאשם על דו""ח החיפוש, ניתן היה לאמת את הטענה כי הנשק שנתפס הוא הנשק שהוצג לנאשם בתחנת המשטרה, ואולם למחדלי המשטרה מתווספת גם העובדה שהנאשם לא הוחתם על צו החיפוש כנדרש.",,,,,,,,,,[],,,,,,,,,,,
"הקושי בייחוס האקדח לנאשם מתעצם, לדבריו, מכך שדו""ח החיפוש נערך ונחתם ככל הנראה בתחנת המשטרה ולא בבית הנאשם, כפי שניתן להסיק מכך שהוא מכיל פרטים שלא היו ידועים לשוטרים בהיותם בבית הנאשם.",,,,,,,,,,,,,,,,,,,,,
"באשר להודאתו של הנאשם כי הנשק שהוצג לו בחקירה, הוא הנשק שצוין בכתב האישום, הוא הנשק שנתפס בביתו, טען ב""כ הנאשם כי לפי גרסת הנאשם הוא מצא את האקדח ימים ספורים לפני החיפוש בביתו, ובנסיבות אלו אין די בהצבעת הנאשם על האקדח וזיהויו על ידו, שכן ייתכן והוא לא הכיר אותו מספיק.",,,,['לא'],,['אקדח'],,,,['בבית'],,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",[],,,,,,
"דא עקא, שאיני סבור שיש בדו""ח הפעולה של השוטר משה (נ/2) כדי לסתור את עדויות השוטרים כי בחיפוש בבית הנאשם הם מצאו אקדח מסוג STYER, וודאי לא את הודאת הנאשם כי האקדח שהוצג בפניו, מסוג STYER, הוא זה שנתפס בביתו ולא אקדח מסוג גלוק.",,,,,,"['הנשק המדובר הוא אקדח מסוג STYER, כפי שמצוין בהודאת הנאשם ובדו""ח הפעולה של השוטר משה (נ/2']",,,,['בבית'],,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",[],,,,,,
"לא זו בלבד שעדותו של השוטר משה היא עדות מפי השמועה, שעה שהוא עצמו לא רק שלא נכח במקום אלא שהוא אף לא היה חלק מאותו הכוח שביצע את החיפוש בבית הנאשם ואחר אמל""ח בכלל; אלא שגם לא התברר מי הוא אותו דובר ברשת הקשר שציין מציאת אקדח מסוג גלוק, מה היה טיב בקיאותו של אותו דובר באשר לפעילות בבית הנאשם ובכלל, האם הוא נכח במקום, ומה היו מקורות המידע של אותו דובר.",,,,,,['אקדח סוג הנשק המוזכר בעדות הוא אקדח מסוג גלוק'],,,,,,,,,,,,,,,
דברים אלו שנרשמו על ידי השוטר משה אין בהם ולוּ כדי לעורר ספק כלשהו בקביעה כי האקדח שנתפס בבית הנאשם היה אקדח מסוג STYER.,,,,,,"['הנשק המוזכר בחומר הטקסט הוא ""אקדח מסוג STYER"", ולכן התשובה היא אקדח']",,,,['בבית'],,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
"צודקת ב""כ המאשימה כי הטענות שהנשק שהוצג לנאשם הוא לא הנשק שנתפס בביתו, נשמעו לראשונה מפי ב""כ הנאשם בסיכומיו, שעה שאף הנאשם עצמו לא ביקש לחזור בו מהודאתו במשטרה ולא טען כי מדובר בטעות או בחוסר וודאות שמדובר באותו נשק שנתפס בביתו.",,,,['לא'],,,,,,[],,,,,,,,,,,
"הנאשם בחר שלא להעיד בבית המשפט, ובנסיבות אלו, אין יסוד לסברות שהעלה ב""כ הנאשם בעניין זה, לא כי נוכח הבלגאן שהיה באותו לילה במחנה, השוטרים הביאו לתחנה אקדח ותחמושת שנתפסו במקום אחר ולא בבית הנאשם, ולא באשר לחוסר היכולת של הנאשם לזהות את האקדח.",,,,,,['אקדח'],,,,[],,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
"מה גם, שטענת הנאשם כי מצא את האקדח רק ימים ספורים קודם לכן, לא זכתה לאישוש כלשהו, כשלמעשה האקדח נגנב מבעליו קרוב לארבע שנים עובר לתפיסתו בבית הנאשם (ת/4 ות/5).",,,,,,,,,,,,,,,[],,,,,,
"לצד האמור, רוב טענות ב""כ הנאשם התמקדו באי חוקיות החיפוש באופן, שלטענתו, יש באי חוקיות זו להביא לא רק לפסילת הראייה של תפיסת האקדח אלא אף את כל מה שנגזר מכך, כהודאת הנאשם בהחזקה.",,,,,,,,,,,,,,,,,,,,,
"ב""כ הנאשם הוסיף כי גם אם בית המשפט ייקבע כי מדובר בצו תקף, משלא הוכח כי החיפוש נערך במקום עליו הצביע רכז, ולמעשה לא הוברר כלל כיצד ידעו הכוחות להגיע לבית הנאשם לביצוע החיפוש, הרי שלא הוכח שביצוע החיפוש נעשה לפי הוראות הצו ועל כן החיפוש פסול.",,,,,,,,,,,,,,,,,,,,,
"עוד נטען לגבי אי חוקיות ביצוע החיפוש, כי על אף שבצו נקבע במפורש כי החיפוש ייעשה בפני שני עדים, בפועל החיפוש נעשה ללא עדים וגם מטעם זה יש לפסול את המוצגים שנתפסו במסגרתו.",,,,,,,,,,,,,,,,,,,,,
"נוכח האמור גם איני מוצא פגם בעובדה שלא נחשפה זהותו של הרכז שהכווין את הכוחות לבית הנאשם, ולא בכך שהשוטרים שהעידו לא ידעו לציין כיצד הגיעו אל הבית.",,,,,,,,,,,,,,,,,,,,,
ובאשר לביצוע החיפוש ללא נוכחות עדים.,,,,,,,,,,,,,,,,,,,,,
"ברם, השוטר מתן גם ציין בדו""ח החיפוש (ת/8) את ""מקום הבית"" כסיבה לאי המתנה לעדים, ובעדותו הסביר כי החליט שלא לאפשר זימון עדים לחיפוש, מפני שלא ידע אילו עדים הנאשם יזמן ובשל הזמן הקצר שעמד לרשותו.",,,,,,,,,,,,,,,,,,,,,
הוא סיפר על ההכנות לכניסה למחנה והתיאום שהדבר מצריך בין הכוחות השונים.,,,,,,,,,,,,,,,,,,,,,
"אכן הוא גם הזכיר בעדותו ובדו""ח החיפוש את עניין היריות ופיגוע הדריסה כסיבה לחיפוש שלא בפני עדים, אך בנסיבות העניין ברי כי התייחסותו של השוטר מתן הייתה לאירוע כולו, ואין בה לפגוע במהימנות עדותו כי לא התעלם מהצורך בשני עדים, והוא הכריע שלא לאפשר מתוך שיקול דעת מחמת הסיכון שהיה נשקף מכך.",,,,,,,,,,,,,,,,,,,,,
"הדבר גם נלמד מכך, - מה גם, שהוא הציע לנאשם להעמיד עדים מהנוכחים בבית, ולפחות עדה אחת הייתה בנמצא והנאשם סרב לכך שתהא נוכחת.",,,,,,,,,,,,,,,,,,,,,
הוא אפשר לנאשם שאשתו שהייתה בבית תהא עדה אך הנאשם סרב לכך.,,,,,,,,,,,,,,,,,,,,,
"לא ניתן לומר כי השוטר טעה בשיקול דעתו, אך גם אם הייתי סבור כי היה על השוטרים לפעול לאיתור עדים שניתן להביאם, כדוגמת אחיו ובני משפחה הגרים באותו בניין, כטענת ב""כ הנאשם (על אף שלא הובא כל ראייה שכך הם פני הדברים), לא היה בכך כדי להעמיד את הפגם שבחיפוש בחומרה גבוהה ולראות בכך הפרה בוטה המצדיקה פסילת הראיה בשל האינטרס הציבורי הנועד לכוון את התנהגות גורמי האכיפה.",,,,['לא'],,,,,,,,,,,,,,,,,
"בסיכומו של דבר, איני סבור כי יש יסוד לטענה כי יש לפסול את פירות החיפוש – הנשק שנתפס והתחמושת, שהנאשם הודה בחקירתו במשטרה שהם שייכים לו.",,,,['לא'],,,,,,,,,,,,,,,,,
"כאמור, לצד עדויות השוטרים מתן ואופק אשר היו עדים לתפישת הנשק והתחמושת בבית הנאשם, עומדת גם הודאתו המפורשת של הנאשם בחקירתו במשטרה כי האקדח והתחמושת שהוצגו בפניו, ומפורטים בכתב האישום, אכן נתפסו בביתו והיו בחזקתו.",,,,,,"['הנשק המוזכר בחומר הטקסט הוא אקדח הוא מתואר כ""אקדח והתחמושת שהוצגו בפניו, ומפורטים בכתב האי']",,,,"['בבית', 'סמוך לבית']",,,,,"['מאחר', 'גנב']",,,,,,
"איני סבור כי אין מקום לקבל את הודאתו של הנאשם באשר לזיהוי האקדח והתחמושת ככאלו שנמצאו בביתו, בשל העובדה כי הנאשם טען בחקירתו כי הוא מצא את האקדח ימים ספורים לפני החיפוש ובמקרה שכזה אין די בזיהוי בהצבעה.",,,,['לא'],,['אקדח'],,,,[],,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",[],,,,,,
"הנאשם שידע כי הוא מכיר את הנשק רק ימים ספורים, כך לפי טענתו, יכול היה להסתייג מהזיהוי ולטעון כי אינו בטוח בכך.",,,,,,,,,,,,,,,,,,,,,
גם בבית המשפט הוא לא טען זאת משבחר שלא להעיד.,,,,,,,,,,,,,,,,,,,,,
"מדובר אפוא, בסברה בעלמא שאפילו הנאשם לא טען לה, ואין מקום לשעות לה, בוודאי בשים לב לעדויות השוטרים אשר העידו כי זהו הנשק שתפסו בבית הנאשם.",,,,,,,,,,,,,,,,,,,,,
