text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ
"בין גורמי הסיכון, שקל שירות המבחן בחשבון את אופי העבירות וחומרתן, קשייו של הנאשם לווסת דחפיו, ההתרשמות מקיום קשרים שוליים, קשייו בהצבת גבולות פנימיים, חוסר שקול דעת מעמיק להשלכות מעשיו, העובדה כי לעתים פועל מתוך צורך ברצייה חברתית ונטייה לנגררות מצבי לחץ חברתי.",0.0024120952,0.9999945,0.999969,1.3309879e-05,0.00017609129,0.035733566,0.34468862
"בין גורמי הסיכוי, שקל שירות המבחן את קבלת האחריות של הנאשם על ביצוע העבירות תוך ביטוי צער וחרטה, גילוי הבנה להשלכות מעשיו וחומרתן, העובדה כי בעל תפיסת תפקיד מגובשת, יציבות במסגרות כגון עבודה, ההתרשמות מיכולות הנאשם לתפקד באופן תקין, קיומן של מערכות תמיכה, ביטויי רצון לשקם את מצבו, ההתרשמות מעמדות וערכים חברתיים מקובלים של הנאשם, וכן מרתיעתו מההליך המשפטי המתנהל כנגדו ושמירתו על התנאים המגבילים בהם נתון מזה כשנה וחצי.",0.0026438774,3.0591962e-06,6.907061e-06,1.3472639e-05,0.00019540677,0.027773287,0.33891797
"במכלול הדברים, העריך שירות המבחן כי הסיכון להישנות ביצוע העבירה פחת בעיתוי הנוכחי.",0.002359169,2.9984503e-06,0.9999695,9.514454e-06,0.00014044665,0.03420262,0.2051452
"לצד זאת, ועל מנת לגבש תמונה מלאה עתר שירות המבחן לדחייה, במהלכה יתבצעו לנאשם בדיקות שתן אקראיות.",0.0020532843,0.99999416,0.99996996,9.679255e-06,0.00013503114,0.038786564,0.16682102
תסקיר מבחן מיום 9.12.2021 (להלן: התסקיר השני),0.0015663385,3.023625e-06,0.9999695,8.885757e-06,0.000119196906,0.03086842,0.32236186
"שירות המבחן עדכן כי במהלך תקופת הדחייה, שיתף הנאשם בדאגותיו סביב הימשכות ההליך המשפטי, שינויים במצבו האישי כגון צמצום קשרים שוליים, בקרה על קשרים חדשים, מאמציו להתפתחות תעסוקתית, גילו מועדות מצדו לנטייתו לריצוי חברתי, ומודעותו לצורך בחינה יותר מעמיקה בעניינו.",0.0023028234,0.99999464,0.999969,1.2317635e-05,0.00017816815,0.03997177,0.20671432
עוד שיתף הנאשם כי ממוקד בשיקום אורח חייו וניהול אורח חיים תקין ונורמטיבי.,0.0020617505,0.99999464,6.8761187e-06,9.120448e-06,0.00012833586,0.04122192,0.1058259
"שירות המבחן התרשם מנאשם שגדל במשפחה מתפקדת, בעל יכולות וכוחות לתפקוד תקין במישורי חייו, מבטא שאיפות לקידום חייו ומבטא מוטיבציה לשקם מצבו.",0.0027150344,3.142043e-06,6.8689355e-06,1.0190852e-05,0.0001615971,0.041476745,0.27222535
"עוד להתרשמותם, הנאשם הסיק מסקנות על אודות התנהגותו עוברת החוק והחומרה שבה והצליח להעמיק במחירים ששילם.",0.0022450695,2.9460377e-06,0.99996984,9.997367e-06,0.00016115795,0.04414765,0.3247145
"בנוסף, במהלך תקופת הדחייה מסר הנאשם בדיקות שתן אקראיות שתוצאותיהן העידו על ניקיון מסמים, ולא נפתחו נגדו תיקי משטרה חדשים.",0.001961897,0.99999464,6.923113e-06,9.606595e-06,0.00014720294,0.039265368,0.27624545
"נוכח האמור, שירות המבחן מסר כי הערכתו לכך שהסיכון להישנות ביצוע העבירות פחת – התחזקה.",0.002577771,2.9655216e-06,0.9999701,9.3610715e-06,0.00013770544,0.032408357,0.20085157
"משכך, לא בא שירות המבחן בהמלצה על העמדתו של הנאשם בצו מבחן והמליץ על הטלת עונש של מאסר בעבודות שירות וזאת לאור חומרת העבירות.",0.012891534,3.0083636e-06,0.9999703,8.7538065e-06,0.00012550387,0.027609602,0.26294902
תסקיר מבחן מיום 16.6.2022 (להלן: התסקיר השלישי),0.0014774068,3.06267e-06,0.9999695,8.772334e-06,0.00011954237,0.0312449,0.32781583
בתקופת הדחייה התארס הנאשם והמשיך בעבודה בתחום המשלוחים.,0.0020837619,0.9999944,6.9101843e-06,9.82344e-06,0.00015635625,0.06300058,0.3289417
"לדבריו, רואה בקשר עם ארוסתו כמקור תמיכה.",0.0023738898,3.0521849e-06,0.99996877,1.0989555e-05,0.0001530531,0.13090278,0.448144
"שירות המבחן עדכן כי טרם עלה בידיו לשלב את הנאשם בקבוצה טיפולית נוכח רשימות המתנה ארוכות, אך ערך פגישות פרטניות עם הנאשם ומעקב טלפוני, בהן שיתף אודות מצבו האישי והמשפחתי, קשייו הכלכליים, גילה נכונות להשתלב בטיפול על מנת לבחון לעומק קשייו וביטא צורך בקבלת תמיכה והכוונה לשיקום חייו.",0.0027223132,2.9671398e-06,0.99996984,1.1245818e-05,0.00016506387,0.04186324,0.23496334
בתקופה זו לא נפתחו לנאשם תיקים חדשים במשטרה.,0.001909277,0.9999944,0.999969,9.363421e-06,0.00012679856,0.059331622,0.21340139
"לאור עמדתו החדשה של הנאשם באשר להליך טיפולי ושיקומי, המליץ שירות המבחן כן להעמידו בצו מבחן למשך שנה ולשלבו בטיפול מותאם לצרכיו, וחזר על המלצתו הראשונית להטלת עונש מאסר לריצוי בדרך של עבודות שירות.",0.058504608,0.99999416,7.1060963e-06,9.161824e-06,0.00013893587,0.02759072,0.2344454
תסקיר מבחן מיום 18.9.2022 (להלן: התסקיר הרביעי),0.0014562405,3.0594647e-06,0.9999695,8.830762e-06,0.00011879872,0.030650133,0.37169528
"שירות המבחן עדכן כי במהלך תקופת הדחייה שמר על קשר עם שירות המבחן ומסר כי הצליח להשתלב בעבודה חדשה, התחתן וממוקד ברצונו להביא ליציבות בחייו.",0.0027652516,0.9999938,6.914548e-06,1.08451195e-05,0.0001604794,0.048811495,0.16306621
"הנאשם שולב בקבוצת הכנה לטיפול, פגישה ראשונה התקיימה ביום 8.9.2022 ועד כתיבת התסקיר הרביעי התקיימו שני מפגשים בהם נכח הנאשם ושיתף פעולה באופן מלא.",0.0023274967,0.9999945,6.8402583e-06,9.096613e-06,0.00014546241,0.03316143,0.24345116
מגיליון רישום פלילי מעודכן עולה כי לנאשם לא נפתחו תיקים חדשים.,0.0019527513,0.9999945,0.9999664,9.368046e-06,0.00012713563,0.039396353,0.26193333
"לאור האמור, חזר שירות המבחן על המלצותיו האחרונות מהתסקיר השלישי, משמע ענישה שיקומית.",0.0023885318,2.9879654e-06,0.99996984,9.166996e-06,0.00012958943,0.038845506,0.1801066
תסקיר מבחן מיום 30.11.2022 (להלן: התסקיר החמישי),0.0014457866,3.0628803e-06,0.9999696,8.945495e-06,0.000120497876,0.02874594,0.33142686
"שירות המבחן עדכן כי הנאשם סיים בהצלחה השתלבותו בטיפול בקבוצת הכנה לטיפול, הגיע לרוב המפגשים שהתקיימו, גילה אחריות ועמד בדרישות ההליך הטיפולי.",0.0026284943,0.9999944,0.99997044,9.764113e-06,0.00013784731,0.04253866,0.13573316
"בהמשך שולב בקבוצה הטרוגנית אשר עוסקת בהגברת מודעות ויכולת הפרט לקיים תקשורת בינאישית ישירה ובונה, תוך הפחתת השימוש בתקשורת פוגענית כלפי הסביבה ועצמו, זיהוי והכרה בקשיים האישיים תוך התייחסות לתפיסות ודפוסים עבריינים ופיתוח דרכי התמודדות והבנייה של התנהגויות נורמטיביות ביחוד במצבי לחץ ומצוקה.",0.0021182226,3.097067e-06,6.8271916e-06,1.1901357e-05,0.00018371169,0.092164315,0.3513906
עד למועד כתיבת התסקיר התקיימו ארבעה מפגשים והנאשם הגיע לכולם והשתתף באופן מלא.,0.00228727,0.9999945,6.886317e-06,9.73295e-06,0.00014201185,0.040086396,0.21145333
"הנאשם שיתף את שירות המבחן אודות שיפור והתייצבות במצבו האישי והתעסוקתי כמו גם שביעות רצונו מהשתתפותו בטיפול הקבוצתי, והדגיש כי נעזר בתכנים בהתמודדותו בחיי היום יום, בייחוד סביב קשריו החברתיים.",0.0027095603,0.9999945,6.8275303e-06,1.0365863e-05,0.00016463445,0.04255635,0.12424975
שירות המבחן התרשם כי הנאשם מצוי בהליך עריכת שינוי באורח חייו ברבדים השונים.,0.002376018,0.9999945,6.899398e-06,9.30571e-06,0.00013480896,0.032544043,0.14420278
מגיליון רישום פלילי עדכני עלה כי לא נפתחו כנגד הנאשם תיקים חדשים בתקופת הדחייה.,0.0019423953,0.9999945,0.9999697,9.720965e-06,0.00013323085,0.036371313,0.39340186
נוכח כל האמור חזר שירות המבחן על המלצותיו.,0.002670409,3.0846898e-06,0.99996865,9.454668e-06,0.00012475373,0.05818698,0.19100913
תסקיר מבחן מיום 18.6.2023 (להלן: התסקיר השישי),0.0014509908,3.0479553e-06,0.99996936,9.012457e-06,0.00012020889,0.029945098,0.36547822
"במסגרת תקופת הדחייה המשיך הנאשם לשתף פעולה עם שירות המבחן כנדרש, הגיע באופן סדיר למפגשים הקבוצתיים ומצוי בשלב טיפולי מתקדם.",0.002242179,0.99999464,6.8473532e-06,9.853681e-06,0.0001429208,0.03838738,0.15473494
"שירות המבחן מסר כי ניכר שהנאשם מגלה מחויבות ומוטיבציה לשקם את מצבו ואת אורח חייו, והנאשם עצמו ציין שביעות רצונו מהשתתפותו בקבוצה הטיפולית.",0.002068032,0.9999944,6.8841236e-06,9.700167e-06,0.00014679307,0.038935576,0.1263245
"שירות המבחן התרשם מנאשם בוגר המגלה יכולת התבוננות עצמית, מחויבות לשקם מצבו, לומד ומסיק מסקנות על אודות התנהגותו עוברת חוק שמודע יותר למחירים של מעורבותו בעבירות.",0.0023468854,3.0433462e-06,0.9999689,1.1312021e-05,0.00018059277,0.041709032,0.21932283
בתקופת הדחייה לא נפתחו כנגדו תיקים חדשים במשטרה.,0.0019309812,3.21142e-06,0.9999683,9.837907e-06,0.00013365917,0.058008254,0.27100724
"בין גורמי הסיכון, שקל שירות המבחן את אופי העבירות המיוחסות לנאשם, וחומרתן ונטייתו להתנהגות אימפולסיבית בסיטואציות מורכבות וקשייו לווסת את דחפיו.",0.0022376538,3.040245e-06,0.9999695,1.00180105e-05,0.00015271781,0.032878414,0.258186
"בין גורמי הסיכוי לשיקום שקל שירות המבחן את לקיחת האחריות של הנאשם, תוך ביטוי צער וחרטה מצדו, יציבותו והתמדתו בתחום התעסוקה, ההערכה כי הוא בעל תפיסת תפקיד מגובשת, מודעותו להשלכות מעשיו, שיתוף פעולה חיובי בהליך הטיפול הקבוצתי, ההתרשמות של שירות המבחן מיכולת הנאשם להפיק תועלת ולמידת לקחים, יכולתו לבחון את התנהגותו עוברת חוק באופן ביקורתי, הערכת שירות המבחן כי ההליכים המשפטיים מהווים גורם מרתיע ומציב גבול והעובדה כי לא נפתחו כנגד הנאשם תיקים חדשים.",0.0023220244,0.9999945,6.907602e-06,1.3631813e-05,0.00018938938,0.03295019,0.24376705
"נוכח האמור, חזר שירות המבחן על המלצותיו.",0.0027799425,3.0576152e-06,0.99996865,9.437893e-06,0.00012436438,0.05665225,0.17037116
תסקיר מבחן מיום 28.2.2024 (להלן: התסקיר השביעי והאחרון),0.0014178056,3.0535007e-06,0.9999696,8.756194e-06,0.00012109315,0.032796636,0.38491836
הנאשם סיים השתתפותו בהצלחה בקבוצה הטיפולית ביום 19.2.2024 ובתקופת הדחייה לא נפתחו כנגדו תיקים חדשים.,0.0024163488,3.0744752e-06,6.8639197e-06,9.32232e-06,0.00015813738,0.032744177,0.24352792
שירות המבחן התרשם משינוי בתפיסותיו של הנאשם ומודעותו הגוברת לדפוסיו הבעייתיים.,0.00207103,0.9999943,0.9999691,9.180872e-06,0.00012895792,0.042856075,0.07341655
"משכך, שב שירות המבחן וחזר על המלצתו המקורית, משמע, להשית על הנאשם עונש מאסר לריצוי בעבודות שירות.",0.94614846,2.9961063e-06,0.9999702,8.830694e-06,0.000120712815,0.031037668,0.19745533
"באשר לעונש שראוי שיוטל על הנאשם, המאשימה זקפה לזכותו את גילו ונסיבותיו האישיות, הודאתו ונטילת האחריות, תסקירי המבחן שהם בעלי אלמנטים חיוביים כמו גם לתקופה בה שהה הנאשם במעצר מאחורי סורג ובריח (8.9.2020 ועד 8.12.2020).",0.002487747,0.9999945,6.91877e-06,9.2707905e-06,0.00016484571,0.030027645,0.2833912
"לחובתו של הנאשם זקפה המאשימה את הרשעתו הקודמת שהתיישנה והרשעותיו בתחום התעבורה (טעת/1, טעת/2, טעת/3).",0.0020434337,0.9999945,6.8815766e-06,8.71785e-06,0.00014457038,0.026986502,0.23539639
"המאשימה הבהירה כי אינה מתעלמת מהמלצת התסקירים אך לטעמה, שיקולי שיקום מצדיקים התחשבות אך לא סטייה ועונש מאסר בדרך של עבודות שירות אינו עולה בקנה אחד עם עיקרון ההלימה.",0.002226853,2.9824994e-06,0.99996996,1.0051044e-05,0.00014432853,0.02771179,0.3720952
"משכך, עתרה המאשימה להכריז על הנאשם סוחר סמים ולהטיל עליו עונש הנמצא בתחתית מתחם הענישה לו עתרה, דהיינו 24 חודשי מאסר בפועל לצד מע""ת, קנס בסך 25,000 ₪, פסילת רישיון נהיגה בפועל ועל תנאי כמו גם חילוט הטלפון ששימש את הנאשם בעבירות.",0.9885089,3.0681074e-06,0.99996877,9.937871e-06,0.00016879497,0.03501896,0.45451444
"ב""כ הנאשם לא חלק על מתחם הענישה שנקבע בעניין אבו חג'ג' שהוא ראוי גם בענייננו, בהינתן חלקו של הנאשם כמתווך ולא כמקור הסמים ומי שגרף לכיסו מלוא הרווחים.",0.0022364918,3.0045103e-06,6.9290318e-06,1.0550168e-05,0.00015589509,0.96284634,0.42766756
"למעשה, במוקד הטיעון עמדו הנסיבות המצדיקות, כך לטעם ההגנה, חריגה ממתחם הענישה כהמלצת שירות המבחן.",0.0031900865,3.0798365e-06,0.9999697,9.721216e-06,0.00014145154,0.040915173,0.2418662
"בין אלו, מנה את גילו של הנאשם, נסיבותיו האישיות, עברו הפלילי שהתיישן, ההודאה והחיסכון בזמן שיפוטי, תקופת המעצר הממושכת שהיוותה גורם מטלטל ומציב גבול, וההליך הטיפולי בו השתלב הנאשם בחסות שירות המבחן.",0.002742873,0.99999464,6.901359e-06,1.0652665e-05,0.00017549758,0.028961236,0.2899443
"לטעם ההגנה, חלוף הזמן המשמעותי, שינוי הסטטוס המשפחתי, שמירה על יציבות תעסוקתית, ניתוק קשרים שוליים ובדיקות שתן נקיות כמו גם העדר הסתבכות נוספת והמוטיבציה שמביע הנאשם להמשיך ולשנות את מסלול חייו לטובה, מלמדים כאלף עדים על שיקום של ממש ולא רק על פוטנציאל שיקומי מבטיח.",0.0023226563,0.99999464,6.884019e-06,1.2046022e-05,0.0001604035,0.040511243,0.30946818
"כן נטען כי התמשכות ההליכים, והסכמות התביעה לדחיות השונות, יצרה אצלו באופן טבעי ולגיטימי ציפייה כי העונש שיוטל עליו יהיה מאסר בדרך של עבודות שירות ולא במאסר מאחורי סורג ובריח, ולא בכדי התבקש הממונה לחוות דעתו ביחס לאפשרות זו, פעמיים.",0.002868612,2.9473192e-06,0.99996865,1.0782717e-05,0.00015808086,0.041655585,0.3637388
"לאור האמור, עתר ב""כ הנאשם לקבוע כי יש מקום לחרוג מהמתחם בשל שיקולי שיקום.",0.0021999425,2.9897385e-06,0.99996996,8.904537e-06,0.00012240162,0.04274715,0.28197742
"בהתאם לכך, הפנה לתסקירים שהתקבלו בעניינו של הנאשם ולהמלצות החוזרות של שירות המבחן.",0.0025362738,2.8706886e-06,0.9999696,8.882317e-06,0.00011901722,0.05008503,0.12750426
"עוד הוסיף, כי הנאשם נכון לעמוד בכל רכיב כלכלי אשר יגזור בית המשפט.",0.0022508383,3.0892115e-06,0.9999584,9.231637e-06,0.00013432866,0.05632176,0.30363274
"הנאשם בדברו האחרון: ""כל העונשים שאני יכול לקבל, אנשים איבדו בי אמון.",0.0027848035,3.0778253e-06,0.9999696,1.0825289e-05,0.00016988488,0.08404606,0.2646502
"אני עובד פה יום, שם יום.",0.0053324155,0.99999404,0.9999597,1.0629932e-05,0.00017444135,0.19402887,0.3272029
אם אלך לבית סוהר זה גזר דין מוות.,0.0017672139,3.130614e-06,0.9999689,9.742868e-06,0.0001318501,0.09854656,0.5565555
"לצורך קביעת גבולות המתחם, הצדדים מסכימים שכתב האישום מגלם אירוע אחד הכולל מספר מעשים עבריינים.",0.001913344,3.2002852e-06,0.9999701,1.0379555e-05,0.00013898517,0.043543722,0.383772
"עוד מוסכם כי המתחם שנקבע בעניין אבו חג'ג' שאושרר בערכאת הערעור, משמע, 48-24 חודשי מאסר וענישה נלווית, נכון גם לענייננו.",0.0024454962,3.0806561e-06,0.9999703,9.609124e-06,0.0001402015,0.04794983,0.26686445
"לכאורה, ניתן היה להסתפק בכך כדי לעבור לשלב השני בגזירת הדין.",0.002773407,3.2451812e-06,0.9999696,9.325005e-06,0.00012473494,0.07473455,0.39216053
"עם זאת, אתייחס לפגיעה בערכים המוגנים כמו גם לנסיבות ביצוע העבירות, מפאת חשיבותם לבחינת בקשת ההגנה לסטייה ממתחם הענישה.",0.0022774227,3.0970584e-06,0.9999702,9.494015e-06,0.0001404726,0.031094477,0.3173907
"הנאשם במעורבותו בעסקאות הסמים פגע בערכים עליהם ביקש המחוקק להגן ובכלל אלה, שמירה על שלום ובריאות הציבור וההגנה מפני הנזקים החברתיים, הן הישירים והן העקיפים אשר נגרמים כתוצאה מעבריינות הנלווית לשימוש בסמים לרבות ההגנה על הביטחון האישי ורכוש הציבור.",0.003289013,3.163049e-06,0.99996984,1.1357466e-05,0.0001937055,0.23154873,0.5839989
מידת הפגיעה בערכים המוגנים היא בינונית – גבוהה.,0.0025346568,3.1981556e-06,0.99996877,1.0092087e-05,0.0001322146,0.046495643,0.20059188
"הנאשם כחלק מפעילותו העבריינית היה מעורב בהוצאתן של שלוש עסקאות סמים מסוג קוקאין, אשר טמון סיכון רב בהפצתם בקרב הציבור.",0.0018955809,2.9989794e-06,6.855154e-06,0.9999591,0.00014926244,0.9837895,0.43624064
"מדובר בכמויות נכבדות של סמים במשקל כולל של כ- 40 גרם תמורתם שילם הסוכן 16,000 ₪, והנאשם גרף לכיסו עמלת תיווך שאינה צנועה ובסך 1,500 ש""ח.",0.0021491582,3.102196e-06,6.7959454e-06,0.9999597,0.99997807,0.89527094,0.66634196
"כידוע, סוג הסמים ומשקלם, כמו גם הרווח הקל והמהיר הנובע מהם בעלי השפעה ישירה על גבולות המתחם.",0.0024610187,3.0784183e-06,0.9999701,1.0858603e-05,0.00017811958,0.25114533,0.48106626
