text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"בין גורמי הסיכוי לשיקום שקל שירות המבחן את לקיחת האחריות של הנאשם, תוך ביטוי צער וחרטה מצדו, יציבותו והתמדתו בתחום התעסוקה, ההערכה כי הוא בעל תפיסת תפקיד מגובשת, מודעותו להשלכות מעשיו, שיתוף פעולה חיובי בהליך הטיפול הקבוצתי, ההתרשמות של שירות המבחן מיכולת הנאשם להפיק תועלת ולמידת לקחים, יכולתו לבחון את התנהגותו עוברת חוק באופן ביקורתי, הערכת שירות המבחן כי ההליכים המשפטיים מהווים גורם מרתיע ומציב גבול והעובדה כי לא נפתחו כנגד הנאשם תיקים חדשים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,['לא'],['כן'],,,,,
הנאשם סיים השתתפותו בהצלחה בקבוצה הטיפולית ביום 19.2.2024 ובתקופת הדחייה לא נפתחו כנגדו תיקים חדשים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
שירות המבחן התרשם משינוי בתפיסותיו של הנאשם ומודעותו הגוברת לדפוסיו הבעייתיים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"באשר לעונש שראוי שיוטל על הנאשם, המאשימה זקפה לזכותו את גילו ונסיבותיו האישיות, הודאתו ונטילת האחריות, תסקירי המבחן שהם בעלי אלמנטים חיוביים כמו גם לתקופה בה שהה הנאשם במעצר מאחורי סורג ובריח (8.9.2020 ועד 8.12.2020).",,"['1 : כן', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,['כן'],['כן'],,,,
"לחובתו של הנאשם זקפה המאשימה את הרשעתו הקודמת שהתיישנה והרשעותיו בתחום התעבורה (טעת/1, טעת/2, טעת/3).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"משכך, עתרה המאשימה להכריז על הנאשם סוחר סמים ולהטיל עליו עונש הנמצא בתחתית מתחם הענישה לו עתרה, דהיינו 24 חודשי מאסר בפועל לצד מע""ת, קנס בסך 25,000 ₪, פסילת רישיון נהיגה בפועל ועל תנאי כמו גם חילוט הטלפון ששימש את הנאשם בעבירות.",,,,,,,,,,,,['הנאשם קיבל 24 חודשי מאסר בפועל'],['הנאשם קיבל 24 חודשי מאסר בפועל'],[]
"בין אלו, מנה את גילו של הנאשם, נסיבותיו האישיות, עברו הפלילי שהתיישן, ההודאה והחיסכון בזמן שיפוטי, תקופת המעצר הממושכת שהיוותה גורם מטלטל ומציב גבול, וההליך הטיפולי בו השתלב הנאשם בחסות שירות המבחן.",,"['1 : כן', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"לטעם ההגנה, חלוף הזמן המשמעותי, שינוי הסטטוס המשפחתי, שמירה על יציבות תעסוקתית, ניתוק קשרים שוליים ובדיקות שתן נקיות כמו גם העדר הסתבכות נוספת והמוטיבציה שמביע הנאשם להמשיך ולשנות את מסלול חייו לטובה, מלמדים כאלף עדים על שיקום של ממש ולא רק על פוטנציאל שיקומי מבטיח.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"עוד הוסיף, כי הנאשם נכון לעמוד בכל רכיב כלכלי אשר יגזור בית המשפט.",,,,,,,,,,,,,,
"הנאשם בדברו האחרון: ""כל העונשים שאני יכול לקבל, אנשים איבדו בי אמון.",,,,,,,,,,,,,,
"הנאשם כחלק מפעילותו העבריינית היה מעורב בהוצאתן של שלוש עסקאות סמים מסוג קוקאין, אשר טמון סיכון רב בהפצתם בקרב הציבור.",,,,['סוג הסמים הוא קוקאין'],,"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"מדובר בכמויות נכבדות של סמים במשקל כולל של כ- 40 גרם תמורתם שילם הסוכן 16,000 ₪, והנאשם גרף לכיסו עמלת תיווך שאינה צנועה ובסך 1,500 ש""ח.",,,,"['סוג הסמים הוא קוקאין. הטקסט מזכיר ""כמויות נכבדות של סמים במשקל כולל של כ-40 גרם תמורתם שילם הסוכן 16,000 ₪."" 40 גרם של קוקאין נחשב לכמות משמעו']",['[16 - אלף]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"כידוע, סוג הסמים ומשקלם, כמו גם הרווח הקל והמהיר הנובע מהם בעלי השפעה ישירה על גבולות המתחם.",,,,,,,,,,,,,,
"והוא עשה זאת על חשבון בריאותו ורווחתו של צרכן הסמים, תוך ניצול תופעות התמכרות מבלי לתת את הדעת לנזקים האישיים והחברתיים הנגרמים משימוש בסם.",,,,,,,,,,,,,,
"הנאשם יליד 1990, מאורס,  הודה בכתב האישום המתוקן ונטל אחריות על מעשיו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,['כן'],['כן'],['כן'],,,,
"לחובת הנאשם הרשעה קודמת אחת משנת 2011 בגין פציעה כשעבריין מזוין, תקיפה סתם ואיומים, בעטיה נידון ל- 6 חודשי מאסר לריצוי בעבודות שירות וענישה נלווית (טענ/1- טענ/2).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,,,
"מדובר בהרשעה שהתיישנה, כך שההשפעה שלה מתונה מאוד אם בכלל על העונש בגדרי המתחם.",,,,,,,,,,,,,,
כן לחובת הנאשם - 4 הרשעות בתחום התעבורה לרבות נהיגה ללא רישיון נהיגה באופן המלמד על זלזול בחוק (טעת/3).,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"כבר בתסקיר השני הביע שירות המבחן דעתו כי מדובר באדם בעל יכולות וכוחות לתפקוד תקין במישורי חייו השונים ועובד בעבודה יציבה, מבטא שאיפות להתקדם בחייו ובעל מוטיבציה לשיקום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"רק לאחר שהופנה הנאשם שוב לשירות המבחן, לבקשת ההגנה, והביע רצון להשתלב בטיפול, שולב בקבוצת הכנה לטיפול ארוך טווח, ובהמשך ובקבוצה הטרוגנית לטיפול בעברייני חוק.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
עוד לאורך התקופה מסר הנאשם בדיקות שתן נקיות מסמים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"מבלי להמעיט כהוא זה בהליך טיפולי זה ובמאמציו של הנאשם לנהל אורח חיים נורמטיבי כמו גם ניתוק הקשר עם גורמים שוליים והעדר הסתבכות נוספת, קשה לומר כי מדובר בהליך שיקומי מרהיב ויוצא דופן המצדיק סטייה ממתחם הענישה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"ממכלול הנתונים עולה כי הנאשם כמו רבים אחרים, תפקד באופן חיובי למעט מעידה בתחום האלימות לפני למעלה מעשור, והסתבך בביצוע עבירות סמים חמורות, לאחר שחבר לגורמים שוליים והתפתה לרווח הכלכלי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
אבו חג'ג' בעל 3 הרשעות קודמות רלבנטיות בתחום הסמים לרבות בגין ניסיון הדחת קטין לסמים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הלה הורשע בגין מעורבותו בביצוע 3 עסקאות סם מסוג קוקאין ובמשקל כולל כ- 50 גרם תמורת 22,500 ₪ ועמלת תיווך בסך 2,100 ₪, עבירות אותן ביצע הנאשם שעה שעמד ותלוי נגדו כתב אישום אף הוא בעבירות סמים.",,,,['סוג הסמים הוא קוקאין'],,"['הנאשם הורשע במעורבות בביצוע עסקאות סמים מסוג קוקאין במשקל כולל של כ-50 גרם, תמורת 22,500 ש""ח ועמלת תיווך בסך 2,100']",,,,,,,,
"18 חודשי מאסר בפועל בניכוי ימי מעצרו בהתאם לרישומי שב""ס.",,,,,,,,,,,,['18 חודשי מאסר בפועל'],[],[]
8 חודשי מאסר אותם לא ירצה הנאשם אלא אם יעבור בתוך שלוש שנים כל עבירת פשע לפי פקודת הסמים המסוכנים.,,,,,,,,,,,,[],[],[]
3 חודשי מאסר אותם לא ירצה הנאשם אלא אם יעבור בתוך שלוש שנים כל עבירת עוון לפי פקודת הסמים המסוכנים.,,,,,,,,,,,,[],[],[]
"קנס בסך 15,000 ₪ או 30 ימי מאסר תמורתו.",,,,,,,,,,,,[],[],"['15,000 ₪']"
