text,reject,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,PUNISHMENT
תעודת פטירה של אחי הנאשם – אשר נפטר במהלך שירותו הצבאי (נ/3);,,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"אישור עבודה לנאשם בחברת ""דפוס לבנוני בע""מ"" באזור התעשיה יבנה (נ/4), על פיו הועסק הנאשם בחברה החל מחודש פברואר 2017 ומעסיקו מצא אותו כעובד חרוץ, יסודי, ללא בעיות התנהגות, הממלא את תפקידו בצורה הטובה ביותר;",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
תעודת גמר טירונות רובאי 02 של אבי הנאשם (נ/6).,,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"בעניינו של הנאשם הוגשו מספר תסקירים, המפרטים את נסיבותיו האישיות, כבן 32, נשוי ואב לשלושה (במועד עריכת התסקיר הראשון), עובד בחברת דפוס ואריזות.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"לדברי הנאשם, סיים 12 שנות לימוד עם תעודת בגרות מלאה (לא הוצגה לשירות המבחן) ואף התקבל ללימודים אקדמאיים במכללת ספיר, אך בסופו של דבר, לא החל בלימודיו.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
הנאשם בן למשפחה פוליגמית.,,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
מאמו שלו – לנאשם שמונה אחים.,,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
האב נשוי לאישה נוספת.,,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"שניים מאחיו של הנאשם נפטרו – האחד, במהלך שירותו הצבאי.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"לדברי הנאשם – משפחתו היא בעלת מעמד, אינה מעורבת בסכסוכים ואינה מעורבת בפעילות פלילית או פעילות שולית אחרת.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"החל מאז סיום לימודי התיכון השתלב הנאשם בעבודות בתחומים שונים, מתוכם – עשר שנים בתחום הדפוס.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"בהתייחס לעבירה, מסר הנאשם, כי נטל האחריות המלאה להחזקת כלי הנשק, בין היתר, כדי למנוע טרדה והסתבכויות מיתר בני משפחתו.",,,,,,,['לא'],,,,,,,,,,,,,,
שירות המבחן התרשם מהנאשם כמי שתפקד באופן יציב ותקין במסגרות לימודיות ותעסוקתיות וכעיקרון – גדל במשפחה בעלת ערכים של שמירה על גבולות החוק.,,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"עם זאת, מתקשה לתאר את מניעיו לעבירות וקיים סיכון מסוים להישנות התנהגות פורצת גבול או להגמשת גבולות כדי לרצות את בני משפחתו.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"הנאשם הביע נכונות להשתלב בהליך טיפולי אך עד עריכת התסקיר הסופי – טרם החל בטיפול בשל התפרצות מגפת הקורונה ולאחר מכן – לטענתו – בשל מצוקה כלכלית, שחייבה אותו להשתלב במערך התעסוקתי.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,
"בסיום הערכת שירות המבחן למבוגרים, בא בהמלצה להסתפק בענישה במסגרת צו של""צ כעונש ""חינוכי שיקומי"" וכן להעמיד הנאשם תחת צו מבחן.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"זאת, בצירוף עונש מאסר מרתיע, צופה פנה עתיד וקנס כספי.",,,,,,,,,,,,,,,,,,,,,
"התביעה הפנתה לנסיבות החזקת כלי הנשק, כשאחד מהם – האקדח – הוחזק במקום נגיש, במצב טעון ומוכן לפעולה; השני – רובה הסער מסוג קלצ'ניקוב – הוא בעל כוח אש וטווח ירי גדולים, כלומר פוטנציאל קטילה גבוה.",,,,,,,,,['רובה סער (Assault Rifle)'],,,,,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,
"התביעה עתרה למתחם ענישה שינוע בין 30 עד 50 חודשים מאסר בפועל, בתוספת מאסר מותנה מרתיע וקנס משמעותי.",,[],[],[],,,,,,,,,,,,,,,,,
"במסגרת המתחם – לנוכח הודאת הנאשם באשמה; גילו הצעיר; העדר הרשעות קודמות אך מנגד, בהיעדר נטילת אחריות באופן מלא – עתרה התביעה להעמיד עונשו בשליש התחתון של המתחם.",,,,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,['כן'],,,,,,,,,,,,,,
"לטענת ההגנה, הביע הנאשם מוטיבציה להליך טיפולי.",,,,,,,,,,,,,,,,,,,,,
"ההגנה עתרה לאמץ המלצתו השיקומית של שירות המבחן וכן הציעה, לחלופין, כי הנאשם ירצה עונש מאסר בדרך של עבודות שירות.",,,,,,,,,,,,,,,,,,,,,
"בדברו האחרון, מסר הנאשם, כי מצטער על מה שהיה; כי לא היה מודע לחסרונות של החזקת נשק.",,,,,,,['לא'],,,,,,,,,,,,,,
"הנאשם ביקש, שלא להשית עליו מאסר בפועל והציע לשלם קנס כספי גבוה.",,,,,,,,,,,,,,,,,,,,,
"החזקת נשק על ידי מי שלא נבדק, לא נמצא מתאים ולא הוכשר לכך, בתנאים שאינם מבטיחים בידודו של הנשק מהסביבה (כיום, מי שמחזיק נשק ברישיון נדרש לאפסנו בכספת מאובטחת, מאחורי שני מנעולים), עלולה להביא לסיכון שלום הציבור, גם אם אין ראיות שהוחזק לצורך פעילות שלילית, כמפורט לעיל.",,,,,,,,,,,,,,,,,,,,,
"זאת, כדי לבלום את שרשרת העבירות בשלב ראשוני.",,,,,,,,,,,,,,,,,,,,,
"ערעור המדינה התקבל בהסכמת הצדדים, תוך שהוחמרו עונשי המאסר שהושתו על המשיבים ל-26 ו-31 חדשי מאסר בפועל (בהתאמה).",,,,,,,,,,,,,,,,,,,,,
"בפסק הדין ע.פ. 4945/13 מדינת ישראל נ' סלימאן (פורסם במאגרים), [פורסם בנבו] אושר מתחם ענישה שינוע בין שנה ועד שלוש שנות מאסר, בגין החזקת כלי נשק  בודד מסוג קרל גוסטב וכן מחסנית וכדורים.",,[],[],[],,,,,,,,,,,,,,,,,
"אף באותו מקרה, המדובר היה בצעיר, אשר ניהל אורח חיים נורמטיבי, כולל לימודים אקדמאיים בפקולטה לאדריכלות, ללא עבר פלילי.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"גם באותו מקרה, המליץ שירות המבחן להסתפק בעונש מאסר בפועל לריצוי בדרך של עבודות שירות.",,,,,,,,,,,,,,,,,,,,,
"בית המשפט העליון ציין, כי ראוי לקבוע עונשים מרתיעים בגין עבירות אלה והעמיד המתחם שם בין 12 ועד 36 חדשי מאסר בפועל.",,[],[],[],,,,,,,,,,,,,,,,,
"שם, נדון נאשם בגין עבירה של נסיון להחזקת אקדח מסוג ברטה (העבירה תוקנה לנסיון, במסגרת הסדר טעון, בשל כך שהנשק לא היה תקין), וכן תת מקלע מאולתר, כשכלי הנשק הוחזקו בביתו של הנאשם שם, לעונש מאסר בן 20 חדשים בפועל.",,,,,,,,,['תת מקלע מאולתר'],,,,['בבית'],,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,
"זאת, במסגרת מתחם כולל שנע בין 18 עד 42 חדשי מאסר.",,[],[],[],,,,,,,,,,,,,,,,,
"בשבתו כבית משפט לערעורים פליליים, דחה בית המשפט המחוזי, הרכב אב""ד כב' הנשיאה ר' יפה-כץ, ערעור ההגנה על חומרת העונש, תוך שמצא, כי חרף העדר אינדיקציה על שימוש פלילי או אחר המתוכן בנשק, ועל אף נסיבותיו האישיות של המערער שם (צעיר ללא עבר פלילי) – הרי הנסיבות האישיות ואינטרס השיקום, נדחים מפני האינטרס הציבורי של מיגור עבירות מסוג זה.",,,,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"בפסק דין נוסף, שניתן בתקופה האחרונה, נדחה ערעור ההגנה על עונש בפועל בין 18 חודשים בתוספת מאסר מותנה וקנס בסך 12,000 ₪, שהושתו על צעיר שהחזיק כלי נשק מסוג תת מקלע מאולתר.",,['הנאשם קיבל 18 חודשי מאסר בפועל'],[],[],,,,,,,,,,,,,,,,,
"אותו מערר החזיק בנשק למשך עשרה ימים בלבד ואף הוסכם, כי החזיקו בעבור אחר.",,,,,,,,,,,,,,,,,,,,,
"ולאחרונה, נדון נאשם ללא הרשעות קודמות, אשר ניהל חיים אזרחיים עמלניים כבעלים של מספר עסקים בישוב חורה, לעונש מאסר בפועל בין 15 חודשים בגין החזקת אקדח חצי אוטומטי אחד, במתחם שנקבע בין 15 עד 30 חודשי מאסר בפועל, כשהסיבה לקביעת המתחם שם היתה (ממש כמו במקרה שלפנינו) כי הנזק הוחזק בליווית תחמושת, מוכן לשימוש.",,['15 חודשי מאסר בפועל'],[],[],,,,,"['הנשק המוזכר בפסקה הוא ""אקדח חצי אוטומטי אחד"", ולכן התשובה היא אקדח']",,,,,,,,,,,,
"באותו מקרה, דובר על נאשם, שהיה ללא הרשעות (ואף ללא רישומים) קודמים, לאחר שירות צבאי ארוך בסדיר ובקבע, מוכר כדמות ציבורית במגזר אליו משתייך.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"מבחינת מדרג החומרה, הוצבה החזקה של רובה סער או תת מקלע – ברמה אחת לפני הרמה החמורה ביותר ואילו אחזקת נשק קצר - אקדח - ברמה נמוכה יותר.",,,,,,,,,"['אקדח סוג הנשק המדובר הוא אקדח, כיוון שהוא מוזכר כרמה הנמוכה ביותר במדרג החומרה, מתחת לרובה סער או תת-מקל']",,,,,,,,,,,,
"לנוכח הפסיקה, שפורטה באותה הנחיה, הונחתה התביעה הכללית לטעון למתחם שינוע בין שנתיים עד ארבע שנות מאסר בפועל בגין כל עבירה בודדת של החזקת רובה או תת מקלע; בין שנה לשלוש שנים בגין אחזקת נשק קצר מסוג אקדח; 6 חדשי מאסר בפועל, לריצוי בדרך של עבודות שירות, עד 6 חדשי מאסר בפועל ממש בגין אחזקת תחמושת.",,[],[],[],,,,,,,,,,,,,,,,,
"כאמור, נתפס האקדח בחדר השינה בו מתגורר הנאשם, מוכן לפעולה ורובה הסער – במרתף, כשלצדו כמות עצומה של תחמושת, חלקה – תואם אליו.",,,,,,,,,['רובה סער (Rifle Assault)'],,,,"['בבית', 'סמוך לבית']",,,['ניסיון לירי'],"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,
"רובה סער, כשמו, הוא נשק התקפי, בעל כוח אש לא מבוטל, מאפשר פגיעה במטרות מרוחקות.",,,,,,,,,['רובה סער (Assault Rifle)'],,,,,,,[],"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,
"בשים לב לכל האמור, מוצא בית המשפט לקבוע מתחם ענישה, בכל הנוגע לאחזקת נשק חם קצר, מסוג אקדח – חצי אוטומטי, כשהוא מוחזק בלווית תחמושת מתאימה, במחסנית, מוכן לשימוש, וכן רובה הסער והתחמושת בכמות בה נתפסה, כשחלקה – תואם לרובה הסער, כשהוסכם בין הצדדים, כי בעשר השנים האחרונות – לא נערך שימוש ברובה הסער, כך שינוע בין 24 עד 48 חודשי מאסר בפועל.",,[],[],[],,,,,['רובה סער (M-16)'],,,,['על גופו'],,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,
"לחובת הנאשם, יזקוף בית המשפט התרשמות שירות המבחן, בנוגע לאי-נטילת אחריות מלאה על מעשיו וכן ההערכה בדבר נטייתו להגמיש גבולות החוק, בעקבות לחץ משפחתי.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,['לא'],,,,,,,,,,,,,,
"לזכות הנאשם, ייקח בית המשפט בחשבון את גילו הצעיר; הודאתו באשמה; ניהול חיים נורמטיביים עד להסתבכותו של הנאשם דנן; העדר הרשעות קודמות.",,,,,"['1 : כן', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,['כן'],,,,,,,,,,,,,,
"ההיפך הוא הנכון: עולה מהנתונים, שהוצגו לבית המשפט, כי הנאשם ניהל חיים רגילים ושגרתיים, של עבודה ופרנסת משפחה.",,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"ברם, לנוכח קיומן של נסיבות מיוחדות, שעניינן – העובדה, כי משפחת הנאשם קשרה גורלה עם מדינת ישראל, כשבהתאם לנתונים שהוצגו במסגרת פרשת העונש, לא מעטים מבניה שירתו, או משרתים, בכוחות הבטחון; והיא אף שכלה אחד מבניה – אחי הנאשם – ביום פקודה, מוצא בית המשפט, ליתן משקל לנסיבה זו, ביחד עם נכונות הנאשם להשתלב בהליך טיפולי, בדרך של הקלה נוספת, מעבר לרף התחתון של המתחם.",,,,,,,,,,,,,,,,,,,,,
"כמובן, יושת על הנאשם עונש צופה פני עתיד, לבל יהין להחזיק שוב בכלי נשק כלשהו, חם או קר.",,,,,,,,,,,,,,,,,,,,,
"15 חודשי מאסר בפועל, בניכוי ימי מעצרו בהתאם לרישומי שב""ס;",,['15 חודשי מאסר בפועל'],[],[],,,,,,,,,,,,,,,,,
"12 חודשי מאסר על תנאי למשך 3 שנים מהיום; והתנאי – שהנאשם לא יעבור עבירה מסוג פשע בניגוד לסעיף 144 לחוק העונשין, תשל""ז – 1977;",,[],['12 חודשי מאסר על תנאי'],[],,,,,,,,,,,,,,,,,
"6 חודשי מאסר על תנאי למשך 3 שנים מהיום; והתנאי – שהנאשם לא יעבור עבירה מסוג עוון בניגוד לסעיף 144 לחוק העונשין, תשל""ז – 1977;  או עבירה בניגוד לסעיף 186 לאותו חוק;",,[],['6 חודשי מאסר על תנאי'],[],,,,,,,,,,,,,,,,,
"קנס בסך 30,000 ₪ או 150 ימי מאסר תמורתו.",,[],[],"['30,000 ₪']",,,,,,,,,,,,,,,,,
