text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"כיום הוא עובד לפרנסתו, מתגורר עם גרושתו תוך ליווי טיפולי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בשנים האחרונות, חל שיפור גם בקשריו המשפחתיים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עוד לפי התסקיר, הנאשם הסתבך לא אחת בפלילים, לרבות בתחומי הסמים והאלימות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,
"למרות מעורבות שירות המבחן מהליכים קודמים לצרכים טיפוליים, לא חל שינוי במאפייני התנהגותו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"אשר לעבירות שהודה בביצוען, הוא הסביר כי זה נבע מדוחק כלכלי לפרנסת המשפחה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"אשר לגורמי הסיכון למעשי עבריינות בעתיד, עמד התסקיר על התרשמותו מהקושי של הנאשם לקבל סמכות וגבולות, התרשם מדפוס התנהגות אימפולסיבי והתמקדות בסיפוק צרכים מיידיים ללא חשיבה על ההשלכות של המעשים, זאת לצד הליכים טיפוליים קודמים שכשלו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"מנגד, לבחינת סיכויי השיקום, עמד התסקיר על כך שהנאשם שב לנהל חיי משפחה, משתף פעולה עם גורמי הטיפול במשפחה, ונקי מצריכת סמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לפיו, עקב קשיים כלכליים הוא נגרר לעסוק בסמים כמקור פרנסה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"נכון להיום, הוא מנסה לשקם את יחסיו המשפחתיים וכן מנסה להיכנס למסלול חיים מסודר ונורמטיבי.",,,,,,,,,,
"אשר לנסיבות ביצוע העבירה, מדובר בכמות סם של 215 גרם קנביס, כאשר כל העבירות בוצעו בטווח קצר על רקע מצוקה כלכלית כאמור.",,,,['הסוג של הסמים הוא קנאביס'],['215 גרם - גרם'],,,,,
הוא מנהל עסק לאחר מספר שנות עבודה עם אביו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"נסיבות ביצוע העבירה: כפי שהודה בכך הנאשם, הוא ביצע בשלוש הזדמנויות עבירות שמהותן סחר והפצת סמים למטרה רווחית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,"['לא בעל המעבדה, בעל הסמים']",,,,
"בווצאפּ הוא נהג לבדוק עם השליח את זמינותו לביצוע המשלוח, ובטלגרם הוא נהג להעביר לשליח את פרטי הלקוח.",,,,,,,,,,
"זאת ועוד, נתתי את דעתי לכך שמדובר במעשים סמוכים מבחינת ציר הזמנים וכי ככל הנראה המניע הוא קשיים כלכליים.",,,,,,,,,,
נסיבות שאינן קשורות בביצוע העבירות: הנאשם בן 35.,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
אב לבנות קטינות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
הוא מפרנס את משפחתו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
נתתי את דעתי לחלקים החיוביים בתסקיר לעניין ההליך השיקומי שעברה משפחתו בליווי טיפולי וחיזוק מעמדו במשפחתו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עוד נתתי את דעתי לקולת העונש לחלוף התקופה ממועד ביצוע העבירות (חודש 05/2019); לעובדה לפיה הנאשם נטל אחריות על המיוחס לו ללא הצורך בשמיעת עדים, תוך חיסכון בזמנם של העדים, של הצדדים ושל בית המשפט; לחלוף התקופה ממועד ביצוע העבירות ועד היום.",,,,,,,,,,
עוד נתתי את דעתי גם להבעת החרטה מפי הנאשם.,,,,,,,,,,
"מן העבר האחר, יצוין כי לנאשם עבר פלילי רלבנטי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,
"לפי תדפיס הרישום הפלילי (ת/1), לנאשם שש הרשעות קודמות בתחומי האלימות, הרכוש וגם הסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,
"שתי ההרשעות האחרונות, זו מחודש 6/2023 היא בגין החזקת סמים שלא לצריכה עצמית, וזו שלפניה, מחודש 06/2021, היא בגין סחר בסמים ואחזקתו שלא לצריכה עצמית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"חמישה חודשי מאסר אשר ירוצו, ככל שיעבור הנאשם עבירת סמים, תוך שלוש שנים מיום סיום ריצוי עונשו לעיל.",,,,,,,,[],['הנאשם קיבל 5 חודשי מאסר על תנאי'],[]
