text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"לשיטתו, אמירה זו אינה מתיישבת עם העובדה שהנאשם הקים והפעיל ""מפעל"" קטן לייצור סם מסוכן הכולל מערכות מתוחכמות ומתוזמנות, כמו גם עם העובדה שהסתיר מבני משפחתו את פעילותו באותו מחסן נעול.",,,,,,,,,,,,,,
"אשר להליך הטיפולי אותו עובר הנאשם, טען כי מדובר בהליך הנמצא בראשיתו בלבד, כשמנגד העובדות מצביעות על מי שמנהל אורח חיים התמכרותי לאורך שנים ארוכות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"בנסיבות הללו, פקפק ביעילות הטיפול אותו עובר הנאשם וביכולתו של אותו טיפול למנוע הישנות העבירות ולהביא לניתוק התלות בסם.",,,,,,,,,,,,,,
"כן עתר לחילוט סך של 100,000 ₪ המוחזק בידי המשטרה וזאת בהסכמת הנאשם.",,,,,,,,,,,,[],[],[]
"ב""כ הנאשם פתח טיעוניו לעונש בציינו, כי הנאשם בחר להודות בביצוע העבירות כבר בחקירתו הראשונה במשטרה, ואף חשף מיוזמתו איזה ציוד רכש, הסביר כיצד למד לגדל את הסמים וכמה זמן הוא עוסק בכך.",,,,,,,,,,['כן'],,,,
"בנוסף, ביקש ב""כ הנאשם להעניק בנוסף משקל משמעותי להודאתו של הנאשם בבית המשפט, שיש בה משום חיסכון בזמן שיפוטי יקר, והיא משקפת נטילת אחריות משמעותית מצד הנאשם והבנת הפסול שבמעשים.",,,,,,,,['לא'],['כן'],['כן'],,,,
"לכך יש להוסיף את עברו הפלילי הנקי של הנאשם, ואת החוויה המטלטלת שעבר לאור מעצרו  הראשון והיחידי בחייו.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"באשר לנתוניו האישיים של הנאשם, פירט כי עסקינן באדם מן היישוב, בן למשפחה נורמטיבית, בן 35, נשוי, אב לילד בן שנתיים וחצי המצפה ללידת ילד נוסף.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם שירת שירות צבאי מלא והוא ורעיתו עובדים בעבודות מסודרות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"אכן, הנאשם השתמש בסמים תקופה ממושכת, אך חרף התמכרותו זו ניהל אורח חיים נורמטיבי ויצרני לכל אורך חייו, מבלי שמעד ולו פעם אחת לפעילות עבריינית כלשהי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"בנוסף, הדגיש הסנגור בטיעוניו את ההליך הטיפולי המוצלח שעבר ועובר הנאשם, הליך בו החל מיוזמתו לפני כשנה, הנושא פרי ומתבטא, בין היתר, בניקיון מוחלט של הנאשם מסמים מאז מעצרו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"ב""כ הנאשם ביקש להתחשב בפרק הזמן הארוך בו שוהה הנאשם בתנאים מגבילים, והפנה להתרשמות שירות המבחן כי חווית המעצר וההליך המשפטי היוו גורם מזעזע ומציב גבול עבור הנאשם, סייעו לו להבין את חומרת מצבו והביאו להשתלבותו בטיפול שבעטיו פחת באופן משמעותי הסיכון להישנות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"לאור מכלול הנתונים, ובהם, בין היתר, הודאה, עבר נקי, המלצות התסקיר ונסיבותיו של הנאשם, סבור ב""כ הנאשם, כי יש לגזור עונשו של הנאשם ברף התחתון של המתחם, ולהשית עליו עונש מאסר לתקופה קצרה הניתנת לריצוי בעבודות שירות.",,,,,,,,,,['כן'],,,,
"עוד ביקש ב""כ הנאשם להתחשב בגזירת הדין בעובדה כי בהסכמת הנאשם, חולט מתוך הכספים שנתפסו בחזקתו סכום של 100,000 ₪.",,,,,,,,,,,,,,
"לדבריו, מדובר בסכום נכבד ומשמעותי שמהווה גם הוא ענישה מוחשית וכואבת עבור הנאשם.",,,,,,,,,,,,,,
בדברו האחרון שב והביע חרטה וצער על מעשיו ומסר כי כיום הוא נמצא בתחילתה של דרך חדשה ומקווה כי יצליח להתמיד בה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,['כן'],,,,,,
"בענייננו, הקים הנאשם מעבדת סמים במחסן בחצר ביתו ורכש ציוד ייעודי וכלים שונים וביניהם מד טמפרטורה, מאווררים, צינורות השקיה, מנורות חימום, דישון ועוד – הכל לצורך גידול הסם והכנתו.",,,,['הסוג של הסמים במקרה הזה הוא סמים'],,"['[בעל הסמים, לא בעל המעבדה]']",['כן'],,,,,,,
"הציוד בו השתמש הנאשם לגידול הסם, מלמד כי לא מדובר היה במעידה ספונטנית אלא במי שהשקיע מחשבה רבה בגידול הסם וגם השקיע כסף לרכישת הציוד הרב.",,,,,,"['[בעל הסמים, לא בעל המעבדה]']",['כן'],,,,,,,
בענייננו מדובר בסם מסוג קאנבוס ובמי שגידל אותו אך לא סחר בו.,,,,['הסוג של הסמים הוא קנאביס (קנבוס)'],,"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"יחד עם זאת, במקרה דנן לא נגרם נזק בפועל, שכן הגידול נקטע באיבו כשרובם של השתילים שנתפסו היו שתילים צעירים, שהנאשם לא הספיק לקצור ולהפיק מהם סם.",,,,,,,['לא'],,,,,,,
אשר לסיבות שהביאו את הנאשם לבצע את העבירות ויכולתו להבין את המעשים – בשירות המבחן טען הנאשם כי גידל הסם לשימושו העצמי בלבד וכי עשה זאת ללא מודעות והבנה של חומרת מעשיו.,,,,,,,,,,,,,,
לזכות הנאשם יש לזקוף בראש ובראשונה את עברו הפלילי הנקי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"מדובר במפגשו הראשון של הנאשם עם החוק, ואין דומה גזירת דינו של נאשם ""סדרתי"" לגזירת דינו של נאשם נעדר הרשעות קודמות.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"בנסיבות הללו יהא זה איפוא מאסרו הראשון של הנאשם, ולא יכול להיות חולק כי עונש המאסר יפגע בנאשם באופן ממשי.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"כן, עונש המאסר יוביל לפגיעה קשה במשפחתו של הנאשם, שהינו כאמור אב לילד בן 3 ומצפה ללידת בנו השני בקרוב מאוד.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בנוסף, לזכות הנאשם יש לזקוף את שיתוף הפעולה עם המשטרה והודאתו בהזדמנות הראשונה, אשר לצד העובדה כי משקפת היא חרטה וקבלת אחריות על המעשים, היה בה כדי חיסכון בזמן שיפוטי יקר.",,,,,,,,['כן'],['כן'],['כן'],,,,
"זה המקום להזכיר, כי הנאשם הודה, מבלי שגובשה בעניינו כל הסכמה לעניין העונש.",,,,,,,,,,,,,,
"מדובר בנאשם שחרטתו ניכרה בו מרגע מעצרו וחקירתו במשטרה ועד יום הדיון בבית המשפט, חרטה שהתבטאה, בין היתר, בשיתוף פעולה מלא מצידו עם החוקרים ובאופן בו בחר לנהל את משפטו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : כן', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בתמצית ייאמר כי עסקינן בנאשם בן 35, נשוי ואב לילד בן 3, שאשתו נמצאת בחודשי היריון מתקדמים.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"שירות המבחן התרשם כי אומנם הנאשם ניהל לאורך השנים אורח חיים התמכרותי, אך אינו בעל דפוסים עברייניים מושרשים וכי החל לגלות מודעות לחומרת מעשיו ולהשלכותיהם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"המדובר בנאשם שהחל לצרוך סמים בגיל 15, ושעם שובו ארצה מחו""ל, החל לצרוך חשיש באופן אינטנסיבי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"יחד עם זאת וחרף עומק התמכרותו לסם, שמר הנאשם על אורח חיים נורמטיבי, הוכיח תפקוד תעסוקתי ומשפחתי תקין ונמנע מליצור קשר עם חברה שולית ועבריינית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
מיד עם מעצרו פנה הנאשם ליחידה להתמכרויות מיוזמתו שלו לצורך טיפול וגמילה מסמים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : כן', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"גורמי הטיפול ביחידה להתמכרויות מדווחים כי הנאשם מגיע לשיחות פרטניות עם העובדת הסוציאלית, משולב בטיפול קבוצתי ומוסר בדיקות שתן המעידות על ניקיון מסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
