text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
עולה ההתרשמות כי הוא מבין את חומרת התמכרותו להימורים ומשקיע מאמצים בשיקום חייו.,,,,,,,,,,
צוין כי במהלך התקופה שבו הנאשם ומשפחתו להתגורר בבית הוריו בבת ים כדי לחסוך בהוצאות והוא פועל להסדרת חובותיו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עוד עמדה על הצורך להיאבק בתופעת גידול הסמים והפצתם באמצעות ענישה משמעותית ומרתיעה, ועל נסיבות ביצוע העבירה, חלקו הבלעדי של הנאשם בתכנון המוקדם, הכנת המקום וציודו בציוד מתאים, כשפעל ממניע כלכלי לרווח קל ומהיר.",,,,,,,,,,
"ב""כ הנאשם ביקשו להתחשב בהודאתו, בלקיחת האחריות, בפוטנציאל השיקומי הגבוה, ובמאמצים הכנים שעורך לייצב את אורח חייו, הכוללים הקפדה על תעסוקה יציבה ושיתוף פעולה עם היחידה הטיפולית.",,,,,,,,,,
"הנאשם בדברו האחרון תיאר בדמעות כיצד התדרדר, בתקופת הקורונה, חזרה להימורים וחובות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לדבריו, בתו הפעוטה שנולדה במהלך ההליך המשפטי הצילה אותו מעצמו, והוא מצוי כיום במקום אחר בחייו, מקפיד על התנהלות תקינה ומתמיד בהליך הטיפולי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בע״פ 5093/17, 5103/17  לזר בקשט נ' מדינת ישראל (‏1.1.2018) הורשעו המערערים בעבירות של קשירת קשר לפשע וגידול סם.",,,,,,,,,,
"השניים קשרו קשר להקמת מעבדה לגידול סם מסוג קנבוס, ביצעו פעולות רבות לצורך הקמת המעבדה, רכשו ציוד רב לתפעול המעבדה, וגידלו במשך מספר חודשים שתילים במשקל כולל של 131 ק""ג.",,,,"['סוג הסמים הוא קנבוס, בהתאם לטקסט שניתן: ""השניים קשרו קשר להקמת מעבדה לגידול סם מסוג קנבוס.""']","['131 ק""ג - ק""ג (קילוגרם)']",,['לא'],,,
"הנאשם שלפניי בן 30, עברו אינו מכביד, הרשעתו הראשונה משנת 2013 בגין היעדר משירות צבאי והשנייה משנת 2017 בעבירות מרמה, בגינן נדון לעונשי מאסר על תנאי וקנס.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
עברו התעבורתי כולל הרשעה מהשנה האחרונה בעבירת נהיגה תחת השפעת סמים אותה עבר בשנת 2021.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"הנאשם ניהל מרבית חייו הבוגרים אורח חיים התמכרותי להימורים, במקביל עבד בעבודות מזדמנות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לפני כחמש שנים עבר טיפול ממושך בקהילה סגורה, והצליח לשמר את הישגיו עד להסתבכותו הנוכחית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"התרשמתי מדברי הנאשם בתסקיר ובפניי, כי מביע חרטה כנה על הסתבכותו, עם זאת עולה הרושם מהתסקיר כי דפוסיו ההתמכרותיים פעילים, הנאשם מחזיק בעיוותי חשיבה ובעמדות מקלות ביחס לסם קנאביס, וכי במצבי משבר חוזר לדפוסיו הישנים, מהמר וצובר חובות, וכדי לשלמם בוחר בפתרונות עוברי חוק.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"שירות המבחן המליץ לשלבו בהליך טיפולי ארוך טווח בקהילה לצורך שיקומו אך הנאשם סירב, עקב נסיבותיו האישיות, השתלב ביחידה להתמכרויות בעירו, בטיפול פרטני וקבוצתי, משתף פעולה וחלה התמתנות במצבו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
עוד ניתן להתרשם כי הולדת בתו הפעוטה הובילה לשינוי משמעותי בתפיסתו ומהווה גורם המדרבן אותו להמשיך בהליכי שיקומו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לכך אוסיף את נסיבותיו המשפחתיות, הכוללות את הולדת בתו במהלך ההליך המשפטי, הנאשם עובד, וזוכה לתמיכה המלאה של משפחתו.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
17 חודשי מאסר בפועל בניכוי ימי מעצרו 24.3.22-31.3.22.,,,,,,,,['הנאשם קיבל 17 חודשי מאסר בפועל'],[],[]
"8 חודשי מאסר על תנאי, לבל יעבור הנאשם במשך 3 שנים עבירת סמים מסוג פשע החל מיום שחרורו ממאסר.",,,,,,,,[],['8 חודשי מאסר על תנאי'],[]
"5 חודשי מאסר על תנאי, לבל יעבור הנאשם במשך 3 שנים עבירה של גניבת חשמל החל מיום שחרורו ממאסר.",,,,,,,,[],['5 חודשי מאסר על תנאי'],[]
"קנס בסך 30,000 ₪ או 70 ימי מאסר.",,,,,,,,[],[],"['30,000 ₪']"
מחלטת בהסכמת הנאשם סך של 1650 ₪ לטובת המדינה.,,,,,,,,,,
