text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"בתמורה, הסוכן מסר לנאשם סך של 5,100 ₪.",,,,,,,,,,
"שירות המבחן ערך מספר תסקירים, מהם עולה שהנאשם בן 35 שנים, גדל בשכונת סילוואן במזרח ירושלים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"כאשר היה בן 16 נשר מלימודיו מאחר שרצה לסייע בפרנסת המשפחה ולצאת לעבוד, על אף שהוריו התנגדו לכך והוא תיאר את אביו כאב שהעניק לו את כל צרכיו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לאחר נשירתו מהלימודים, למד את תחום הדפוס ובמקביל עבד עם אביו בבניין ובניקיון בתי חולים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"במהלך השנים עבד כשכיר בתחום השיפוצים ותיאר זמנים קשים בתחום עיסוקו, תקופות ללא עבודה והכנסה ועבודה מאומצת, לעתים ללא שכר ותוך ניצול.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בהמשך, פתח עסק עצמאי בתחום השיפוצים, אך נקלע לחובות כספיים ונאלץ להגיע להסדר חובות בהוצאה לפועל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"כיום הוא משקיע מאמצים רבים כדי להיחלץ מחובותיו וממצבו הכלכלי, תוך רצון לפתוח דף חדש.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם, בן שביעי במשפחה שבה 8 ילדים, תיאר את הבושה במעורבותו בעבירות כאן, במיוחד בשל כך שמשפחתו היא משפחה מכובדת בקהילה.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בשנת 2020, תוך כדי ניהול ההליכים המשפטיים נגדו,  נישא לאשתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם שלל שימוש בסמים ואלכוהול, ובדיקות שערך שירות המבחן אישרו כי הוא אכן נקי מסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
רישומו הפלילי מעלה כי אין לחובתו הרשעות קודמות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,
"במסגרת צו פיקוח מעצר בתיק זה, הנאשם השתלב בקבוצת עצורי בית בשירות המבחן, כאשר היה נתון תחת איזוק אלקטרוני בבית ידידי המשפחה ובפיקוחם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
הוא הגיע לפגישות באופן קבוע וכנדרש ולקח חלק פעיל ומשמעותי בקבוצה ותיאר כי הקבוצה תרמה ליכולת ההתבוננות העצמית שלו ולבחינת דפוסי התנהגות והבנה של המחירים אותם הוא משלם על בחירותיו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
הנאשם נטל אחריות על העבירות.,,,,,,,,,,
"הוא שיתף שחשש לאורך ביצוע העבירות, אך בשל הפיתוי הכלכלי המשיך בביצוען.",,,,,,,,,,
דווח שהנאשם משתתף בהליך טיפולי בשירות ומביע רצון ונכונות להמשך טיפול.,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"נוכח חומרת העבירות הומלץ על ענישה מציבת גבולות בדמות מאסר אשר ירוצה בעבודות שירות, אשר תיקח בחשבון את מצבו הכלכלי הירוד וההליך המשפטי הממושך, לקיחת האחריות, הבעת החרטה והבנת ההשלכות שהיו עלולות להיות ממעשיו.",,,,,,,,,,
"תסקירים מאוחרים יותר דיווחו כי הנאשם עובד למחייתו בשיפוצים, השתלב בתוכנית ""אוניברסיטה בעם"" וטיפול רגשי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"אשת הנאשם הרתה תוך כדי ניהול ההליכים והנאשם הצר על כך שלא היה באפשרותו ללוותה לטיפולים הרפואיים וללידת בנם, מפאת התנאים המגבילים בהם היה נתון.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"דווח שהנאשם הגיע לפגישות בקבוצת עצורי בית באופן קבוע וכנדרש, לקח חלק פעיל ומשמעותי בקבוצה, המשיך להשתתף בתוכנית ""אוניברסיטה בעם"" והביע שאיפה לפנות ללימודי תעודה לקבלן רשום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בשל התמשכות ההליכים המשפטיים, המליץ שירות המבחן על ענישה קצרה ככל הניתן, במיוחד לנוכח היותו נתון תחת תנאים מגבילים, שיתוף פעולה מלא עם שירות המבחן, מצבו הכלכלי ולידת בנו ועל מנת לאפשר לו לסיים אם ההליכים ולהפנות משאביו להתפתחות מקצועית ותעסוקתית, שהינה מרכיב משמעותי בהליך השיקום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"בהמשך, הנאשם הופנה לקבוצה לטיפול במרכז משפחה, בשל התמודדות רפואית שלו ושל אשתו, והביע נכונות להשתלב בטיפול זה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"דווח כי לאורך הקשר עימו, הנאשם שומר על יציבות הן בחייו האישיים והן בקשר עם שירות המבחן, תוך לקיחת אחריות על ביצוע העבירות, הבעת צער וחרטה, כמו גם יכולת להתבוננות עצמית על מניעיו והבנה לגבי ההשלכות האפשריות מביצוע העבירות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"תסקיר מיום 23.4.2023 תיאר כי הנאשם התקשה בהגעה סדירה למפגשים בתוכנית ""אוניברסיטה בעם"" ולא שילם עבורה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם הסביר כי מצבו הכלכלי ירוד והוא משקיע את כל משאביו בפרנסת המשפחה, ובשל עבודה אינטנסיבית בתחום השיפוצים, התקשה באותה תקופה לשמור על יציבות בהגעה למפגשים בתוכנית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"שירות המבחן הסביר כי מאז מאי 2019, אז הופנה הנאשם לשירת המבחן, שיתף פעולה עם השירות והירידה המסוימת בשיתוף הפעולה, נובעת מעייפותו מהימשכות ההליכים והשקעת משאביו במצבו הכלכלי וביציבות המשפחתית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"עם זאת, הוא בעל מוטיבציה להמשיך ולהיעזר בשירות המבחן על פי התוכנית הטיפולית והוא המשיך בטיפול גם במרכז למשפחה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"ב""כ המאשימה טענה כי הנאשם סחר בסם מסוכן ביותר מסוג MDMA הפוגע באנשים חפים מפשע, ולכך התייחס בית המשפט העליון בחומרה.",,,,['סוג הסמים הוא MDMA'],,,,,,
"הנאשם סחר בסמים בכמויות גדולות מאוד בתמורה לאלפי שקלים והיווה ציר מרכזי בהוצאתן לפועל של עסקאות הסמים, לאחר תכנון וסיכום מראש.",,,,,,"['לא בעל המעבדה, בעל הסמים']",,,,
"הנאשם סחר בכ-300 כדורי אקסטזי לאדם שאינו מכיר, הוא לא ידע ולא רצה לדעת לאן הולך הסם ולמה הוא משמש ולנגד עיניו היה הכסף בלבד.",,,,['סוג הסמים הוא אקסטזי (אקסטזי)'],['300 - טבליות (אקסטזי)'],,,,,
"החשש שמאסר יפגע במקום עבודתו, לא יכול להצדיק הקלה בעונש, נוכח חומרת המעשים במיוחד כשלא ברור מהתסקירים מהי עבודתו, הוא התקשה להגיע למפגשים במרכז הטיפולי למשפחה וקשה לראות בהשתתפות במפגשים מקוונים של אוניברסיטה לעם הליך שיקומי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"ב""כ הנאשם טען לעומת זאת, כי הנאשם נותן כעת את הדין על עבירות שביצע לפני 5 שנים.",,,,,,,,,,
"במהלך המעצר, התחתן וניתנו לו 10 ימים לצורך חתונתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"משפחתו שכרה לו דירה בלוד ולאחר מכן, הוא הועבר למעצר בית מלא בסילוואן, כך שחווה פגיעה קשה מאוד, ובכל זאת לא הפר את תנאי מעצרו.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם הודה בביצוע העבירות בהזדמנות הראשונה, ואישום שלם נמחק מכתב האישום.",,,,,,,,,,
"שותפו של הנאשם היה הדומיננטי בביצוע העבירות, ביצע עבירת רבות יותר מהנאשם ולחובתו היה עבר פלילי והוא נידון ל-12 חודשי מאסר בפועל, בגין 4 אישומים שלמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לאור לקיחת האחריות, העובדה שחלפו מאז ביצוע העבירות 5 שנים, אשר בהן לא נפתחו נגד הנאשם תיקים נוספים, והתסקירים החיוביים, המליץ שירות המבחן לסיים את עניינו של הנאשם בעבודות שירות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : כן', '10 : כן', '11 : לא']",,,,,,,,
"מאז ביצוע העבירות, הנאשם התחתן, הקים משפחה, נולדו בת ובן, משפחתו והוריו מלווים אותו בהליכים נגדו, והוא מורתע מההליכים המשפטיים.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"אמנם במהלך ההליך הנאשם חווה נסיגה מסוימת בתהליך השיקום, בעקבות מצב כלכלי, כאשר  נאלץ לצאת לעבוד ולכן לא הגיע לשירות המבחן, אך לבסוף, עלה על דרך המלך ועל מסלול שיקומי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם הביע חרטה ובושה במעשיו, הוא בן למשפחה נורמטיבית, עובד למחייתו ומפרנס את משפחתו ואין לקטוע את ההליך השיקומי שעבר, ולכן יש להימנע ממיצוי הדין ולקבל את המלצת שירות המבחן.",,,,,,,,,,
הנאשם בדברו האחרון אמר שהוא מתחרט מאוד על מה שקרה.,,,,,,,,,,
"הוא הוסיף שזו הסתבכות יחידה בחייו, ועכשיו יש לו חיים חדשים, הוא התחתן, יש לו ילדים, הוא עובד ורוצה להמשיך לעבוד ולפרנס את משפחתו, ולא ישוב לבצע עבירות כאלה בשום פנים ואופן.",,"['1 : כן', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"בענייננו, הנאשם ביצע את עבירות הסחר בסמים, תוך קשר שנקשר בינו ובין שותף אחר וסוכן משטרתי, מתוך מטרה להשיג לעצמו רווח כלכלי.",,,,,,"['לא בעל המעבדה, בעל הסמים']",,,,
"סוג הסמים, מסוג MDMA הוא אחד הסמים המסוכנים, הגורמים נזק של ממש לבריאות המשתמשים בהם, וגם הכמויות שהנאשם סחר בהן- משמעותיות.",,,,['סוג הסמים הוא MDMA'],,,,,,
"הנאשם ביצע את המעשים בשלוש הזדמנויות, כך שלא מדובר במעידה חד פעמית ובודדת, אלא באירוע מתמשך שהוא פרי תכנון ומחשבה מוקדמת.",,,,,,,,,,
הנאשם הודה בעבירות המיוחסות לו עם תחילת ההליכים ובכך לקח אחריות מלאה על ביצוע העבירות.,,,,,,,,,,
"לא רק הודאתו מלמדת זאת, אלא גם תסקיר שירות המבחן ודבריו בבית המשפט מהם ניכר שהנאשם מצר, מתחרט ומתבייש במעשיו.",,,,,,,,,,
"תוך כדי ניהול ההליכים, הנאשם נישא והפך לאב לשני ילדים רכים, וכפי שעולה מדיווח שירות המבחן, הוא עסוק בשנים האחרונות בעבודה, בפרנסה ובדאגה למשפחתו הצעירה.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"הנאשם שיתף פעולה עם שירות המבחן במשך תקופה לא מבוטלת, גייס כוחותיו כדי להשתתף בכל התוכניות הטיפוליות שהוצעו לו, גם בתחום המשפחתי ואשר אינן קשורות לעבירות שביצע, באופן המלמד שהנאשם מבקש בכל מאודו, לסור מרע ולעשות טוב.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"אין לחובת הנאשם עבר פלילי, וזוהי הסתבכותו היחידה עם החוק, וגם זאת שקלתי לזכותו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,
"אמנם בשלב מסוים בהליך השיקומי הארוך, הנאשם התקשה להגיע למפגשי התוכנית ""אוניברסיטה בעם"", אך קצינת המבחן התרשמה שמדובר בעייפות מההליכים אשר נובעת גם ממצבו הכלכלי הלא פשוט, והצורך לפרנס את המשפחה הצעירה שהקים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הוא הבין שהמחירים שהעבירות גובות ממנו קשים- הן פגעו בתחושותיו אל מול בני משפחתו, הן אילצו אותו להתמודד עם הליכים פליליים, אירוסיו כמעט בוטלו והוא היה נתון במעצר ובתנאים מגבילים תקופה ארוכה.",,"['1 : כן', '2 : כן', '3 : כן', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם אשר ביצע את העבירות כאשר היה רווק צעיר, הוא כיום בעל משפחה, מקיים זוגיות יציבה והיותו הורה הביאה אותו לתובנות אודות החיים אותם הוא בוחר לחיות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"נוכח השינוי באורחות חייו של הנאשם, נישואיו, לידת ילדיו, הזמן אשר חלף מאז ביצוע העבירות ויתר התמורות המפורטות – הרי שניתן לקבוע כי השיקום שעבר והזמן שחלף, הפכו לאדם אחר מזה אשר ביצע את העבירות, ולכן על אף רקעו – הרי שמקומו יהיה בחלקו התחתון של מתחם הענישה ההולם, ומכאן ייגזר עונשו.",,"['1 : כן', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
3 חודשי מאסר אשר לא ירוצו אלא אם הנאשם יעבור על כל עבירה לפי פקודת הסמים בתוך 3 שנים מהיום.,,,,,,,,[],['3 חודשי מאסר על תנאי'],[]
"6 חודשי פסילה מלהחזיק ברישיון נהיגה או להוציאו, אשר לא ירוצו אלא אם יעבור הנאשם על כל עבירה לפי פקודת הסמים המסוכנים, וזאת תוך שנתיים מהיום.",,,,,,,,[],[],[]
