name_case,text,model_extraction,tagger_extraction,feature
ME-12-09-51207-971,"Series([], Name: text, dtype: object)",['תקין'],['נשק עם כדור בקנה'],STATUS_WEP
ME-12-09-51207-971,"Series([], Name: text, dtype: object)",[],['בבית'],HELD_WAY
ME-12-09-51207-971,"Series([], Name: text, dtype: object)",[],['חתונה'],PURPOSE
ME-12-09-51207-971,"Series([], Name: text, dtype: object)",[],"['ירי', 'כן']",USE
ME-13-02-28360-614,"338    הנאשם הורשע על פי הודאתו, לאחר הסדר טיעון לעני...
339    בהתייחסות לעבירה דנן, השירות התרשם, כי הנאשם נ...
340    הנאשם הביע תחושה של צער וחרטה שחווה בעקבות מעו...
341    לזכות הנאשם אני לוקח בחשבון את הודאתו בעובדות ...
342    בנוסף לאמור, הנאשם הביע בפני שירות המבחן חרטה ...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-13-02-28360-614,"Series([], Name: text, dtype: object)",['תקין'],['נשק עם כדור בקנה'],STATUS_WEP
ME-13-02-28360-614,"Series([], Name: text, dtype: object)",[],['ברכב'],HELD_WAY
ME-13-02-28360-614,"Series([], Name: text, dtype: object)",[],"['ירי', 'כן']",USE
ME-13-02-28360-614,"Series([], Name: text, dtype: object)",[],['אקדח'],TYPE_WEP
ME-13-04-35007-454,"448    הנאשם הודה בעובדות כתב אישום שעניינן, נשיאת וה...
449              תחילה, כפר הנאשם במיוחס לו בכתב האישום.
450    בדיון מיום 18/11/13 ולאחר שהוחל בשמיעת ראיות, ...
451    הנאשם הודה בעובדות כתב האישום המתוקן והורשע על...
452    מעשה כזה, כך לטענת המאשימה, הינו מעשה מתוכן וכ...
453    באשר לנזק שהיה צפוי להיגרם מביצוע העבירות, טוע...
454    באשר לקביעת העונש הראוי לנאשם בתוך המתחם, תוך ...
455    כן הפנתה המאשימה לתסקיר שירות המבחן שהוגש בעני...
456    עוד ציינה המאשימה, כי שירות המבחן התרשם, כי הנ...
457    זאת ועוד, הנאשם הביע העדר נזקקות טיפולית, אינו...
458    במסגרת עדותו העיד אביו של הנאשם, כי הנאשם השתנ...
459    עוד הדגיש ב""כ הנאשם, כי הנאשם נעדר כל הרשעות ק...
460    ב""כ הנאשם הדגיש עוד, כי הנאשם הודה במיוחס לו ב...
461    זאת ועוד, הנאשם נמנע מחיי חברה שוליים וכפי העו...
462    בדבריו בפני, הביע הנאשם צער בשל מעשיו, ציין, כ...
463    באשר לעבירות דנן, הרי שהנאשם התקשה לקבל אחריות...
464    עוד צוין, כי זוהי מעורבותו הראשונה של הנאשם בפ...
465    כאמור, הנאשם הורשע, על פי הודאתו בעבירות נשוא ...
466    עיון בעובדות כתב האישום המתוקן מלמד, כי עסקינן...
467    בהקשר זה נציין, כי מהתסקיר הראשון שהוגש בעניינ...
468    עוד תצוין הודאת הנאשם, לקיחת האחריות, חיסכון ז...
469    עוד יצוינו החרטה והצער שהביע הנאשם בשל מעשיו, ...
470    עוד יצוינו דברי הנאשם בפני ולפיהם, הנאשם הביע ...
471    בנסיבות אלו, נוכח מקבץ הנסיבות אשר אינן קשורות...
472    מנגד, כאמור, שמתי ליבי לנתוני העושה, לנסיבותיו...
473    מנגד, אף עמדתה העונשית של המאשימה, חורגת היא ל...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-13-04-35007-454,"Series([], Name: text, dtype: object)",['תקין'],['נשק עם מחסנית בהכנס'],STATUS_WEP
ME-13-04-35007-454,"Series([], Name: text, dtype: object)",[],['על גופו'],HELD_WAY
ME-13-04-35007-454,"Series([], Name: text, dtype: object)",[],['סכסוך'],PURPOSE
ME-13-04-35007-454,"Series([], Name: text, dtype: object)",[],['אקדח'],TYPE_WEP
ME-13-10-28139-807,"567    הנאשם הורשע על פי הודאתו במסגרת הסדר טיעון, של...
568    עם זאת צוין, כי במצבי דחק, ונוכח פגיעה בכבודו,...
569    עוד טען הסנגור, כי הנאשם לקח אחריות מלאה על מע...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-13-10-28139-807,"Series([], Name: text, dtype: object)",[],['על גופו'],HELD_WAY
ME-13-10-28139-807,"Series([], Name: text, dtype: object)",[],['סכסוך'],PURPOSE
ME-13-10-28139-807,"Series([], Name: text, dtype: object)",[],"['ירי', 'כן']",USE
ME-13-10-28139-807,"Series([], Name: text, dtype: object)",[],['אקדח'],TYPE_WEP
ME-13-10-53169-537,"599    ביום 29.1.14 הרשעתי את הנאשם על פי הודאתו ובמס...
600    הנאשם הודה, כי נשא אקדח הטעון במחסנית ריקה ובכ...
601    כמו כן, הודה הנאשם, כי החזיק מתחת לכיסא הנהג ש...
602    בנוסף, הודה הנאשם, כי זמן מה קודם לכן, ירה בנש...
603    מן הראוי לציין, כי לנאשם תיק קודם בו נקבעה אחר...
604    לטענת התביעה, מתחם העונש ההולם נע בין 12-36 חו...
605    ב""כ הנאשם, אשר טען בצורה ראויה להערכה, ביקש לש...
606    ב""כ הנאשם התרעם על כך שבעת הצגת הסדר הטיעון הס...
607    בנוסף, נטל הנאשם אחריות על מעשיו ושיתף פעולה ע...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-13-10-53169-537,"Series([], Name: text, dtype: object)",['תקין'],['נשק עם מחסנית בהכנס'],STATUS_WEP
ME-13-10-53169-537,"Series([], Name: text, dtype: object)",[],['על גופו'],HELD_WAY
ME-13-10-53169-537,"Series([], Name: text, dtype: object)",[],"['ירי', 'כן']",USE
ME-13-10-53169-537,"Series([], Name: text, dtype: object)",[],['אקדח'],TYPE_WEP
ME-14-02-51828-88,"685    הנאשם הודה בכתב האישום המתוקן והורשע, על פיו, ...
686    לדברי קצינת המבחן, הנאשם הביע חרטה על המעשה בג...
687    שירות המבחן התרשם, כי הנאשם חרד מהשלכותיו של ה...
688      להבנתו, הנאשם מצטער על העבירה שביצע ומבין שטעה.
689    העד הכחיש את גרסת הנאשם לפיה, הוא פנה אליו, בז...
690    הסנגור הפנה אל עדויותיהם של עדי האופי, שהובאו ...
691    הנאשם הביע חרטה, ביקש סליחה והביע נכונות להיות...
692    הענישה, לעולם אינדיווידואלית היא ועל בית המשפט...
693    משקל של ממש לקולה אתן להודייתו של הנאשם ולחרטה...
694    אשר לדרכי הענישה והשיקום הראויות במקרה זה - כא...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-14-02-51828-88,"Series([], Name: text, dtype: object)",[],['ברכב'],HELD_WAY
ME-14-03-48488-922,"711    הנאשם הורשע עפ""י הודאתו, במסגרת הסדר טיעון, בב...
712    על פי עובדות כתב האישום המתוקן בהן הודה הנאשם ...
713    הנאשם אף הורשע על פי הודאתו, כי בתאריך 25.2.20...
714    ב""כ הנאשם עתר אף הוא לבית המשפט לכבד את הסדר ה...
715    הוא הביע צער וחרטה על מעשיו, וכן הביע אמונו של...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-14-03-48488-922,"Series([], Name: text, dtype: object)",[],['ייצר'],OBTAIN_WAY
ME-14-03-48488-922,"Series([], Name: text, dtype: object)",[],['על גופו'],HELD_WAY
ME-14-03-48488-922,"Series([], Name: text, dtype: object)",[],['בצע כסף'],PURPOSE
ME-14-03-48488-922,"Series([], Name: text, dtype: object)",[],['הפעלת מטען'],USE
ME-14-03-48488-922,"Series([], Name: text, dtype: object)",[],['מטען חבלה'],TYPE_WEP
ME-14-07-13179-197,"739    הנאשם לפניי הורשע, על-פי הודאתו בעובדות כתב-אי...
740    בטרם אפנה למסקנות התסקיר בתיק זה, אציין כי קצי...
741    בהתייחס לעבירות, קצינת המבחן ציינה כי הנאשם נט...
742    באשר ליתר הדברים, הרושם הוא כי הנאשם נטל אחריו...
743    באשר לאישום שצורף, הנאשם מסר כי קרוב משפחתו הו...
744    עוד ביקש להשיג באשר לקביעתה של קצינת המבחן כי ...
745    לבסוף, הפנה הסניגור להודאתו של הנאשם ולחרטה שה...
746    הנאשם הביע צער על מעשיו, וציין כי סבל משהייתו ...
747    הנסיבות מלמדות על אחריות מלאה של הנאשם למעשים,...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-14-07-13179-197,"Series([], Name: text, dtype: object)",[],['מאחר'],OBTAIN_WAY
ME-14-07-13179-197,"Series([], Name: text, dtype: object)",['תקין'],['נשק עם כדור בקנה'],STATUS_WEP
ME-14-07-13179-197,"Series([], Name: text, dtype: object)",[],['על גופו'],HELD_WAY
ME-14-07-13179-197,"Series([], Name: text, dtype: object)",[],['סכסוך'],PURPOSE
ME-14-07-13179-197,"Series([], Name: text, dtype: object)",[],"['ירי', 'כן']",USE
ME-14-07-13179-197,"Series([], Name: text, dtype: object)",[],['אקדח'],TYPE_WEP
ME-14-10-31218-522,"Series([], Name: text, dtype: object)",[],['על גופו'],HELD_WAY
ME-14-10-31218-522,"Series([], Name: text, dtype: object)",[],['זריקת רימון'],USE
ME-14-10-31218-522,"Series([], Name: text, dtype: object)",[],['רימון הלם/גז'],TYPE_WEP
ME-14-11-7498-539,"908    בטרם שמיעת הראיות, הגיעו הצדדים להסדר, במסגרתו...
909    על יסוד הודאת הנאשם בעובדות כתב האישום המתוקן ...
910    מתוקף תפקידו במסגרת, הוא נדרש לקחת אחריות על ת...
911    הנאשם הודה, חסך זמן שיפוטי, לקח אחריות על מעשי...
912    לאחר שנתפס בביצוע העבירות, הוא התעשת, הודה במע...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-14-11-7498-539,"Series([], Name: text, dtype: object)",[],['מאחר'],OBTAIN_WAY
ME-14-11-7498-539,"Series([], Name: text, dtype: object)",['תקין'],['נשק עם מחסנית בהכנס'],STATUS_WEP
ME-14-11-7498-539,"Series([], Name: text, dtype: object)",[],"['מוסלק - מוסתר', 'ברכב']",HELD_WAY
ME-14-11-7498-539,"Series([], Name: text, dtype: object)",[],['בצע כסף'],PURPOSE
ME-14-11-7498-539,"Series([], Name: text, dtype: object)",[],['רובה סער'],TYPE_WEP
ME-14-12-6904-57,"961    הנאשם 1, אוסיד כבהא (להלן: ""הנאשם"") הורשע, על ...
962                  ואלה העובדות בהן הודה והורשע הנאשם:
963    בהתייחסו לעבירות, נטה הנאשם לטשטש מעורבותו והת...
964    בדברו האחרון, חזר הנאשם על הודייתו וביקש מבית ...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-14-12-6904-57,"Series([], Name: text, dtype: object)",[],['רכש'],OBTAIN_WAY
ME-14-12-6904-57,"Series([], Name: text, dtype: object)",['תקין'],['נשק מופרד מתחמושת'],STATUS_WEP
ME-14-12-6904-57,"Series([], Name: text, dtype: object)",[],"['בבית', 'מוסלק - מוסתר', 'על גופו']",HELD_WAY
ME-14-12-6904-57,"Series([], Name: text, dtype: object)",[],['הגנה עצמית'],PURPOSE
ME-14-12-6904-57,"Series([], Name: text, dtype: object)",[],['תת מקלע מאולתר'],TYPE_WEP
ME-15-02-9111-399,"999     ביום  18.3.15 הורשע הנאשם על סמך הודייתו, בעבי...
1000    בהתייחס לכתב האישום, נטל הנאשם אחריות מלאה והב...
1001    הסנגור הוסיף כי יש להביא בחשבון את הודייתו המי...
1002    לאור התסקיר ולאור הודייתו המהירה של הנאשם במשט...
1003    בדברו האחרון אמר הנאשם כי הוא יודע שעשה טעות ו...
1004    בנוסף, הבאתי בחשבון את הודייתו המיידית של הנאש...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-15-02-9111-399,"Series([], Name: text, dtype: object)",['תקין'],['נשק מופרד מתחמושת'],STATUS_WEP
ME-15-02-9111-399,"Series([], Name: text, dtype: object)",[],['על גופו'],HELD_WAY
ME-15-02-9111-399,"Series([], Name: text, dtype: object)",[],['אקדח'],TYPE_WEP
ME-15-03-29911-554,"1029    הנאשם הורשע ביום 2.7.15, על פי הודאתו בעובדות ...
1030    בנקודה זו ציין ב""כ המאשימה את הודאת הנאשם בהזד...
1031    כמו כן, הוסיף וציין ב""כ הנאשם, כי  בעת מעצרו  ...
1032    לעניין הנסיבות שאינן קשורות בביצוע העבירה, ציי...
1033    כמו כן, הדגיש ב""כ הנאשם, כי לנאשם לא הייתה כל ...
1034    ב""כ הנאשם הוסיף וטען, כי הנאשם  הבין את משמעות...
1035    הנאשם בדבריו בפניי, הביע את חרטתו  וסיפר, כי כ...
1036    בתיק הנ""ל הורשע הנאשם, עפ""י הודייתו, בביצוע עב...
1037    במסגרת בחינת הנסיבות, אשר אינן קשורות בביצוע ה...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-15-03-29911-554,"Series([], Name: text, dtype: object)",['תקין'],['נשק עם כדור בקנה'],STATUS_WEP
ME-15-03-29911-554,"Series([], Name: text, dtype: object)",[],"['על גופו', 'ברכב']",HELD_WAY
ME-15-03-29911-554,"Series([], Name: text, dtype: object)",[],"['ירי', 'כן']",USE
ME-15-03-29911-554,"Series([], Name: text, dtype: object)",[],['אקדח'],TYPE_WEP
ME-15-06-12109-344,"1093    הנאשם הורשע על פי הודאתו בעובדות כתב האישום במ...
1094    הנאשם הודה, כי במעשיו אלה, הוא נשא או הוביל נש...
1095    בצד האמור, נטל הנאשם אחריות חלקית על המעשה נשו...
1096    כן הדגיש את דבריו של שירות המבחן, כי הנאשם נטל...
1097    בנוסף, ביקש להתחשב בעובדה, שממועד ביצוע העבירה...
1098    בסוף טיעוני ההגנה, הביע הנאשם בפני בית המשפט ח...
1099    מסקנה זו מתחדדת לנוכח דבריו של שירות המבחן, כי...
1100    בצד זאת, נתתי דעתי לעובדה, שהנאשם הביע צער וחר...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-15-06-12109-344,"Series([], Name: text, dtype: object)",[],['ברכב'],HELD_WAY
ME-15-06-12109-344,"Series([], Name: text, dtype: object)",[],['אקדח'],TYPE_WEP
ME-15-08-44579-251,"1148    הנאשם הורשע על פי הודאתו בעובדות כתב האישום המ...
1149    בהתייחסו לעבירה הנדונה, הנאשם הכחיש את ביצועה ...
1150    קיים פער משמעותי בין עמדתו השוללת קיומם של חלק...
1151    בדיון מיום 20.12.15, הנאשם הודה בפניי שוב והסב...
1152    לעניין נסיבותיו האישיות של הנאשם, ניתן לזקוף ל...
1153    כמו כן, הנאשם הודה מיד במיוחס לו בכתב האישום ה...
1154                            הנאשם הביע צער וחרטה כנה.
1155                                הנאשם הביע צער וחרטה.
1156    אמנם יש לזקוף לטובת הנאשם את הודאתו המידית שהב...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-15-08-44579-251,"Series([], Name: text, dtype: object)",['תקין'],['נשק מופרד מתחמושת'],STATUS_WEP
ME-15-08-44579-251,"Series([], Name: text, dtype: object)",[],"['מוסלק - מוסתר', 'ברכב']",HELD_WAY
ME-15-08-44579-251,"Series([], Name: text, dtype: object)",[],['אקדח'],TYPE_WEP
ME-15-09-40313-52,"1233    הנאשם הורשע בהתאם להודאתו בעובדות כתב האישום ה...
1234    הצדדים הגיעו להסדר דיוני, לפיו הנאשם הודה והור...
1235    בהתייחסו לעבירות הנאשם מקבל אחריות מלאה על מעו...
1236    נוכח יציבות בעבודה, יציבות משפחתית, הימנעות מב...
1237    הנאשם ניהל הוכחות בתיק ורק לאחר שנשמעו מרבית ע...
1238      עם זאת הנאשם נטל אחריות וחסך את המשכו של ההליך.
1239    כמו כן, מתסקיר שירות המבחן עולה כי הוא נוטל אח...
1240    הנאשם הודה בכתב האישום המתוקן, ממנו נמחקו עובד...
1241    תסקיר שירות המבחן עומד על השינוי שערך הנאשם, ע...
1242                 הנאשם הביע חרטה כנה ועמוקה על מעשיו.
1243    הנאשם הודה במיוחס לו, הביע חרטה כנה ונטל אחריו...
1244    הודייתו של הנאשם באה לאחר שכבר החלו להישמע ראי...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-15-09-40313-52,"Series([], Name: text, dtype: object)",['תקין'],['נשק עם מחסנית בהכנס'],STATUS_WEP
ME-15-09-40313-52,"Series([], Name: text, dtype: object)",[],"['מוסלק - מוסתר', 'ברכב']",HELD_WAY
ME-15-09-40313-52,"Series([], Name: text, dtype: object)",[],['תדמית'],PURPOSE
ME-15-09-40313-52,"Series([], Name: text, dtype: object)",[],['תת מקלע מאולתר'],TYPE_WEP
ME-15-11-45465-294,"1299    ביום 7 בספט' 2016, הורשע הנאשם שלפניי, ג'יהאד ...
1300    לא למותר לציין, שהדבר נעשה לאחר שהנאשם כפר בכת...
1301    בגין מעשיו דלעיל, הורשע הנאשם בעבירה שעניינה ס...
1302    הסנגורית המלומדת עמדה על כך, שהנאשם הודה באשמה...
1303    הסנגורית עמדה על כך, שהוראת הנאשם היא כנה ואמי...
1304    באופן זה, הביע הנאשם צער על מעשיו וביקש למעשה ...
1305    הנאשם אמנם לא הודה בביצוע המעשה במשטרה אך לאחר...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-15-11-45465-294,"Series([], Name: text, dtype: object)",['תקין'],['נשק מופרד מתחמושת'],STATUS_WEP
ME-15-11-45465-294,"Series([], Name: text, dtype: object)",[],['ברכב'],HELD_WAY
ME-15-11-45465-294,"Series([], Name: text, dtype: object)",[],['בצע כסף'],PURPOSE
ME-15-11-45465-294,"Series([], Name: text, dtype: object)",[],['תת מקלע'],TYPE_WEP
ME-15-12-39071-113,"1358    באותו המועד הורשע הנאשם על סמך הודאתו באחזקת נ...
1359    על פי שירות המבחן, עת התייחס הנאשם לעבירה הנוכ...
1360    בפני שירות המבחן הביע הנאשם חרטה ואת ההבנה שמע...
1361    התרשם שירות המבחן מאדם אשר מנהל אורח חיים שולי...
1362          הנאשם הביע חרטה על מעשיו ולקח עליהם אחריות.
1363    שמעתי את הנאשם, את חרטתו על מעשיו, ואת בקשתו ה...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-15-12-39071-113,"Series([], Name: text, dtype: object)",[],"['מוסלק - מוסתר', 'ברכב']",HELD_WAY
ME-15-12-39071-113,"Series([], Name: text, dtype: object)",[],['הגנה עצמית'],PURPOSE
ME-15-12-39071-113,"Series([], Name: text, dtype: object)",[],['אקדח'],TYPE_WEP
ME-16-01-189-123,"Series([], Name: text, dtype: object)",[],['רכש'],OBTAIN_WAY
ME-16-01-189-123,"Series([], Name: text, dtype: object)",['תקין'],['נשק מופרד מתחמושת'],STATUS_WEP
ME-16-01-189-123,"Series([], Name: text, dtype: object)",[],"['מוסלק - מוסתר', 'ברכב']",HELD_WAY
ME-16-01-189-123,"Series([], Name: text, dtype: object)",[],['ציד'],PURPOSE
ME-16-01-189-123,"Series([], Name: text, dtype: object)",[],['תת מקלע מאולתר'],TYPE_WEP
ME-16-01-31498-921,"1455    על רקע הודאת הנאשם בעובדות, כאמור, הוא הורשע ב...
1456    אשר לעבירות הנאשם לקח אחריות מלאה על ביצוען, ה...
1457                  ציינה כי הנאשם לקח אחריות על מעשיו.
1458                                           הביע חרטה.
1459    בגזירת עונשו של הנאשם אני מביא בחשבון את גילו ...
Name: text, dtype: object","['לא', 'כן']",['כן'],CONFESSION
ME-16-01-31498-921,"Series([], Name: text, dtype: object)",[],['גנב'],OBTAIN_WAY
ME-16-01-31498-921,"Series([], Name: text, dtype: object)",[],['באוטובוס'],HELD_WAY
ME-16-01-31498-921,"Series([], Name: text, dtype: object)",[],['בצע כסף'],PURPOSE
ME-16-01-31498-921,"Series([], Name: text, dtype: object)",[],"['רימון רסס', 'רימון הלם/גז']",TYPE_WEP
ME-16-01-3772-806,"1528    הנאשם הורשע על פי הודייתו בעובדות כתב אישום אש...
1529    ביום 10.7.16, הודיעו הצדדים כי הגיעו להסדר טיע...
1530    בהתייחס לעבירות נשוא כתב האישום, התרשם שירות ה...
1531    לצד זאת, נאמר כי הנאשם התקשה לקחת אחריות על הי...
1532    עוד התרשם שירות המבחן מיכולת טובה לתפקוד יציב ...
1533    נוסף על כך, נאמר כי הנאשם החזיק את תת המקלע המ...
1534    על כך הוסיפה הסנגורית כי מדובר בעבירות ישנות ב...
1535    הוא הוסיף כי הוא חש חרטה על מעשיו, עליהם לא יח...
1536    מעבר להחזקתו בתת המקלע המאולתר, הודה הנאשם כי ...
1537    לא זו בלבד אלא שהנאשם הודה כי אכן נעשה שימוש ב...
1538    במסגרת השיקולים הנוגעים לנאשם העומד בפניי, יש ...
1539    הודיה זו לא זו בלבד שהובילה לחסכון בזמן שיפוטי...
1540    כן התחשבתי בצער ובחרטה שהביע על מעשיו במסגרת ד...
Name: text, dtype: object","['לא הנאשם לא הודה באשמה הוא רק הביע הכרת תודה על החסכון בזמן שיפוטי ועל נטילת האחריות על מעשיו', 'לא', 'כן']",['כן'],CONFESSION
ME-16-01-3772-806,"Series([], Name: text, dtype: object)",[],['רכש'],OBTAIN_WAY
ME-16-01-3772-806,"Series([], Name: text, dtype: object)",['תקין'],['נשק עם כדור בקנה'],STATUS_WEP
ME-16-01-3772-806,"Series([], Name: text, dtype: object)",[],"['מוסלק - מוסתר', 'סמוך לבית']",HELD_WAY
