text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
הוא שירת כשנתיים בשירות הלאומי ומצא בכך סיפוק רב.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
בעת היותו נער צעיר איבד את אחיו בנסיבות טרגיות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם כאמור התעניין ביהדות ואף החל בתהליך גיור, אותו לא סיים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם נרתם לתהליך טיפולי קבוצתי עמו שיתף פעולה לאורך תקופה ארוכה, וכן מסר בדיקות שתן שהעידו על שימוש בקנביס בלבד, אותו צורך הנאשם על-פי רישיון לשימוש רפואי (למעט הפסקה קצרה בתוקף הרישיון).",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"יצוין, כי במהלך המשפט היה הנאשם מעורב בתאונה בה נפצע קשה ונזקק לשיקום ארוך ומורכב.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"שירות המבחן שב וחזר על המלצתו בתסקיר עדכני, שבו ציין כי הנאשם הפיק תועלת מרובה מן הטיפול הקבוצתי, כיום הוא עובד כשכיר על-פי יכולתו, התארס ומתכוון להתחתן בקיץ הקרוב.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
לנאשם אין עבר פלילי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,
"ניתן  לתת משקל לנסיבות הבאות שאינן קשורות בביצוע העבירה, במסגרת גזירת העונש בתוך המתחם: הנאשם צעיר ללא עבר פלילי, שעד להסתבכותו בתיק הנוכחי ניהל אורח חיים נורמטיבי, התמיד במסגרות חינוך ושומר על יציבות תעסוקתית; משפחתו נורמטיבית ותומכת; הנאשם מעולם לא ריצה עונש מאסר ואך ברור שעונש שכזה יפגע בו בטווח הקצר והארוך כאחד; הנאשם שהה במעצר ושוחרר לתנאים מגבילים אותם לא הפר, ולכן הוקלו לאורך זמן, כאשר הוא משתף פעולה עם שירות המבחן באופן מלא וראוי לציון.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : כן', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
בשנה האחרונה עבר הנאשם תאונת דרכים קשה מאוד לרבות פגיעה ראש ופגיעה אורגנית שיש להן השלכות על מצבו הפיזי והנפשי כעולה אף מחוות דעת הממונה על עבודות השירות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לטעמי מידת שיתוף הפעולה של הנאשם לאורך ההליך הייתה טובה, והיא המשיכה גם לאחר שהנאשם עבר תהליכי שיקום לאחר התאונה הקשה שעבר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בהינתן היעדר עבר פלילי, תקופת מעצר ממש שבה היה נתון הנאשם וכן היעדר הפרות והיעדר פתיחת תיקים חדשים, הדבר מלמד כי התנהגות הנאשם בתיק זה אינה מאפיינת אותו, והוא נמצא במגמה חיובית שיש להאמין כי יתמיד בה, גם נוכח דבריו כי הוא עתיד להתחתן בקיץ הקרוב.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"של""ץ בהיקף 350 שעות לפי תוכנית שיגיש שירות המבחן עד ליום 1.4.24.",,,,,,,,,,
"מאסר על תנאי של 6 חודשים, שלא יעבור הנאשם כל עבירת פשע לפי פקודת הסמים בתוך 3 שנים מהיום;",,,,,,,,[],['6 חודשים'],[]
