text,reject,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,PUNISHMENT
"ב""כ המאשימה הוסיפה וטענה, כי העובדה שבסופו של יום הנשק נתפס, מבלי שמומש הסיכון שבהחזקתו ובנשיאתו, הינה אך בגדר מזל הודות לפעולת המשטרה, ואין לזקוף עובדה זו לזכות הנאשם.",,,,,,,,,,,,,,,,,,,,,
"ב""כ המאשימה הוסיפה וציינה, כי המדובר בענייננו גם בעבירה של כניסה לא חוקית לישראל, תוך שהנאשם ניסה לשפר את סיכוייו להשאר בתחומי המדינה בכך שהחזיק בתעודת זהות מזוייפת, בד בבד תוך נשיאת הנשק המסוכן והכבד וכן המחסנית.",,,,,,,,,,,,,,,,,,,,,
"ב""כ המאשימה טענה, כי מתחם העונש ההולם בגין עבירת הנשק שביצע הנאשם, בנסיבותיו של תיק זה, נע בין עונש של 3 שנות מאסר עד 5 שנות מאסר וביקשה להשית על הנאשם עונש המצוי במחצית המתחם הנ""ל.",,[],[],[],,,,,,,,,,,,,,,,,
"עוד טענה ב""כ המאשימה, כי בגין העבירה של כניסה לישראל שלא כחוק והעבירה של שימוש במסמך מזוייף, אשר בוצעו במסגרת אירוע משותף, נע מתחם הענישה ההולם בין 5 חודשי מאסר בפועל ל- 10 חודשי מאסר בפועל.",,[],[],[],,,,,,,,,,,,,,,,,
"ב""כ המאשימה עתרה להשית על הנאשם בגין 2 העבירות הנ""ל עונש ברף הגבוה של המתחם, במצטבר לעונש בגין עבירת הנשק, זאת נוכח העובדה כי  הנאשם הורשע פעמיים בעבר בגין עבירה של כניסה שלא כדין לתחומי המדינה, כל זאת בניכוי תקופת מעצרו של הנאשם (מיום 2.7.14).",,,,,,,,,,,,,,,,,,,,,
"בנוסף ביקשה ב""כ המאשימה להשית על הנאשם מאסר על תנאי ממושך וצופה פני עתיד וקנס כספי.",,,,,,,,,,,,,,,,,,,,,
"בפתח טיעוניו לעונש ציין ב""כ הנאשם את נסיבות חייו הקשות של הנאשם וטען כי המדובר בנאשם בן 25, בן למשפחה מרובת ילדים, האחראי לפרנסת שמונת  אחיו ואחיותיו ומי שסייע בפרנסת שני הוריו.",,,,,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"הסנגור טען, כי אמו של הנאשם הינה אישה חולנית מאוד הזקוקה לטיפולים ולתרופות.",,,,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"ב""כ הנאשם הוסיף וטען כי, אמנם אין להמעיט בחומרת העבירות שביצע הנאשם, אולם הסיבה לשמה נכנס הנאשם לתחומי המדינה, נעוצה ברצונו להרוויח כסף ולסייע בכך לפרנסת משפחתו, שכאמור מצויה במצב קשה מאוד.",,,,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"הסנגור הדגיש, כי אין בתיק כל ראייה המצביעה על כך שכוונתו של הנאשם הייתה להשתמש בנשק כדי לבצע עבירות ביטחוניות או פליליות ומטרתו הייתה אך כלכלית גרידא.",,,,,,,,,,,,,,,,[],,,,,
"עוד הטעים ב""כ הנאשם והוסיף כי, שעה שהשוטרים עצרו את הנאשם הוא לא הביע שום התנגדות, הודה בכל העבירות שביצע ומסר מדוע הביא את הנשק ואת תעודת הזהות.",,,,,,,['לא'],,,,,,,,,,,,,,
הסנגור הוסיף וציין את גילו הצעיר של הנאשם ואת עברו הפלילי הלא מכביד.,,,,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,
"בסיום טיעוניו לעונש, הגיש ב""כ הנאשם אסופת פסיקה בעבירות נשק, להמחשת עמדת ההגנה לעונש (נ/1) ועתר להשתת עונש של מאסר בפועל על הנאשם, לתקופה של  12 חודש בערך.",,,,,,,,,,,,,,,,,,,,,
"הסנגור טען, כי לדידו מתחם הענישה ההולם  בגין עבירת הנשק נע בין 6 חודשי מאסר בפועל לבין 12 חודשי מאסר בפועל ובגין העבירה של כניסה שלא כחוק לתחומי המדינה, בצד עבירת השימוש במסמך מזויף, נע בין חודשיים ל- 6 חודשי מאסר בפועל.",,[],[],[],,,,,,,,,,,,,,,,,
"יצויין כי הסנגור ביקש לאבחן בין פסקי הדין ת/4 לבין המקרה שבפנינו, בציינו כי במקרה דנן מדובר בנאשם שעברו אינו מכביד ובהחזקת כלי נשק פרימיטיבי ולפיכך, לדידו, מן הראוי להקל בדינו של הנאשם ולא ללמוד לענייננו גזרה שווה מאסופת הפסיקה ת/4.",,,,,,,,,,,,,,,,,,,,,
"הנאשם ביקש לומר את דברו בפני בית המשפט וציין, כי הגיע לישראל כדי לעבוד וכי הביא את הנשק על מנת למכור אותו.",,,,,,,,,,['בצע כסף'],,,,,,,,[],,,
"לדידי, מתחם העונש ההולם בגין העבירה של החזקה ונשיאת נשק, בנסיבות ביצוע העבירה בתיק זה, כמפורט לעיל, נע בין שנת מאסר בפועל ל- 3 שנות מאסר בפועל.",,[],[],[],,,,,,,,,,,,,,,,,
"לאמור לעיל יש להוסיף, במסגרת בחינת  הנסיבות העולות מסעיף 40ט לחוק העונשין התשל""ז-1977, כי ברי שאין עסקינן בעבירה אשר בוצעה באופן ספונטני, שכן מטבעה של העבירה שבפנינו ניתן ללמוד, כי מדובר בעבירה שקדם לה תכנון והנזק הפוטנציאלי, אשר יכול היה להיגרם כתוצאה מביצועה, הינו רב.",,,,,,,,,,,,,,,,,,,,,
"בתיתי את הדעת לאמור לעיל, כמו גם לעובדה שבתיק זה עסקינן בביצוע עבירה של כניסה לישראל שלא כחוק, בצד ביצוע עבירה נלווית שמטרתה להקל על השהייה הלא חוקית במדינת ישראל, הנני בדעה כי מתחם הענישה ההולם בגין ביצוע העבירה של כניסה לישראל שלא כחוק, בצד העבירה של שימוש במסמך מזויף, נע, בנסיבותיו של תיק זה, בין עונש של 4 חודשי מאסר בפועל לעונש של 8 חודשי מאסר בפועל.",,[],[],[],,,,,,,,,,,,,,,,,
"בהינתן הדעת לכך שבעברו של הנאשם שתי הרשעות קודמות בגין ביצוע עבירות דומות (כניסה ושהייה בישראל שלא כחוק), אשר לא הרתיעו את הנאשם מלשוב ולהיכנס שלא כדין לתחומי המדינה ובתיתי את הדעת, מנגד, להודאת הנאשם בהזדמנות הראשונה ולטיעוני הסנגור לגבי נסיבותיו האישיות של הנאשם, הנני בדעה כי העונש המתאים שיש לגזור על הנאשם בגין ביצוע העבירה של כניסה לישראל שלא כחוק, בצד העבירה של שימוש במסמך מזויף, הינו עונש של  6 חודשי מאסר בפועל.",,['6 חודשי מאסר בפועל'],[],[],,,,,,,,,,,,,,,,,
"לפיכך, עונש המאסר בפועל הכולל שיושת על הנאשם בתיק זה הינו עונש של 30 חודשי מאסר בפועל, בניכוי ימי מעצרו.",,['הנאשם קיבל 30 חודשי מאסר בפועל'],[],[],,,,,,,,,,,,,,,,,
"למאסר בפועל לתקופה של 30 חודשים, בניכוי ימי מעצרו של הנאשם (מיום 2.7.14).",,"['הנאשם קיבל 30 חודשי מאסר בפועל, בניכוי ימי מעצרו (מיום 2714)']",[],[],,,,,,,,,,,,,,,,,
"למאסר על תנאי לתקופה של 12 חודש למשך 3 שנים והתנאי הוא לבל יעבור עבירה מסוג פשע, לפי סעיף 144 לחוק העונשין ויורשע בגינה.",,[],['12 חודשי מאסר על תנאי'],[],,,,,,,,,,,,,,,,,
למאסר על תנאי לתקופה של 6 חודשים למשך 3 שנים והתנאי הוא לבל יעבור עבירה לפי סעיף 12(1),,[],['6 חודשי מאסר על תנאי'],[],,,,,,,,,,,,,,,,,
