text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
שיקול נוסף שיש להביא בחשבון הוא עברו הנקי של הנאשם.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,
"בנתן זה יש כדי לשמש שיקול מקל, הן בשל הסבירות כי בנסיבות אלה הוא לא ישוב ויבצע עבירות בעתיד, הן בשל ההנחה כי באין עבר פלילי, העבירה שבוצעה אינה משקפת דפוס התנהגות רווח.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"עוד נמצא כי הנאשם הוא בעל מוטיבציה לשקם את מצבו; כי הוא מביע נכונות להמשיך את השתלבותו בקבוצת הטיפול אגב שמירה על תפקוד תקין וצמצום קשרים שליליים; וכי הוא עורך שינויים בדפוסי חשיבתו והתנהגותו, תוך שימוש בכלים שקיבל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עוד עמד השירות על התהליך ההדרגתי שהנאשם עבר, על התקדמותו העקבית ככל שחולף הזמן ועל השיפור המשמעותי ברמת ההפנמה של המעשים שחל בו.",,,,,,,,,,
"בהסתכלות כוללת, נראה כי הנאשם עובר תהליך ממשי, המשקף שיפור והתקדמות מפעם לפעם; כי הוא בעל מוטיבציה; כי הוא רתום לתהליך; וכי הוא מבקש לפתוח דף חדש בחייו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"הנתונים המפורטים בתסקיר בד בבד עם הודייתו של הנאשם בעבירה והחרטה שהביע; גילו הצעיר; אופייה החד פעמי של העבירה; וקיומה של משפחה נורמטיבית ותומכת ברקע; מצביעים לטעמי על סיכוי של ממש כי הנאשם ישתקם, באופן המצדיק לתת לו הזדמנות לשוב אל המוטב ללא שירצה עונש מאסר מאחורי סורג ובריח.",,"['1 : כן', '2 : כן', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
9 חודשי מאסר בפועל שירוצו בדרך של עבודות שירות.,,,,,,,,['9 חודשי מאסר בפועל'],[],[]
תשעה חודשי מאסר על תנאי למשך 3 שנים לבל יעבור עבירת סמים.,,,,,,,,[],['הנאשם קיבל 9 חודשי מאסר על תנאי'],[]
"קנס בסכום של 35,000 ₪ או שלושה חודשי מאסר תמורתו.",,,,,,,,[],[],"['35,000 ₪']"
"אני מעמיד את הנאשם בפיקוח של שירות המבחן לתקופה של שנה, כדי שיעבור טיפול ייעודי, בהתאם להמלצה בתסקיר.",,,,,,,,,,
