text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"כמו כן, הנאשם הביע רצון להשתתף בקבוצה טיפולית בשירות המבחן, מה שמעיד על לקיחת אחריות ועל רצון לשקם את חייו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לאור כל האמור לעיל, שירות המבחן המליץ להעמיד את הנאשם בצו מבחן למשך שנה, אשר במהלכו ישתלב בטיפול קבוצתי לדפוסים עברייניים בשירות המבחן.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"ב""כ המאשימה לא הגישה ראיות לעונש, וב""כ הנאשם הגיש מסמכים רפואיים בדבר טיפולים שהנאשם ורעייתו עוברים, ותעודה בדבר שירותו של הנאשם במילואים במסגרת מלחמת חרבות ברזל (נ/1).",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : כן', '10 : לא', '11 : לא']",,,,,,,,
"כמו כן, מטעם הנאשם העיד אביו, אשר מסר כי הנאשם עבר תהליך כואב וארוך מאוד, אשר המשפחה כולה השתתפה בו, וכיום הוא בן ובעל למופת.",,"['1 : לא', '2 : כן', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עוד הוא הוסיף, כי המשפחה תמשיך לתמוך בנאשם ותעמוד מאחוריו בכל אשר יידרש.",,,,,,,,,,
"לעניין נסיבות ביצוע העבירה בענייננו, ב""כ המאשימה טענה כי מדובר בסם מסוכן בעל השפעות קשות, בכמות לא מבוטלת של 1,300 מ""ל, אשר מספיקה למספר שימושים.",,,,['הסוג של הסמים הוא סם מסוכן'],"['1,300 מ""ל - יחידות: מ""ל (מיליליטר)']",,,,,
"עוד ביקשה ב""כ המאשימה לתת משקל לתכנון שקדם לביצוע העבירה, ולקבוע כי הנאשם הוא האחראי הבלעדי לתכנון הייבוא וניהל את התוכנית לשימוש בסם באותו יום.",,,,,,,,,,
"לדבריה, אין משמעות לעובדה שהנאשם לא ייבא את הסם למטרות רווח, שכן הוא נועד לשמש לא רק אותו אלא גם אחרים, ולכן פוטנציאל הנזק קיים.",,,,,,,,,,
"אשר למיקום עונשו של הנאשם בתוך מתחם העונש ההולם- ציינה ב""כ המאשימה, כי מדובר בנאשם בן 31, נעדר הרשעות קודמות, אשר שירת כלוחם בשירות צבאי מלא, נשוי, עובד למחייתו, ותסקיר שירות המבחן בעניינו חיובי מאוד.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"היא הוסיפה, כי הנאשם לקח אחריות מלאה על מעשיו, והיום הוא מודע לנזקים ולהשלכות שקיימים בביצוע העבירה, וכי מתסקיר שירות המבחן עולה שהנאשם עבר תהליך של חקירה עצמית עמוקה ושינוי מחשבתי, מקפיד לשמור על החוק והסדר החברתי ומבטא נכונות להשתלב בטיפול.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"ב""כ המאשימה מסרה, כי לאחר התלבטות רבה, הנובעת בעיקרה מכך שהנאשם ניהל את התיק ולקח אחריות בשלב מאוחר, היא סבורה כי מוצדק לסטות ממתחם העונש ההולם ולהעדיף את הפן השיקומי בעניינו של הנאשם.",,,,,,,,,,
"ב""כ המאשימה הפנתה לתסקיר שירות המבחן שתיאר את השינוי המהותי בדפוסי החשיבה של הנאשם ובכל הקשור לשימוש בסמים, ולהתרשמותו בדבר חרטה כנה ואמתית ונכונותו להשתתף בקבוצה טיפולית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"ב""כ הנאשם טען, כי הרקע לביצוע העבירה הוא התנסותו של הנאשם בשתיית חליטת איוואסקה במהלך טיול בקולומביה, שם הדבר מותר, אשר השפיעה והציפה אצלו הבזקים מפגיעות שחווה בילדותו, אשר השפיעו באופן לא מודע על חייו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"אשר לנסיבות שלאינן קשורות לביצוע העבירה- התייחס ב""כ הנאשם לתסקיר שירות המבחן ולעולה ממנו אודות קורותיו של הנאשם, הרקע לביצוע העבירה, לקיחת האחריות והבנתו העמוקה את מעשיו.",,,,,,,,,,
"עוד ציין, כי הנאשם שירת כלוחם בחטיבת גולני, התנדב ומתנדב בשירות מילואים ארוך במסגרת מלחמת חרבות ברזל, ועם פרוץ המלחמה ניתן לנאשם אישור להתגייס לשירות מילואים חרף התיק התלוי והעומד נגדו, והנאשם תרם ותורם לחברה בתקופה הקשה בה המדינה מצויה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"ב""כ הנאשם עמד על כך שמדובר באירוע יחיד שארע לפני שלוש וחצי שנים, כאשר מאז הנאשם התחתן והוא ורעייתו נמצאים בהליכים רפואיים כמתואר ב-נ/1.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"בנוסף, טען כי הנאשם עצמאי ומפרנס עיקרי, והטלת ענישה, ולו בדרך של עבודות שירות, תפגע בו ובמשפחתו המתהווה.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עוד הוסיף הנאשם ואמר, כי הוא אוהב את המדינה, תרם לה וימשיך לתרום לה ובמקביל לדאוג לו ולמשפחתו.",,,,,,,,,,
"כמו כן מסר, כי כיום הוא נשוי, יש לו עסק משגשג ומצליח עם שלושה עובדים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"אשר לנסיבות ביצוע העבירה בענייננו- הנאשם ייבא מקולומביה לישראל נוזל אייואסקה, אשר מכיל את הסמים המסוכנים די.אם.טי והארמין, במשקל 1,300 מ""ל, אשר יכול להספיק למספר שימושים.",,,,"['הסוג של הסמים הוא DMT ו-Harmine, כפי שמצוין בטקסט: ""הנאשם ייבא מקולומביה לישראל נוזל אייואסקה, אשר מכיל את הסמים המסוכנים די.אם.טי והארמין, במשקל 1,300 מ""ל,']","['הכמות של הסמים היא [1300 - מ""ל] (יחידה אחת)']",,,,,
"בנוסף שקלתי שחלקו של הנאשם בביצוע העבירות הוא בלעדי, שכן הנאשם הזמין את הסמים המסוכנים לישראל, קיבל אותם לידיו באופן אישי, וניסה לספק אותם לחבריו ובהמשך לשבש את החקירה.",,,,,,"['לא בעל המעבדה, בעל הסמים']",,,,
"נוסף על כך, שקלתי כי לעבירה קדם תכנון, כאשר אף לאחר שנודע לנאשם על שחרור החבילה שהזמין מקולומביה ונתפסה בנמל התעופה, הוא נקט פעולות שונות על מנת לוודא שהחבילה תגיע לידיו בבטחה.",,,,,,,,,,
"ברם, על כל פנים, אין מחלוקת כי הנאשם הזמין את הסם עבור עצמו ועבור חבריו, בכמות לא גדולה, ולא למטרות סחר ורווח כספי, כאשר בהזמנתו את הסם מחברו בקולומביה התנהל הנאשם בחובבנות יחסית ולא בתחכום רב.",,,,,,"['הנאשם הזמין את הסם עבור עצמו ועבור חבריו, כלומר הוא היה בעל הסמים. עם זאת, לא נאמר שהוא היה בעל המעבדה']",,,,
"כמו כן, עבירת השיבוש שביצע הייתה ספונטנית, לא מתוחכמת ולא מתוכננת, כאשר הנאשם נבהל מכניסת השוטרים לביתו וזרק את הבקבוק עם הסם מחלון חדרו.",,,,,,,,,,
"אשר לנסיבות שאינן קשורות בביצוע העבירות- שקלתי, כי מדובר בנאשם שהוא כיום בן 31, נשוי ועובד למחייתו, ונעדר הרשעות קודמות.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"עוד שקלתי כי לעונש תהיה השפעה שלילית על משפחתו של הנאשם, ובפרט על רעייתו ובשים לב לטיפולים הרפואיים שהזוג עובר בימים אלה (נ/1), וכן גם על העסק שהנאשם מנהל ועובדיו.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עם זאת, כבר בחקירתו הראשונה הנאשם הודה שהוא זה שייבא את החבילה מקולומביה שנתפסה, כי מדובר במשקה אייוואסקה, והסביר איזו כמות יש לשתות בכל שימוש, מה השפעת החומר ומדוע הזמין אותו.",,,,['הסוג של הסמים הוא אייוואסקה (Ayahuasca)'],,,,,,
"על כל פנים, כפי שעולה הן מדברי הנאשם לפניי והן מהתרשמות שירות המבחן, כיום הנאשם לוקח אחריות מלאה על מעשיו ומביע חרטה עליהם, מבהיר התנגדותו לשימוש בסמים ומוכן להשתתף בטיפול.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"נוסף על כך, בענייננו מדובר במי שמנהל אורח חיים נורמטיבי, ומאז פרוץ מלחמת חרבות ברזל, אף שירת תקופה ממושכת במילואים ותרם להגנת המדינה בשעתה הקשה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"יודגש, כי נוכח התנאים המגבילים שבהם היה מצוי הנאשם בעת שפרצה המלחמה, הוא לא נדרש למילואים אלא פנה מיוזמתו בבקשה לקבל אישור מיוחד שיאפשר לו להתגייס ולתרום למערכה, וכל זאת תוך שההליך הפלילי נגדו מתנהל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : כן', '10 : לא', '11 : לא']",,,,,,,,
"כמו כן, שקלתי את נסיבות חייו של הנאשם שהייתה להן השפעה על ביצוע מעשה העבירה, מהן עולה כי התנסותו של הנאשם בסם האיוואסקה בקולומביה, והזיכרונות מהפגיעה שהתעוררו בו בעקבותיו, הביאוהו להזמין כמות נוספת כשחזר לישראל, על מנת להמשיך בריפוי נפשו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לבסוף, שקלתי כי חלפו קרוב לארבע שנים מאז ביצוע העבירות, אשר במהלכן לא ביצע הנאשם עבירות נוספות, וכי מדובר בתקופה ארוכה במהלכה עמדה מעל הנאשם עננת ההליך הפלילי.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"אני סבורה, כי הנאשם עבר שינוי משמעותי בהתנהלותו ובתפיסותיו, לקח אחריות מלאה למעשיו והביע חרטה כנה עליהם, הוא מנהל אורח חיים נורמטיבי, שומר חוק ותורם לחברה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לצד זאת, הדגיש שירות המבחן את הדרך המשמעותית שעבר הנאשם מאז ביצוע העבירה, ואם קודם לה הוא פעל לעתים בדפוס של טשטוש ובהיעדר יכולת להעריך נזקים אפשריים, הוא עבר מאז תהליך של חקירה עצמית עמוקה והגיע לשינוי מחשבתי וכיום שוקל מעשיו באופן מחושב.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"כמו כן, הנאשם ביטא נכונות להשתלב בקבוצה טיפולית לטיפול בעבריינות בשירות המבחן, אשר מתמקדת בפיתוח מודעות לדפוסים מכשילים, והוא עתיד להשתלב בה בחודשים הקרובים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"6 חודשי מאסר שירוצו בדרך של עבודות שירות בבית העלמין בית שמש, החל מיום 15.8.24  או בכל מועד אחר שיתואם עם הממונה על עבודות השירות.",,,,,,,,['הנאשם קיבל 6 חודשי מאסר שירוצו בדרך של עבודות שירות בבית העלמין בית שמש'],[],[]
"12 חודשי מאסר אשר הנאשם לא ירצה, אלא אם יעבור בתוך 3 שנים מהיום על כל עבירת סמים מסוג פשע.",,,,,,,,[],['12 חודשי מאסר על תנאי'],[]
"3 חודשי מאסר אשר הנאשם לא ירצה, אלא אם יעבור בתוך 3 שנים מהיום על כל עבירת סמים מסוג עוון.",,,,,,,,[],['3 חודשי מאסר על תנאי'],[]
"קנס כספי בסך 10,000 ₪ או חודש מאסר תחתיו.",,,,,,,,[],[],"['10,000 ₪']"
צו מבחן למשך שנה מהיום.,,,,,,,,,,
