text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"לדבריו הנאשם הודה מיד, שיתף פעולה באופן מלא, חסך זמן שיפוטי, לדבריו עסקינן במעידה חד פעמית, הנאשם נעדר עבר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : כן', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
לדבריו מאז האירוע הנאשם לא משתמש יותר בסמים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"ציין שלוקח אחריות, שהפיק לקחים,  שהתיק הזה והתיק התעבורתי כבר מתנהלים 3 שנים.",,,,,,,,,,
"מהמכתבים עולה כי הנאשם מועסק במקום מזה 11 שנה, נמנה על העובדים הנאמנים ביותר, ההליך הפלילי עלול לפגוע בניידותו בעולם במסגרת עבודתו (לצורך השתתפות בכנסים והכשרות מקצועיות) ועלול לפגוע ביכולתו לבצע את המשימות השוטפות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"נתתי דעתי לכך כי גידל 3 שתילים בעציצים קטנים, במשקל לא ידוע.",,,,,,,,,,
"נתתי דעתי כי לצורך הגידול הקים הנאשם בביתו ""מעבדה קטנה"" בחדר השינה והצטייד בציוד רב, הגם שבהיקפים קטנים: יריעת בד שחורה מונחת בצורת אוהל, מנורות לד, מד טמפרטורה, מאוורר, מד זמנים, מזרקים, 2 גלונים, צינור אוורור, שק דישון, גליל, 20 מוטות מתכת, 6 בקבוקי דישון, משקל.",,,,,['הכמות של הסמים היא [20 - גרם]'],,['כן'],,,
קנבוס במשקל 246.47 גר' נטו (מס' עציצים לא צוין) בנוסף החזיק חשיש לצריכה עצמית.,,,,['הסוג של הסמים הוא קנאביס'],['הכמות של הסמים היא [246.47 - גרם]'],,,,,
במשקל 2.5 גר' נטו וכן כלי מעבדה.,,,,,['הכמות של הסמים היא [2.5 - גרם]'],,,,,
לאור כל המפורט לעיל  אני קובעת כי מתחם העונש ההולם לעבירות בנסיבות שבפני שכוללות גידול 3 שתילי קנבוס בעציצים קטנים והחזקת סם מסוכן לצריכה עצמית במשקל כולל של 2.3  גרם נע ממאסר מותנה ועד 8 חודשי מאסר.,,,,['הסוג של הסמים המוזכרים בטקסט הוא קנבוס (קנאביס)'],['הכמות של הסמים היא [2.3 - גרם]'],,,,,
"הצורך בהנחיה זו נבע מהעליה בהיקף החשודים המעורבים בביצוע עבירה של גידול סם בהיקף מצומם, ושעד למעידה זו היו בגדר אזרחים נורמטיביים.",,,,,,,,,,
באשר לעבר רלוונטי – לנאשם אין כלל הרשעות קודמות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,
באשר למדיניות העמדה לדין בעבירות של החזקת סמים לצריכה עצמית:,,,,,,,,,,
"על פי החוק החדש, בעבירות של החזקת סם לצריכה עצמית למי אשר עומד בקריטריונים מבחינת העדר הרשעות קודמות באותו תחום, קריטריונים שפורטו בחוק, תיקים יסגרו מבלי לשקול שיקולי שיקום ומבלי לשקול קיומו של נזק קונקרטי.",,,,,,,,,,
"זאת ועוד, הנאשם גם עבר עבירה של גידול סמים, עבירה שלגביה אין תיקון חקיקה בחוק הסמים המסוכנים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם בן 33, נעדר הרשעות קודמות, מנהל אורח חיים נורמטיבי (למעט העבירות נשוא תיק זה).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם הודה במיוחס לו, לקח אחריות מלאה, חסך זמן שיפוטי.",,,,,,,,,,
חלפו למעלה משנתיים וחצי מביצוע העבירות ולא נפתחו תיקים חדשים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : כן', '11 : לא']",,,,,,,,
כמות הסם שהנאשם גידל והחזיק היא מועטה.,,,,,,,,,,
"ההחזקה היא לצריכה עצמית, ועל פי האינדיקציות גם הגידול נועד לצריכה עצמית (על מנת להימנע מקשר עם גורמים עברייניים).",,,,,,,,,,
הנאשם חדל להשתמש בסמים מאז ביצוע העבירה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"הנאשם מסר בדיקות לאיתור שרידי סם, הן לשירות המבחן והן ליחידה לטיפול בהתמכרויות באשקלון, כל הבדיקות שנפרסו על פני חודשים, נמצאו נקיות משרידי סם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
אבחון שנערך לנאשם ביחידה לטיפול בהתמכרויות העלה כי הנאשם לא פיתח תלות רגשית וגופנית לסם.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"וכאמור, אין עסקינן בבגיר צעיר, אלא בנאשם בן 33.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"באשר לרכיב הפסילה, בשים לב שעסקינן בהרשעה ראשונה בניגוד לפקודת הסמים המסוכנים, ובשים לב  שיומיים לאחר ביצוע עבירה זו ביצע הנאשם עבירה של נהיגה תחת השפעת סמים ונדון בגינה לפסילה ממושכת, הפסילה שתוטל בזו הפעם תהיה פסילה סמלית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"הנאשם יחתום על התחייבות כספית בסך 3,000 ₪ להימנע מביצוע עבירות בהן הודה והכל תוך שנה מהיום.",,,,,,,,[],[],[]
הנני מטילה על הנאשם צו לביצוע  250 שעות שירות  לתועלת הציבור וזאת במשך שנה.,,,,,,,,[],[],[]
"פסילה מלהחזיק ומלקבל רישיון נהיגה לתקופה של 6 חודשים וזאת על תנאי למשך 3 שנים שהנאשם לא יעבור עבירה בניגוד לפקודת הסמים המסוכנים [נוסח חדש] התשל""ג 1973.",,,,,,,,[],[],[]
