text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"ב""כ הנאשם טען כי גם כב' השופט שגיא היה ערך לכברת הדרך השיקומית שעובר הנאשם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"טען ב""כ הנאשם כי מדובר בנאשם בן 30, נשוי, אב לשני ילדים, אשתו בהריון בחודש שמיני, אחד מילדיו אובחן עם בעיות קשב וריכוז, אובחן על הרצף האוטיסטי.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
ציין כי הילד קשור לנאשם.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
הנאשם נעדר עבר פלילי קודם.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"שבמהלך ההליך, פתח עסק לאפיית מצות וכי העסק רובו ככולו תלוי בנאשם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"ב""כ הנאשם טען כי  העסק מעסיק מס' רב של עובדים  ובמידה ויוטל על הנאשם עונש מאסר, יפוטרו כאשר גם שמשפחתו של הנאשם חיה מהעסק הזה.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
כשהנאשם המפרנס היחיד בבית.,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
הנאשם לקח אחריות וכבר בהליך החקירות הודה.,,,,,,,,,,
"ב""כ הנאשם טען כי כל עדי האופי שהעידו השינוי העמוק שחל בנאשם מרגע יציאתו מהמעצר דרך שרות המבחן והליכי הטיפול בשרות המבחן.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
ציין כי בדירה לא נתפסו משקלים ושקיות המוכנות להפצה.,,,,,,,,,,
"טען כי מדובר בהליך שיקומי אינטנסיבי של פרק זמן, של מעל שנה וחצי, תוך הבעת נכונות מלאה לתהליך השיקום ורכישת כלים ומיומנויות לשתף את הקרובים אליו בקשיים אותם הוא עובר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"ב""כ הנאשם ציין כי הנאשם עבר כברת דרך אשר עתידה להימשך אף לאחר גזר הדין, כל זאת במידה ובית המשפט יורה על צו מבחן, ועונש מאסר בדרך של עבודות שירות.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"ב""כ הנאשם חזר ואמר כי הנאשם הבין את הפסול במעשיו, הביע חרטה אמיתית וכנה.",,,,,,,,,,
"טען כי בשים לב למורכבות המשפחתית עם מצבו של בנו וכן אשתו ההרה ביקש מבית המשפט להטיל על הנאשם עונש של 6 חודשי מאסר לריצוי בדרך של עבודות שירות וצו מבחן, כהמלצת שרות המבחן.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"ציין כי עבר שיעור לכל החיים, הבין את הערך של המשפחה, של הילדים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בעניינו של הנאשם התקבל תסקיר שרות מבחן למבוגרים מיום 17.5.23 לפיו  הנאשם כבן 29 המנהל אורח חיים חרדי, נשוי ואב לשני קטינים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"שיתף את שרות מבחן כי מגיל צעיר סבל מבעיות קשב וריכוז וסיים 13 שנ""ל במסגרות דתיות, יצא לשוק העבודה ובהמשך קיבל פטור משרות צבאי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
עבד לאורך השנים ולאחרונה פתח עסק עצמאי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
הנאשם שיתף את שרות מבחן אודות מצבו המשפחתי וכן היות בנו הצעיר בשלבי אבחון לגבי מוגבלותו בשל בעיות התפתחות.,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
שרות מבחן ציין כי אין לנאשם הרשעות קודמות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,
"בהתייחסותו לעבירה הנוכחית הוא לקח אחריות, ביטא צער וחרטה בגינם לצד הכרה בחומרתם.",,,,,,,,,,
"תיאר את הרקע למעשיו, מעורבות בהימורים שהחלה כנער בישיבה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם מסר כי כיום אינו נמצא בקשר עם גורמים שוליים, אינו חייב כספים, שיתף את הקשיים שחווה בעת מעצרו.",,,,,,,,,,
הדגיש כי כיום פועל לשיקום מצבו באמצעות טיפול.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"שרות מבחן מציין כי הנאשם נרתם מההליך הטיפולי, מקפיד להגיע למפגשים פרטניים ומשתתף בקבוצה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"נערך לנאשם הערכת סיכון לעבריינות וסיכויי לשיקום ממנו עולה כי שרות מבחן מתרשם כי הנאשם אינו מאופיין בדפוסי חשיבה שוליים מושרשים ולו כוחות ויכולת, לצד מוטיבציה לנהל אורח חיים תקין.",,,,,,,,,,
שרות מבחן ציין כי בשקלול כל הנתונים מדובר במעורבות ראשונה ויחידה שעליה לקח אחריות וניכרים מאמציו לשינוי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לפיכך שרות מבחן ממליץ על הטלת צו מבחן למשך שנה, במסגרתו ימשיך בהליך הטיפול והשיקום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בעניינו של הנאשם התקבל תסקיר שרות מבחן למבוגרים מיום 27.11.23 לפיו עולה כי הנאשם השתלב בקבוצה ייעודית, דווח כי הנאשם נמצא בשלב ראשוני אך הביע מוטיבציה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
ועולה מהתסקיר כי התחזקה התרשמות שרות מבחן ממאמציו של הנאשם לעריכת שינוי משמעותי וחיובי.,,,,,,,,,,
במהלך הדחיה לא נפתחו לנאשם תיקים נוספים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : לא', '11 : לא']",,,,,,,,
"שרות מבחן מציין התרשמות ממאמציו של הנאשם לערוך שינוי וכי סבורים שבהליך שיקום זה יש בכדי להפחית מן הסיכון להישנות ביצוע עבירות דומות, לפיכך שרות מבחן חזר על המלצתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"כפי שניתן לראות מדיניות הענישה הנוהגת בעבירות של גידול סם במשקל סביב ה- 50 ק""ג היא די אחידה והיא נעה בין 18- 36 חודשי מאסר.",,,,,"['50 ק""ג - ק""ג (קילוגרם)']",,,,,
עיינתי בתסקירי שירות המבחן ואכן נראה כי הנאשם השתלב בהליכי שיקום.,,,,,,,,,,
חשוב לזכור כי הנאשם מצוי בהליך טיפולי מאז חודש אוקטובר 2022 עת החל את הטיפול ביחידה להתמכרויות בבני ברק.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
בקשר עם שירות המבחן הנאשם שולב בהליך טיפולי במסגרת שירות המבחן רק בחודש מרץ 2024 בשל קושי להשתלב בקבוצה אחרת והוא נמצא כעת בשלב ראשוני והתחלתי של ההליך.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
בית המשפט היה מצפה בשלב זה לאחר שנה וחצי של טיפול כי הנאשם יהיה בשלבים מתקדמים מאד של הטיפול לפני סיומו ולא במקום בו הוא מצוי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"על פניו ההתרשמות מהאמור בתסקירים ומידת ההתקדמות של הנאשם היא כי המוטיבציה לשיקום של הנאשם אינה ברמה כזו שהנאשם מקדם את הליך השיקום, אלא ההתרשמות כי הנאשם עושה מאמצי שיקום לצורך היחלצות ממאסר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בנסיבות האמורות בהתחשב בהליך טיפולי שנראה על פניו כהליך מדשדש ומתקדם באיטיות נוכח העובדה כי מוצע ע""י שירות המבחן צו מבחן של שנה, שלא ברור לאור התנהלות הנאשם כי יש בו די.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
ואולם על מנת לחזק את הנאשם בהתחשב במאמצים שערך תקופה ארוכה יש מקום לחריגה מסוימת מהמתחם בשל הליכי השיקום להם נרתם ובתקווה שאכן נתרם מהם.,,,,,,,,,,
אני דן את הנאשם לעונש מאסר למשך 12 חודשים (בניכוי ימי מעצרו 18.07.22 ועד 14.09.22).,,,,,,,,"['הנאשם קיבל 12 חודשי מאסר, שזה המאסר בפועל (בניכוי ימי מעצרו)']",[],[]
אני דן את הנאשם למאסר למשך 9 חודשים וזאת על תנאי למשך שלוש שנים.,,,,,,,,[],['9 חודשים'],[]
"הנאשם ישלם קנס בסך 5,000 ₪ או 50 ימי מאסר תמורתם.",,,,,,,,[],[],"['5,000 ₪']"
אני מכריז על הנאשם סוחר סמים ומורה על חילוט הרכוש כאמור בכתב האישום.,,,,,,,,[],[],[]
