text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"לדבריו, הוא קיבל הזדמנות להשתקם וניצל אותה, וכיום הוא בעל עסק עצמאי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"ב""כ המאשימה ציין שהנאשם ללא עבר פלילי, והיה הראשון להודות מבין הנאשמים האחרים בפרשת הסוכן.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,
בנוסף ציין כי הנאשם לא נטל אחריות לביצוע העבירות בפני שירות המבחן.,,,,,,,,,,
עוד הפנה למצב ההישרדותי בו מצוי הנאשם בגילו הצעיר ולכך שנאלץ לעזוב את ספסל הלימודים כדי לסייע למשפחה.,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לטענתו, הנאשם צבר חובות לשוק האפור על מנת לסייע למשפחתו, תוך שהדגיש את הקושי להתמודד עמם בחברה בה חי ביפו.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
בהקשר זה הפנה לכך שאחיו של הנאשם הותקף בברוטליות כשניסה לסייע לנאשם בהקשר זה.,,,,,,,,,,
"ב""כ הנאשם הפנה לכך שהנאשם נעדר עבר פלילי והראשון שהודה בפרשה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עוד ביקש כי אתחשב במצבו ההישרדותי והנפשי של הנאשם, ובתקופה בת ה- 4 חודשים בה היה נתון במעצר בפיקוח אלקטרוני לאחר שהיה עצור למשך 3 חודשים.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"בנוסף הדגיש כי כיום חי הנאשם אצל גיסו המסייע לו, ועובד ומנהל בית עסק בבעלות גיסו שעות ארוכות מידי יום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
הנאשם הבהיר כי הוא נוטל אחריות לביצוע העבירות ומודה בביצוען.,,,,,,,,,,
"בעניינו המדובר כאמור בסחר בסם מסוג קוקאין לסוכן משטרתי בשתי הזדמנויות, עמו הייתה לנאשם היכרות מוקדמת.",,,,['סוג הסמים הוא קוקאין'],,"['לא בעל המעבדה, בעל הסמים']",,,,
"משקל הסם בו סחר הנאשם אינו מבוטל ועומד על 96.71 גרם תמורת 23,500 ₪.",,,,"['סוג הסמים הוא מריחואנה. הטקסט מציין שהנאשם סחר ב-96.71 גרם מריחואנה תמורת 23,500 ₪']",['96.71 - גרם'],,,,,
"נתתי דעתי לזמינות הסם לנאשם (אשר אף יזם את העסקה הראשונה) תוך תכנון, היערכות ותיאום לביצוע העסקאות.",,,,,,,,,,
"הנסיבות מלמדות שאין המדובר במי שהתנהל באופן חד פעמי ואימפולסיבי לסחר בסם, בין אם מעורב גורם נוסף שאת שמו לא מסר הנאשם ובין אם לאו.",,,,,,['לא בעל המעבדה'],,,,
"הנאשם בן 26, ללא עבר פלילי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"שקלתי את גורמי הסיכון במצבו של הנאשם על פי התסקיר, וביניהם חומרת העבירות, עמדותיו המקלות בתחום הסמים, שימוש בקנאביס ללא רישיון, קשייו בקבלת אחריות על מעורבותו, עמדתו הקורבנית והמצמצמת, והמשקעים הרגשיים עמם מתמודד אשר טרם עובדו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"לצד זאת, את גורמי הסיכוי לשיקום הכוללים את שאיפותיו לנהל אורח חיים נורמטיבי, את השתלבותו לאחרונה בעבודה והבעת הרצון מצדו להשתלב בטיפול בתחום בריאות הנפש.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בנוסף, נתתי דעתי לנסיבות חייו הקשות של הנאשם ולטרגדיה שפקדה את משפחתו במותם של שני אחיו, מה שהביא לקריסת המשפחה כפי שעולה מדברי אמו ואחיו, ומדברי הנאשם עצמו.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
אמנם הנאשם לא נטל אחריות לביצוע העבירות בפני שירות המבחן (חרף הודייתו בבית המשפט במועד הכרעת הדין) והרושם שהתקבל אצל שירות המבחן הוא כי הנאשם מחזיק בעמדה קורבנית (הגם שהצליח להתייחס לדרכי פעולה אלטרנטיביות בהן יכול היה לפעול בעת ביצוע העבירות).,,,,,,,,,,
"לאחר בחינת כלל המפורט לעיל, בשים לב לכך שהנאשם הוא הראשון מבין המעורבים אשר הודה בביצוע העבירות ולחיסכון בזמן שיפוטי ובעדות הסוכן שלצד הודייתו, לאור התרשמותי כי הנאשם עושה מאמץ להתנתק מהמעגל העברייני ולנהל אורח חיים נורמטיבי, תוך שהוא מתגורר עם אחותו וגיסו המסייע לו, עובד בעסק של גיסו בטירה שעות ארוכות, ולדבריו ניתק את קשריו השוליים – שוכנעתי כי נסיבותיו הקונקרטיות ובכללן התמודדותו בתחום בריאות הנפש מצדיקות את מיקום עונשו בתחתית מתחם העונש שנקבע, וכך אני מורה.",,"['1 : כן', '2 : כן', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"מאסר בפועל לתקופה של 30 חודשים בניכוי ימי מעצרו של הנאשם בקשר לתיקי המעצר הקשורים (מ""י 27549-06-22 ומ""ת 54035-06-22) בין הימים 13.6.2022 ו-11.9.2022.",,,,,,,,,,
"מאסר על תנאי למשך 9 חודשים לתקופה של 3 שנים, והתנאי שהנאשם לא יעבור כל עבירה על פי פקודת הסמים המסוכנים.",,,,,,,,[],['9 חודשים'],[]
