text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"בתסקיר שירות מבחן מיום 14.1.24 דיווח שירות המבחן כי בתקופת הדחייה נשמרה שגרה חיובית בחייו, הוא מתגורר בבית הוריו, עובד באופן חלקי כמורה מחליף בבי""ס יסודי וכן מסיע בעסק של הוריו ומפעיל יזמויות שונות על מנת להגדיל את הכנסותיו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"לדבריו, שוקל גם לימודים גבוהים בהמשך.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עם זאת הוערך כי יהיה בכך לפגוע בדימויו העצמי, ובאמון שלו ביכולותיו, ובהמשך גם בסיכוייו להתבסס בשוק העבודה, כאשר ההרשעה תהווה אבן נגף בפני מעסיקים שונים, ובפרט באם יקדם תוכנותיו ללימודים גבוהים.",,"['1 : כן', '2 : לא', '3 : כן', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בנוסף, הנאשם בן 29, התארס לאחרונה, לקח אחריות באופן מיידי כבר בישיבה הראשונה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עוד הוסיף הסנגור כי הנאשם נכה, בעל 42% נכות, מחזיק ברישיון לקנביס והעבירה זרה לאורח חייו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
לגבי ההרשעה הוסיף שהנאשם עובד כמורה מחליף בבית ספר והוא בעל רשיון תיווך ואלו עלולים להיפגע כתוצאה מהרשעה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
סיפר שביצע תפקידי הדרכה בצבא וכיום הוא מורה ובעל רשיון תיווך ובעתיד הוא מעונין לגשת לבחינה הפסיכומטרית וללמוד לימודי משפטים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
דברים אלו נאמרו לגבי החזקה של 229 גר' קנביס והם נכונים מקל וחומר מקום שמדובר בסחר שבוצע באמצעות טלגרם כמו במקרה שלפני.,,,,['הסוג של הסמים הוא קנאביס'],"[""229 גר' - גרם""]",,,,,
"בענייננו הנאשם סחר בסם באמצעות אפליקציית ""טלגרם"" כאשר מכר לאחרת סם מסוכן מסוג קנאביס במשקל 4.62 גרם נטו, וזאת בתמורה ל-300 ₪ ובנוסף החזיק ברכבו 92 שקיות ובתוכן סם מסוג קנאביס במשקל כולל של כ-300 גרם נטו.",,,,['סוג הסמים הוא קנאביס'],['הכמות של הסמים היא [300 - גרם]'],,,,,
מתחם העונש ההולם –מדובר בעבירת סחר בודדת לצד החזקת סמים לצריכה עצמית בכמות ובנסיבות שמתיישבות עם הפצת סמים.,,,,,,,,,,
"חסר מענה לשאלה האם הנאשם סובל מהתמכרות לסמים וצורך מעבר לכמות לה זכאי על פי מרשם רפואי, חסר מענה לשאלה כיצד הוא מתמודד כעת עם המחסור או עם התמכרות או כיצד חדל מכך.",,,,,,,,,,
"נתתי משקל למצבו הרפואי ולנכות ממנה סובל, לתפקודו התורם הן בשירות צבאי והן בעסקיו הפרטיים ובעיקר נתתי משקל לשמירה על שאיפות נורמטיביות לעתיד שבכוחן לשמור על הנאשם מפני הסתבכויות נשנות.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
יש לחזק את הנאשם שעד היום היה ללא הרשעות קודמות והוא הצליח לסלול לעצמו דרך חיובית השונה מהדרך שלתוכה גדל.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
4 חודשי מאסר בפועל שירוצו בעבודות שירות.,,,,,,,,['4 חודשי מאסר בפועל'],[],[]
6 חודשי מאסר על תנאי לתקופה של 3 שנים והתנאי הוא שהנאשם לא יעבור עבירה מסוג פשע לפי פקודת הסמים המסוכנים.,,,,,,,,[],['6 חודשי מאסר על תנאי'],[]
3 חודשי מאסר על תנאי לתקופה של 3 שנים והתנאי הוא שהנאשם לא יעבור עבירה מסוג עוון לפי פקודת הסמים המסוכנים.,,,,,,,,[],['3 חודשי מאסר על תנאי'],[]
"קנס בסך 1,500 ₪.",,,,,,,,,,
פסילת רשיון נהיגה למשך 3 חודשים וזאת על תנאי שלא יעבור עבירה לפי פקודת הסמים המסוכנים במשך שלוש שנים.,,,,,,,,[],[],[]
"חילוט בסך 1,740 ₪ לטובת קרן החילוט-סמים.",,,,,,,,,,
