text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"בפתח טיעוניה לעונש הגישה ב""כ המאשימה את הרישום הפלילי של הנאשם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : לא', '11 : כן']",,,,,,,,
"מרישום זה למדתי כי לחובתו 7 הרשעות קודמות, החל משנת 2015 ועד שנת 2019.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"באותם מקרים הורשע הנאשם בעבירות רכוש שונות (בית משפט לנוער חיפה 608/2005, בית משפט שלום עכו 59566-06-2013, בית משפט שלום קריות 5078-08-2019), עבירות אלימות (בית משפט שלום קריות 630/06, בית משפט שלום קריות 19178-06-2009), החזקת סמים לצריכה עצמית, עבירות נשק ורכוש (בית משפט מחוזי חיפה 56320-02-2013).",,,,,,,,,,
"בענייננו, הורשע הנאשם בנוגע לשמונה מעבדות, בהן גודל סם במשקל העולה על 170 ק""ג.",,,,"['הטקסט מציין שהנאשם הורשע על גידול סמים ב-8 מעבדות, עם משקל כולל של מעל 170 ק""ג. קנאביס הוא סוג של סם, והוא אחד הסמים הנ']","['הכמות של הסמים היא [170 - ק""ג]']",,,,,
"לטעמה, מסקנה זו מתבקשת במיוחד לאור עברו הפלילי של הנאשם והעובדה כי לא עומדות לזכותו נסיבות אישיות מיוחדות ואף לא נטען לשיקולי שיקום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,
"הסנגור טען כי הנאשם בן 36, רווק, בן למשפחה נורמטיבית להורים גרושים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הוא גדל במשפחה עם בעיות סוציואקונומיות קשות ביותר, אשר השפיעו על תהליך התבגרותו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עם זאת, הוא סיים 12 שנות לימוד עם תעודת בגרות, כך שחרף הקשיים פילס דרכו, במסגרות מסודרות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הסנגור הוסיף כי אומנם לנאשם הרשעות קודמות, אך האחרונה שבהן בשנת 2019 ואף לא אחת מהן מלמדת על קשר לייצור או סחר בסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,
"בנוסף, טען הסנגור כי יש לקחת בחשבון את מעצרו של הנאשם עד כה, כאשר מזה 15 חודשים הוא מצוי בתנאי מעצר קשים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
עוד התייחס הסנגור לעובדה כי הנאשם נטל אחריות על מעשיו וחסך בזמן שיפוטי יקר.,,,,,,,,,,
"ב""כ הנאשם סבר עוד כי חלקו של הנאשם מצוי נמוך בהיררכיה שבין המעורבים.",,,,,,,,,,
"הדברים נכונים במיוחד כלפי מי שעוסק בייצור, הכנה והפקה של הסם, מתוך מטרה להפיצו ברבים, לשם רווח כלכלי.",,,,,,,,,,
"כל אלה מלמדים על תכנון מקדים, יוזמה ועורמה לא מבוטלים.",,,,,,,,,,
"עסקינן על כן, במעשים שיטתיים, שבוצעו על פני פרק זמן ממושך למדי.",,,,,,,,,,
"העובדה כי הנאשם היה שותף לגידולם של שתילי קנבוס בעשרות קילוגרמים, מהם היה ניתן להפיק כמות סם רבה, ובכך להרחיב את הפצת הסמים בחברה, מהווה נסיבה מחמירה.",,,,['הסוג של הסמים הוא קנאביס (קנבוס)'],"['הכמות של הסמים היא [100 - ק""ג]']","['לא בעל המעבדה, בעל הסמים']",,,,
"בעניין דרחי הנ""ל הוטלו 30 חודשי מאסר על נאשם ללא עבר פלילי משמעותי, אשר הקים מעבדה לגידול סם מסוג קנבוס במספר חדרים בדירה אשר בחזקתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,"['סוג הסמים הוא קנבוס, או קנאביס']",,,,,,
"כאשר המשטרה פשטה על מעבדה זו נתפסו כ-77 ק""ג של סם.",,,,,"['77 ק""ג - ק""ג (קילוגרם)']",,['לא'],,,
"הנאשם אברהם חודדטוב (להלן אברהם), אשר לחובתו שבע הרשעות קודמות בנושא סמים, רכוש ואלימות, הורשע על פי הודאתו בכתב אישום מתוקן שכלל עבירות של ייצור סם באמצעות גידולו, החזקת סם שלא לצריכה עצמית, החזקת כלים ונטילת חשמל, בנוגע להפעלת שלוש מעבדות, בהן נתפסו סמים במשקל של כ- 36 ק""ג.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,"['סוג הסמים הוא קנאביס. הטקסט מזכיר ייצור סם באמצעות גידולו, החזקת סם שלא לצריכה עצמית, והפעלת מעבדות עם סמים במשקל של כ-36 ק""ג. קנאביס הוא סוג הסם המוזכר בהקשר הזה']","['36 ק""ג - ק""ג']","['[בעל הסמים, לא בעל המעבדה]']",,,,
"גם נאשמים אלה הורשעו במעורבות בהכשרת והפעלת שלוש מעבדות בהן נתפסו כ- 90 ק""ג של שתילי סמים.",,,,,"['90 ק""ג - ק""ג (קילוגרמים)']",,,,,
"גזר דינם האמור נומק בתיקון המשמעותי של כתב האישום, בחיסכון בזמן שיפוטי ניכר נוכח ההודאה ובעברם הפלילי שאינו מכביד.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"כך, הודה הנאשם בגידול של כ-170 ק""ג קנבוס, בעוד שותפיו הורשעו בגידול 36-90 ק""ג בלבד.",,,,"['סוג הסמים הוא קנבוס, או קנאביס']","['170 ק""ג - ק""ג (קילוגרמים)']",,,,,
בא כוח הנאשם ציין בטיעוניו כי הנאשם בן למשפחה נורמטיבית אשר גדל תחת בעיות סוציואקונומיות קשות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"חרף הקשיים, הנאשם השלים 12 שנות לימוד עם תעודת בגרות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"כיום הנאשם כבן 37, רווק, והוא הספיק לצבור לחובתו שבע הרשעות קודמות, חלקן בגין עבירות חמורות, גם אם לא בנוגע לייצור סם והפצתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,
"זאת כאשר גם לשותפו אברהם, היו שבע הרשעות קודמות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"שנית, הודאת הנאשם חסכה זמן שיפוטי רב.",,,,,,,,,,
"הנאשם עירב עצמו בשורה ארוכה של עבירות לא פשוטות, כאשר, יחד עם אחרים, שכר שמונה דירות במרמה ותוך התחזות לאחר, והיה שותף לציוד דירות אלה בציוד הנדרש לגידול, הכנה, ייצור והפקה של סם מסוג קנבוס, ולגידול סם כאמור בהיקף גדול.",,,,['סוג הסמים הוא קנבוס'],,"['לא בעל המעבדה, בעל הסמים']",,,,
"הנאשם אף היה שותף לחיבור ""פיראטי"" של אותן דירות לרשת החשמל, ובאמצעות זאת לגניבת חשמל בהיקף כספי ניכר.",,,,,,,,,,
לחובתו שבע הרשעות קודמות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
לזכותו הודאתו באשמה.,,,,,,,,,,
חלקו של הנאשם בקשר העברייני מתייחד בעובדה כי הוא אשר שכר את הדירות שהוסבו למעבדות.,,,,,,,,,,
35 חודשי מאסר לריצוי בפועל מיום מעצרו בתיק זה.,,,,,,,,['הנאשם קיבל 35 חודשי מאסר בפועל'],[],[]
"18 חודשי מאסר אותם לא ירצה אלא אם בתוך 3 שנים מיום שחרורו ישוב ויעבור אחת העבירות בהן הורשע, מלבד עבירת החזקת כלים.",,,,,,,,[],['18 חודשי מאסר על תנאי'],[]
"קנס בסך 30,000  ₪ שישולם עד לשחרור וכתנאי לשחרור.",,,,,,,,[],[],"['30,000 ₪']"
