text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"באישום העשירי הנאשם הודה כי במשך כשנה במספר הזדמנויות שונות, לאחר תיאום טלפוני עם נ""צ, מכר לו הנאשם גרם קנבוס בתמורה ל-50-25 ₪ בכל פעם.",,,,['סוג הסמים הוא קנבוס (מריחואנה)'],['50-25 (גרם) - גרם'],,,,,
"באישום האחד עשר הודה הנאשם בכך שבמשך חודשיים עובר ליום 23.2.2021 בשלוש הזדמנויות שונות, מכר הנאשם ל-ג""ל גרם של קנבוס בתמורה של 100 ₪ בכל פעם.",,,,['סוג הסמים הוא קנבוס (מריחואנה)'],['הכמות של הסמים היא [1 גרם - יחידות (גרם)]'],,,,,
"בתסקיר מיום 7.9.2022 פירט שירות המבחן את נסיבותיו האישיות של הנאשם, אז כבן 31  נשוי, אשתו בת 26, אב לארבעה ילדים (בני 7-4), עובד עירייה ומתגורר בלוד.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם בעל 9 שנות לימוד, עזב את לימודיו בגיל 15 כדי לעזור לפרנסת משפחתו, עבד בעבודות מזדמנות עד ששולב באגף התברואה בעיריית לוד, פוטר בתקופת הקורונה ולאחרונה שב לעבודתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הורי הנאשם סובלים מבעיות בריאות ונכויות, והוא מסייע להם בכל צורכיהם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם נעדר הרשעות קודמות או דפוסים שוליים מגובשים, והרושם כי הוא התמודד עם קשיים אישיים וכלכליים, נחשף לגורמים שליליים בסביבת מגוריו, והתנהל בהסתרה מול אשתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"במסגרת הליכי המעצר שוחרר הנאשם לבית סבתה של אשתו בנצרת עלית, עמד בפיקוח מעצרים והשתתף בקבוצה טיפולית מאז מרץ 2021, אליה התמיד להגיע אך תיאר באופן מצומצם ביותר את התנהלות העבריינית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"בנוגע לעבירות דנן לקח הנאשם אחריות על מעשיו, הביע חרטה, בושה והבנה לחומרת המעשים, וסיפר כי פנה לפתרון קל ומהיר להשגת כסף כדי לכלכל את משפחתו לאחר שפוטר מעבודתו.",,,,,,,,,,
"הנאשם תיאר שימוש חברתי בקנבוס, לא התייצב למרבית בדיקות השתן אליהם זומן, ובשתיים אליהן התייצב נמצאו שרידי קנבוס.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,['הסוג של הסמים הוא קנבוס (מריחואנה)'],,,,,,
שירות המבחן התרשם מקיומו של סיכון להישנות עבירות והמליץ לדחות את הדיון לשם שילובו של הנאשם בטיפול.,,,,,,,,,,
"לפנים משורת הדין והיות שהנאשם נעדר עבר פלילי, נדחה הדיון לקבלת תסקיר משלים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : לא', '11 : לא']",,,,,,,,
"בתסקיר מיום 2.2.2023 עלה כי הנאשם החל לשתף פעולה עם שירות המבחן, הצטרף לקבוצה טיפולית לגברים עוברי חוק, הגיע למפגשים ומסר לבדיקת שתן נוספת שהעידה על ניקיון מסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : כן', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בתסקיר מיום 3.5.2023 תיאר שירות המבחן כי הנאשם שיתף פעולה בקבוצה הטיפולית, נתרם מהקבוצה והצליח להתבונן על דפוסיו הבעייתיים, ולכן מחשש שעונש מאסר יביא להתדרדרות במצבו, המליץ שירות המבחן להטיל על הנאשם צו מבחן ושל""צ.",,"['1 : כן', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הגב' שירין אבו חסונה אשת הנאשם, סיפרה כי הם הורים לארבעה ילדים והיא הרה.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בנם בן ה-5 אובחן על הרצף האוטיסטי בתפקוד נמוך, וכהורים הם מנסים להתמודד עם התנהגותו ולסייע לו ככל הניתן.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עוד סיפרה כי הנאשם הוא אב ובעל טוב שדואג לפרנסת המשפחה, אך לרוב הם מתקיימים מקצבאות מביטוח לאומי ועזרה בשכירות ממשרד השיכון.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"העדה הוסיפה ואמרה שהנאשם נפגע בתאונת עבודה, הוא סובל מבעיות בריאותיות והתקשה לקום מהמיטה, ביקשה את התחשבות בית המשפט, והבטיחה שהנאשם לא יחזור על טעויות העבר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"אשר לגזירת העונש, בהתחשב בהעדר עבר פלילי של הנאשם, בהודאתו ובתסקירי שירות המבחן, עתרה המאשימה להשית עליו 36 חודשי מאסר בפועל, מתוכם 30 חודשים בתיק העיקרי ו-6 חודשים בגין התיק המצורף.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בנוגע לנסיבותיו האישיות הפנה הסנגור להודאת הנאשם במיוחס לו ונטילת האחריות, העדר עבר פלילי, ולבעיותיו הבריאותיות והכלכליות של משפחתו והוריו, ולמצב הבריאותי של בנו (והגיש אסמכתא טל/2).",,"['1 : לא', '2 : כן', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"כמו כן הפנה הסנגור לדברי אשת הנאשם ולחלקה הגדול בשיקומו, סיפר שהיא הציבה לו גבול ברור כי היא תסיים את הקשר הזוגי עמו אם יחזור לבצע עבירות, והיא עוזרת לו בהליך השיקום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"כמו כן עמד ב""כ הנאשם על תסקירי שירות המבחן מהם עולה שהנאשם לקח אחריות על מעשיו, שיתף פעולה, ואינו סובל מבעיות בתחום ההתמכרות, השתתף בקבוצות טיפוליות, הוא נעדר דפוסים שוליים מגובשים ועונש מאסר יביא להידרדרות במצבו.",,"['1 : כן', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עם זאת הנאשם השתתף בקבוצה הטיפולית בהתאם ליכולותיו, וגם כיום הוא נכון להשתתף בכל קבוצה טיפולית נוספת.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם בדברו לעונש הביע חרטה אמר כי הוא הודה במעשיו, סיפר שהוא שילם מחיר כבד, הוא עזב את עיר מגוריו למשך שנה, חזר לעבוד בפינוי אשפה בעירייה, עבר תאונת עבודה וסבל מבעיות בריאות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"עוד סיפר כי הוא דואג למשפחתו, לפרנסה ולילדיו, ושיתף שאשתו דואגת לו והוא לא רוצה לשוב על מעשיו ומבין שהמשמעות תהייה איבוד משפחתו.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"ובחזרה לעניינו, הנאשם סחר בסמים מסוג קנבוס לכל הפחות בכ-30 עסקאות שונות (עסקה אחת של תיווך לסחר בסמים), ל-10 לקוחות שונים (ובמקרה נוסף לשוטר), במשך כשנה, כששניים מלקוחותיו היו על סף גיל הקטינות (בשים לב שתאריך הלידה לא צוין במדויק בכתב האישום).",,,,['סוג הסמים הוא קנבוס'],,"['לא בעל המעבדה, בעל הסמים']",,,,
"הנאשם בן 32, נשוי ואב לארבעה ילדים קטינים צעירים, ואשתו הרה (בנו בן ה-5 אובחן כאוטיסט בתפקוד נמוך) מתמודד עם בעיות בריאות שונות, לרבות תאונת עבודה שעבר.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לאורך חייו התמודד הנאשם עם קשיים משפחתיים, בין היתר בשל מצבם הבריאותי של הוריו ודאגתו לפרנסתם וכל צרכיהם, כשכבר בגיל 15 עזב את בית הספר ויצא לעבוד כדי לפרנס את משפחתו.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם הודה במיוחס לו, נטל אחריות מלאה למעשיו, הביע צער בושה והבנה לחומרת המעשים, הוא נעדר דפוסים שוליים מושרשים, ומורתע מההליך המשפטי שהתנהל נגדו.",,,,,,,,,,
"במשך כשנה התגורר הנאשם בצפון יחד עם משפחתו, לאחר ששוחרר בתנאים מגבילים והורחק מאזור מגוריו ומקום ביצוע העבירות, ובהמשך חזר לעיר לוד והשתלב בעבודה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"בא כוח הנאשם טען כי הנאשם עבר הלכה למעשה שיקום שכן הוא עובד ומפרנס את משפחתו, נמנע מביצוע עבירות נוספות, אשתו הציבה לו גבולות ברורים שהוא נענה להם במטרה לשמור על משפחתו ושאיפותיו נורמטיביות.",,"['1 : לא', '2 : כן', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"גם אני התרשמתי מתפקידה המרכזי של אשת הנאשם בחיזוק הנאשם וצדדיו החיוביים, בדאגה לו ולמשפחתם ובסיוע לשיקומו.",,,,,,,,,,
ואכן מתסקירים מיום 2.2.2023 ו-3.5.2023 עלה כי הנאשם מצוי בהליך טיפולי חיובי.,,,,,,,,,,
"מאסר בפועל למשך 16 חודשים, בניכוי ימי מעצרו בהתאם לרישומי שב""ס.",,,,,,,,"['הנאשם קיבל 16 חודשי מאסר בפועל, בניכוי ימי מעצרו']",[],[]
"מאסר מותנה למשך 7 חודשים, והתנאי הוא כי הנאשם לא יעבור עבירת סמים מסוג פשע למשך 3 שנים, מיום שחרורו ממאסר.",,,,,,,,[],['7 חודשים'],[]
"מאסר מותנה למשך 4 חודשים, והתנאי הוא כי הנאשם לא יעבור עבירת כלפי שוטרים, נהיגה ללא רישיון וללא ביטוח למשך 3 שנים, מיום שחרורו ממאסר.",,,,,,,,[],['4 חודשים'],[]
"הנאשם ישלם לנפגע העבירה (השוטר בתיק המצורף) פיצוי בסך של 2,000 ₪ שישולם עד ליום 1.5.2024.",,,,,,,,,,
"הנאשם ישלם קנס בסך 7,500 ₪, או 50 ימי מאסר תמורתו.",,,,,,,,[],[],"['7,500 ₪']"
"פסילה על תנאי למשך 6 חודשים, והתנאי הוא כי הנאשם לא יעבור עבירות נהיגה ללא רישיון, למשך שנתיים מסיום הפסילה בפועל.",,,,,,,,[],[],[]
