text,CIR_AMMU_AMOUNT_WEP,PUNISHMENT,CIR_TYPE_WEP,CIR_USE,CIR_OBTAIN_WAY_WEP,RESPO,CIR_PLANNING,REGRET,CIR_STATUS_WEP,GENERAL_CIRCUM,CIR_PURPOSE,CIR_HELD_WAY_WEP,CONFESSION,CIRCUM_OFFENSE
"איני סבורה כי ניתן לקבוע, בהתאם לנסיבות שבפניי ולאחר עיון בגזר-דינו של החייל אותו הגיש הסנגור לעיוני, כי חלקו של הנאשם כאן פחות מחלקו של החייל, זאת בעיקר בהתייחס לעובדות האישום המלמדות על הפעלת לחץ ממושך של הנאשם על החייל לספק לנאשם נשק ותחמושת מהצבא, הצעות אותן דחה החייל בתחילה, עד שלבסוף שיתף פעולה, לאחר שהנאשם המשיך ולחץ עליו.",0,0,0,0.0,1,0,0,0,0,0,0,0,0,1
אינני מקבלת את טענת הסנגור לפיה האירוע לא תוכנן על ידי הנאשם ואינני מקבלת את הטענה לפיה יש משמעות כלשהי לדעתו של המתלונן בעניין זה.,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1
"אך האישום השלישי הוא חמור יותר, שכן על אף שמלכתחילה גם במקרה זה כוונת הנאשם הייתה לרכוש תחמושת, בסופו של דבר הוא רכש מטען חבלה.",0,0,1,0.0,0,0,0,0,0,0,0,0,0,1
"אכן, בעניינו הנשק לא היה טעון בכדורים, ואולם לא ניתן לומר שבעניינו עצם החזקתו של נשק התקפי דוגמת M-16 בידי מי שלא הוכשר לכך ומי שלא הורשה לכך לא נוצר סיכון לחיי אדם, ולא מהוות מעשה אלים.",0,0,1,0.0,0,0,0,0,0,0,0,0,0,1
"אלמלא החייל, לא הייתה לנאשם גישה כלשהי לתחמושת.",0,0,0,0.0,1,0,0,0,0,0,0,0,0,1
"אמנם הנאשם פעל לבדו מול הסוכן ולא היו מעורבים נוספים, אך הנאשם היה בקשר עם אדם אחר להשגת הקרלו, ולאחר שנמסר לו שהקרלו מקולקל, העסקה לא יצאה אל הפועל.",0,0,0,0.0,0,0,0,0,1,0,0,0,0,1
"אמנם, כך נטען, הודה הנאשם במסגרת כתב-האישום המתוקן בסכסוך, אך מן העדויות שנשמעו, עולה, שאין לנאשם קשר לסכסוך האמור.",0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
"אמנם, על פי התסקיר מדובר באדם צעיר שטרם סיים לגבש את אישיותו, אולם לא מצאתי כי התמלאו התנאים להעדפת שיקום על פי ענישה כאמור בסעיף 40ד לחוק העונשין, הן מהסיבות שציינתי לעיל הנלמדות מהתסקיר עצמו והן לאור פסיקת בית המשפט העליון ומגמת ההחמרה עליה עמדתי לעיל, לפיה בשל החומרה היתרה הנודעת לביצוע עבירות בנשק, לסוגיהן, עונשם של המעורבים הוא מאסר ממושך לריצוי בפועל, אף אם הם נעדרים עבר פלילי כמו במקרה שלנו, וכך גם אם מדובר בבגירים צעירים.",0,0,0,0.0,0,0,0,0,0,1,0,0,0,0
"אני גוזר על הנאשם מאסר מותנה לתקופה של 10 חודשים, והתנאי הוא שהנאשם לא יעבור עבירה מסוג פשע בתוך שלוש שנים מיום שחרורו ממאסר.",0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
אני גוזר על הנאשם עונש מאסר בפועל לתקופה של 4.5 שנים.,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
אני מטילה על פלוני 10 חודשי מאסר בפועל בניכוי ימי מעצרו החל מיום 27.11.22-30.11.22 ומיום 18.1.23 עד היום.,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
"אני מטילה על פלוני 6 חודשי מאסר אותם ירצה אם תוך 3 שנים מיום שחרורו יעבור עבירות נשק מכל סוג, לרבות סיוע או ניסיון לעברן.",0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
אציין כי חלק מהפסיקה שפורטה לעיל מתייחסת לנסיבות קלות יותר בהן הנשק שהוחזק היה אקדח ולא רובה סער כמו במקרה דנן.,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1
"אשר לביצוע העבירה, הנאשם נטל אחריות חלקית על ביצועה, תיאר התנהלותו מתוך החשיבות שמייחס לערבות ומחויבות משפחתית ומתוך היענות לבקשת סיוע של בן דודו, אך הכחיש כי היה מודע לתוכן החבילה שלקח.",0,0,0,0.0,0,1,0,0,0,0,0,0,0,0
"אשר לביצוע העבירות באישום החמישי, הנאשם לא נטל אחריות לביצוען.",0,0,0,0.0,0,1,0,0,0,0,0,0,0,0
"אשר לביצוע העבירות באישום הרביעי, הנאשם נטל אחריות למעשיו.",0,0,0,0.0,0,1,0,0,0,0,0,0,0,0
"אשר להערכת הסיכון לעבריינות והסיכוי לשיקום, צוין כי התרשמות שירות המבחן מהנאשם כבחור צעיר בעל קווי חשיבה ילדותיים ובוסריים, אשר טרם גיבש את זהותו הבוגרת והעצמאית.",0,0,0,0.0,0,0,0,0,0,1,0,0,0,0
"אשר לנסיבות ביצוע העבירה בעניינו שקלתי מחד גיסא, כי לביצוע העבירות קדם תכנון אשר הנאשם אחראי לו, בהיותו מי שפרסם הצעה למכירת הנשק, תאם עם הסוכן את מקום ביצוע העסקאות ואת המחיר, ומדובר בשתי עסקאות שונות.",0,0,0,0.0,0,0,1,0,0,0,0,0,0,1
"אשר לנסיבות שאינן קשורות בביצוע העבירה, ציינה ב""כ המאשימה לקולה את הודייתו של הנאשם בעובדות כתב האישום המתוקן, החיסכון בזמן שיפוטי יקר, והיותו נעדר עבר פלילי.",0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
"אשר לנסיבות שאינן קשורות בביצוע העבירות, ביקש הסנגור ליתן משקל לקולה להודייתו המידית של הנאשם בעובדות כתב האישום המתוקן, אשר חסכה זמן שיפוטי יקר, ולאחריות המלאה שנטל למעשיו, עליהם הוא מצר מאוד.",0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
"אשר לנסיבותיו של הנאשם הדגיש ב""כ הנאשם שמדובר בצעיר נעדר עבר פלילי אשר לקח אחריות מלאה למעשיו, התחרט עליהם, אין לו תמיכה משפחתית ולכן כל יום במאסר קשה לו מאדם אחר, ונסיבות חייו קשות.",0,0,0,0.0,0,0,0,1,0,0,0,0,0,0
"אשר לעבירה- הנאשם התקשה לתת הסבר לביצוע העבירה וציין כי כיום הוא מבין שמדובר בטעות ושלא היה עליו לגעת באקדח כלל והוא מצטער על כך, אך שירות המבחן התרשם כי מעבר להודאתו של הנאשם הוא כלל אינו לוקח אחריות על מעשיו, מתקשה להסביר את המניעים לביצוע העבירה ואינו מייחס חשיבות להימצאות הנשק בביתו, אינו מבין את חומרת המעשים ואת פוטנציאל הפגיעה הגבוה שבהם ,ונוטה לצמצם על ידי התייחסותו למעשיו כאל תמימות.",0,0,0,0.0,0,1,0,0,0,0,0,0,0,0
"אשר לעברו הפלילי של הנאשם, נטען כי מדובר בעבירות שנעברו לפני פרקי זמן משמעותיים ואינן בתחום עבירות הנשק.",0,0,0,0.0,0,0,0,0,0,1,0,0,0,0
"אשר לעונש המתאים, טענה ב""כ המאשימה שיש להתחשב בכך שהנאשם נעדר עבר פלילי, אשר לקח אחריות למעשיו, הודה וחסך זמן שיפוטי ושהה במעצר מיום 29.10.19 ועד יום 21.1.2020.",0,0,0,0.0,0,1,0,0,0,0,0,0,0,0
"אשר לעונש המתאים, סבר בא כוחו, שיש להטיל על הנאשם עונש ברף התחתון של המתחם בשל גילו הצעיר והעובדה כי הוא נעדר עבר פלילי ונטל אחריות למעשיו.",0,0,0,0.0,0,1,0,0,0,0,0,0,0,0
"אשר לעונש המתאים, ציין בא כוח המאשימה שמדובר בצעיר שנטל אחריות למעשיו הנעדר עבר פלילי.",0,0,0,0.0,0,1,0,0,0,0,0,0,0,0
"ב""כ המאשימה הטעימה, כי במעשיו של הנאשם טמון רובד נוסף של חומרה הנובע מכך שהנאשם שיתף פעולה עם אדם אחר – כרים, התומך בארגון דאע""ש ובכך נתן ידו הנאשם ופעל לשם השגת נשק, ביודעו, כי כרים רוצה לרכוש את הנשק על מנת לבצע פיגוע טרור בשטח המדינה.",0,0,0,0.0,0,0,0,0,0,0,1,0,0,1
"ב""כ המאשימה הסכים כי יש לזקוף לזכות הנאשם את גילו הצעיר ואת הודאתו במיוחס לו במסגרת הסדר הטיעון.",0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
"ב""כ המאשימה הפנתה לערכים החברתיים המוגנים בעבירות בנשק והדגישה שמדובר בכלי נשק התקפי, כאשר תחמושת לצדו, אשר הנאשם החזיקו בביתו.",0,0,0,0.0,0,0,0,0,0,0,0,1,0,1
"ב""כ המאשימה התייחסה בטיעוניה לעבירות בהן הורשע הנאשם, סחר בנשק מסוג קרלו ותחמושת מתאימה, וניסיון לסחר בנשק.",0,0,1,0.0,0,0,0,0,0,0,0,0,0,1
"ב""כ המאשימה ציין כי בנסיבות שבפנינו ברי כי קדם תכנון למעשיו של הנאשם.",0,0,0,0.0,0,0,1,0,0,0,0,0,0,1
"ב""כ המאשימה ציינה לחומרה את התכנון שקדם למעשיו של הנאשם, תוך שהדגישה כי הנאשם והקטין עזבו, באישון לילה, את האירוע המשפחתי בכוונה להביא את הנשק שהוסלק במטע אל האירוע המשפחתי, כך שאלמלא הפעילות המשטרתית הם היו מממשים את תכניתם ובכך מסכנים חיי אדם.",0,0,0,0.0,0,0,1,0,0,0,0,0,0,1
"ב""כ המאשימה, עו""ד יהונתן הירש, פירט את העבירות בהן הודה הנאשם.",0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
"ב""כ הנאשם אף טען כי מדברי הנאשם, עליהם אעמוד בהמשך הדברים, ברור כי הנאשם הביע חרטה אמיתית וכנה, נטל אחריות ואף הפנים היטב כי טעה.",0,0,0,0.0,0,0,0,1,0,0,0,0,0,0
"ב""כ הנאשם הגיש תיעוד רפואי לעניין מצבה הבריאותי של אמו של הנאשם (נע/2) וכן אישור מהמועצה המקומית ג'ת לעניין מצבה הקשה של המשפחה (נע/3).",0,0,0,0.0,0,0,0,0,0,1,0,0,0,0
"ב""כ הנאשם הדגיש כי יש לזקוף לזכות הנאשם את העובדה שהוא הודה במיוחס לו ונטל אחריות על מעשיו.",0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
"ב""כ הנאשם הרחיב בטיעוניו אודות נסיבותיו האישיות של הנאשם, כפי שהן השתקפו בתסקיר שירות המבחן; אודות הודאתו של הנאשם במיוחס לו ולקיחת האחריות על ידו ואודות נסיבות ביצוע העבירה.",0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
"ב""כ הנאשם התייחס בטיעוניו להודאתו של הנאשם.",0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
"ב""כ הנאשם חלק על טיעוני המאשימה וטען, כי לא קדם תכנון למעשיו של הנאשם.",0,0,0,0.0,0,0,1,0,0,0,0,0,0,1
"ב""כ הנאשם טען, כי אין בעובדה שהנאשם בחר לנהל הליך הוכחות, מכיוון שהייתה מחלוקת לגבי אחד מסעיפי כתב-האישום, כדי להחמיר בעונשו, וזאת בשים-לב לכך שעת נפתרה המחלוקת, הודה הנאשם בעובדות כתב-האישום המתוקן בהזדמנות הראשונה.",0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
"ב""כ הנאשם טען, כי חלקו של הנאשם בעבירות פחות מזה של החייל, וכי חלק זה התמצה בהובלת התחמושת מהבסיס הצבאי אל ביתו, לעומת החייל, אשר היה מי שמעל באמון שניתן בו, נשא ונטל את התחמושת, ארז אותה בתיקים, הוציא אותה אל מחוץ לבסיס, והעמיס אותה לרכבו של הנאשם.",0,0,0,0.0,1,0,0,0,0,0,0,0,0,1
"ב""כ הנאשם עתר להסתפק בתקופת מאסר החופפת את תקופת מעצרו של הנאשם, דהיינו ששה חודשי מאסר.",0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
"ב""כ הנאשם, עו""ד איהב ג'לג'ולי, ביקש לאמץ את המלצת שירות המבחן, נוכח העובדה כי עסקינן בצעיר שזו לו מעידה ראשונה, אשר הודה וביטא חרטה בהזדמנות הראשונה.",0,0,0,0.0,0,0,0,1,0,0,0,0,1,0
"באותה עת, כדי להפיג את מתחיו השתמש בסם מסוג קנאביס ו-MADA באופן יומיומי.",0,0,0,0.0,0,0,0,0,0,1,0,0,0,0
באותו מועד הגיעו שוטרי משטרת ישראל על מנת לערוך חיפוש בביתו ואז השליך הנאשם את הנשק והתחמושת מחלון הבית אל חצר בית סמוך הנמצא בהליכי בנייה.,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1
"באותו מועד החזיק הנאשם בביתו, בקומה שלישית בבנין, תת מקלע מסוג ""קרלו"" ולצדו מחסנית תואמת, אשר עטופים בשטיח תפילה ומונחים על ספה בסמוך לטלוויזיה בסלון הבית.",1,0,1,0.0,0,0,0,0,1,0,0,1,0,1
"באותו מועד, בשעה 13:43 לערך, קשרו הנאשם וג'ואד קשר לזריקת רימון יד הלם לכיוון הבית של סמיר (להלן: הקשר), בכוונה להפריע את מהלך החיפוש של המשטרה בבית של סמיר.",0,0,0,0.0,0,0,1,0,0,0,0,0,0,1
באותו מקרה צוין המרחק מהכפר והנאשמים הורשעו בירי מנשק חם.,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1
"באירוע המתואר באישום הראשון, הוא קשר קשר עם אחר והכין בקבוק תבערה.",0,0,0,0.0,0,0,1,0,0,0,0,0,0,1
"באירוע המתואר באישום השני, הוא הצטייד מראש בגז פלפל והכין את עצמו לתקיפת המתלוננים.",0,0,0,0.0,0,0,1,0,0,0,0,0,0,1
"באירוע השני המפורט באישום הראשון, חלה הסלמה במעשיו של הנאשם - בדצמבר 2019 קשר הנאשם קשר קשר עם אחר, ליידות בקבוקי תבערה לעבר בית בו מתגוררים יהודים, ממניע גזעני ואידאולוגי, כשהבית מאוכלס במספר משפחות ובהן מספר רב של ילדים.",0,0,0,0.0,0,0,1,0,0,0,0,0,0,1
"באישום הראשון נטל חלק במכירת אקדח לסוכן משטרתי, ובאישום השני הציע לסוכן למכור לו רובה צייד ומכר לו רובה צייד מאולתר.",0,0,1,0.0,0,0,0,0,0,0,0,0,0,1
באישום הראשון צוין כי בחודש מאי 2020 פנה הנאשם לאחמד פקיר וביקש ממנו לקבל תחמושת תואמת נשק M-16.,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1
באישום השלישי נטען כי כחצי שנה עובר ליום 9.05.21 פנה יזן עבידאת לנאשם והציע לו לרכוש יחד תחמושת תואמת נשק M-16 באדם במחנה פליטים שועפט.,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1
"באישום זה תואר שהחל משנת 2011 ועד לסוף שנת 2015, החזיק הנאשם בסמוך לביתו בכפר סאלם תת מקלע מאולתר וכן שתי מחסניות, כוונת אופטית, ידית הסתערות ורצועה לנשק וכן כדורים בקוטר 9 מ""מ.",1,0,1,0.0,0,0,0,0,0,0,0,1,0,1
"באישום נוסף מפרט כתב האישום המתוקן כיצד קשר הנאשם קשר עם אחרים להצית רכב של אחד, וזאת על רקע סכסוך קודם.",0,0,0,0.0,0,0,1,0,0,0,0,0,0,1
"באשר לאישום הראשון – הנאשם החזיק ברובה מאולתר מסוג ""קרל גוסטב"" ומחסנית תואמת כשהיא מכילה 10 כדורים (שכנראה הוחזקה שלא בתוכו); עוד החזיק במספר רב של כדורי 9 מ""מ המתאימים לשימוש ברובה; במקום אחר הסליק מספר כדורים נוסף; ובארון אחר הסליק 14 כדורים נוספים.",1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
"באשר לנאשם הצביעה ב""כ המאשימה על העדר עבר פלילי ועל הודאתו במיוחס לו.",0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
"באשר לנאשם עצמו, ביחס לכל העבירות, ציין כי הנאשם נעדר עבר פלילי, הודה וחסך זמן שיפוטי, התסקיר חיובי.",0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
"באשר לנאשם שלפנינו, לזכותו נלקחו בחשבון במכלול השיקולים הודאתו במסגרת הסדר טיעון והחיסכון בזמן שיפוטי יקר הנובע מכך, נטילת אחריותו על המעשה, הבעת חרטתו באשר לכך ומצבו המשפחתי.",0,0,0,0.0,0,1,0,0,0,0,0,0,0,0
"באשר לנסיבות ביצוע העבירה באישום השני, טענה ב""כ המאשימה, כי הנאשם פעל בקור רוח ובנפש חפצה כאשר נעתר לפנייתו של כרים, תומך ארגון דאע""ש, שביקש לרכוש נשק לשם ביצוע פיגוע טרור במדינת ישראל.",0,0,0,0.0,0,0,0,0,0,0,1,0,0,1
"באשר לנסיבות ביצוע העבירה טען ב""כ הנאשם, כי יש ליתן משקל לכך שהנאשם נשא והוביל את הנשק, שהוא בידו, טעון ומוכן לירי, וכן לכך שביצוע העבירה היה באזור מגורים בשעות הצהריים בשל סכסוך.",0,0,0,0.0,0,0,0,0,1,0,0,1,0,1
"באשר לנסיבות ביצוע העבירה נטען שמדובר בנסיבות חמורות: נטען שהתקיים תכנון מוקדם מפורט במיוחד, נטען עוד שאין מדובר במעידה חד פעמית, אלא שהנאשם הודה שיש לו נגישות לאמצעי לחימה שונים ומגוונים וכי הוא מתבסס ומתפרנס מסחר באמל""ח, כאשר ניתן להסיק זאת מההצעות השונות שהציע לסוכן.",0,0,0,0.0,0,0,1,0,0,0,0,0,0,1
"באשר לנסיבות ביצוע עבירות הנשק, התקיים תכנון מוקדם – קיום הקשר עם הסוכן, הנעת העסקה והתיאומים סביב לה, שמירת האמל""ח בביתו טרם העסקה, ההצעות לגבי אמל""ח נוסף.",0,0,0,0.0,0,0,1,0,0,0,0,0,0,1
"באשר לנסיבות הקשורות בביצוע העבירה נתתי משקל לנזק שצפוי היה להיגרם לו הנשק היה מגיע לידיים עברייניות או עויינות, לתכנון שקדם לביצוע העבירה לרבות הסיכום המוקדם עם רוכש הנשק והחבירה לאחרים לצורך שינוע הנשק מה שמעיד על הקשרים של הנאשם בתחום, לסוג הנשק (תת מקלע קרל גוסטב) ואופיו הקטלני, לחלקו הדומיננטי של הנאשם שהוא למעשה מחולל העבירה, לתעוזה בהובלת הנשק מצפון הארץ לדרומה, לעובדה כי הנאשם לא השלים את העבירה אך בשל העובדה שנתפס על-ידי המשטרה ולסיבה בעטיה עבר הנאשם את העבירה (בצע כסף).",0,0,1,0.0,0,0,0,0,0,0,0,0,0,1
"באשר לנסיבות שאינן קשורות לביצוע העבירה, נטען כי הנאשם הודה בעובדות כתב אישום מתוקן וחסך זמן שיפוטי יקר.",0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
"באשר לעבירות בהן הורשע ציינה קצינת המבחן, כי הנאשם נוטל עליהן אחריות חלקית.",0,0,0,0.0,0,1,0,0,0,0,0,0,0,0
"באשר לעונש במסגרת המתחם ציין ב""כ המאשימה מחד גיסא כי הנאשם הודה וחסך זמן, ומאידך גיסא את העדר ההמלצה של שירות המבחן והעובדה שהנאשם לא עבר הליך שיקום.",0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
"בבדיקות שערכה המשטרה לא נמצאו שרידי ירי, באקדח לא היה קליע, והמחסנית הייתה ריקה מכדורים.",1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
"בגזירת העונש המתאים יש להתחשב בנסיבות שאינן קשורות לביצוע העבירה, ובענייננו יש להביא בחשבון כשיקול לקולא את הודאתו של הנאשם במיוחס לו בכתב האישום המתוקן, ובתקופה בה שהה בפיקוח אלקטרוני, גילו הצעיר והעדר עבר פלילי.",0,0,0,0.0,0,0,0,0,0,1,0,0,1,0
