verdict,text,reject,CIR_PUNISHMENT,CONFESSION,CIR_TYPE,REGRET,CIR_ROLE,GENERAL_CIRCUM,CIR_AMOUNT,RESPO,CIR_EQ,CIRCUM_OFFENSE
ME-10-11-18588-3_tagged_final,"עם זאת, יש בשיקולים לקולא, ובעיקר ההודיה, חלקו של הנאשם בשרשרת, נסיבות גיוסו והעובדה כי זהו מאסרו הראשון, כדי למתן את הענישה.",0,0,1,0,0,0,0,0,0,0,0
ME-10-11-18588-3_tagged_final,"הנאשם הורשע על פי הודאתו בעובדות כתב האישום, בעבירה של ייבוא סם מסוכן, לפי סעיף 13 יחד עם סעיף 19א לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג – 1973.",0,0,1,0,0,0,0,0,0,0,0
ME-10-11-18588-3_tagged_final,הודאת הנאשם נעשתה במסגרת הסדר טיעון לפיו התביעה מגבילה עצמה בעתירתה לגזור על הנאשם 6 שנים מאסר בפועל ואילו ההגנה טוענת באופן חופשי.,0,0,1,0,0,0,0,0,0,0,0
ME-10-11-18588-3_tagged_final,"ב""כ הנאשם ציין: המדובר בנאשם צעיר שלקח אחריות, הודה וחסך זמן שיפוטי ניכר; אין לנאשם עבר פלילי מכביד; הפסיקה ערכה הבחנה בין דגי הרקק לבין הכרישים בסוג זה של עבירות.",0,0,1,0,0,0,1,0,1,0,0
ME-10-11-18588-3_tagged_final,הנאשם הודה בביצוע העבירה בטרם החלה שמיעת הראיות.,0,0,1,0,0,0,0,0,0,0,0
ME-10-11-18588-3_tagged_final,"בהודאתו, חסך הנאשם זמן שיפוטי והביע חרטה.",0,0,1,0,1,0,0,0,0,0,0
ME-10-11-18588-3_tagged_final,"עם זאת, יש בשיקולים לקולא, ובעיקר ההודיה, חלקו של הנאשם בשרשרת, נסיבות גיוסו 	והעובדה כי זהו מאסרו הראשון, כדי למתן את הענישה.",0,0,1,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,מדובר בענייננו סם קשה מסוג קוקאין ובמשקל לא מבוטל שניתן להפיק ממנו כמות גדולה מאד של מנות סם.,0,0,0,1,0,0,0,0,0,0,1
ME-10-11-18588-3_tagged_final,"עובר ליום 3.11.10, בברזיל, הטמין הנאשם בתרמילו, בעצמו או באמצעות אדם אחר מטעמו, סם מסוכן מסוג קוקאין.",0,0,0,1,0,0,0,0,0,0,1
ME-10-11-18588-3_tagged_final,"ביום 3.11.10 נחת הנאשם בנמל התעופה בן גוריון כשהוא נושא בתרמילו, בדופן כפולה, חבילה ובה קוקאין במשקל של  ברוטו.",0,0,0,1,0,0,0,1,0,0,1
ME-10-11-18588-3_tagged_final,מדובר בסם קשה מסוג קוקאין ובמשקל לא מבוטל שניתן להפיק ממנו כמות גדולה מאד של מנות סם.,0,0,0,1,0,0,0,0,0,0,1
ME-10-11-18588-3_tagged_final,"לקולא: הנאשם הודה בביצוע העבירה בטרם החלה שמיעת הראיות וחסך זמן שיפוטי, והביע חרטה.",0,0,1,0,1,0,0,0,0,0,0
ME-10-11-18588-3_tagged_final,הנאשם הביע צער וביקש את סליחתו של הציבור ובית המשפט.,0,0,0,0,1,0,0,0,0,0,0
ME-10-11-18588-3_tagged_final,"בהודאתו, חסך הנאשם זמן שיפוטי והביע חרטה.",0,0,1,0,1,0,0,0,0,0,0
ME-10-11-18588-3_tagged_final,הנאשם לא היווה את החוליה המרכזית בשרשרת הפצת הסם.,0,0,0,0,0,1,0,0,0,0,1
ME-10-11-18588-3_tagged_final,לדבריו הבלדרות סודרה על ידי נושיו.,0,0,0,0,0,1,0,0,0,0,1
ME-10-11-18588-3_tagged_final,"וכן כי יש צורך לחדד לו כי ביצע עבירות ואין המלצה להתערבות טיפולית; לא ניתן לתרץ מעשים ופגיעה חמורה בחברה בשל קשיים כאלה ואחרים, משום שלא ניתן יהיה לקיים כך חברה תקינה; הטלת קנס מחויבת בענייננו, בשל הכמות הגדולה של סם שניסה הנאשם להכניס לארץ.",0,0,0,0,0,1,0,0,0,0,1
ME-10-11-18588-3_tagged_final,הנאשם נוצל בצורה צינית על ידי הגורמים ששלחו אותו לבצע את הבלדרות.,0,0,0,0,0,1,0,0,0,0,1
ME-10-11-18588-3_tagged_final,"הוא לא תכנן, לא מימן ולא מכיר את השולחים.",0,0,0,0,0,1,0,0,0,0,1
ME-10-11-18588-3_tagged_final,"הוא לא משתייך לראשי הפרמידה, הוא אינו היוזם, המתכנן או המממן את מבצע ייבוא הסם.",0,0,0,0,0,1,0,0,0,0,1
ME-10-11-18588-3_tagged_final,"נסיבות גיוסו של הנאשם לביצוע הבלדרות, לא הוכחשו ע""י המאשימה.",0,0,0,0,0,1,0,0,0,0,1
ME-10-11-18588-3_tagged_final,"מדובר במי שנדרש לעשות כן בלחץ מסוים של מלווים בשוק האפור; נסיבותיו האישיות של הנאשם אינן קלות; לנאשם אמנם הרשעות קודמות, אך מדובר בעבירות שביצע בשנת 2005; הנאשם מעולם לא ריצה מאסר בפועל.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"תסקיר שירות המבחן מציין: הנאשם כבן 27, טרם מעצרו עמד לפני נישואים ועבד בעיסוקים מזדמנים.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"אביו סובל מנכות ואינו עובד, אמו ואחיו הקטן חולים.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,הנאשם סיים 7 שנות לימוד.,0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"על רקע גילו הצעיר כעובד והצורך המיידי בסיוע לכלכלת הבית, סבל מניצול וקיפוח מידי מעסיקיו.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,שירות המבחן התרשם מהתנהלות חסרת יציבות לאורך השנים כשבשנים האחרונות מגלה מעורבות מסוימת בעבריינות סמים.,0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"נראה שבעקבות מחלת אמו והירידה בהשפעתה המרסנת עליו, החל להידרדר.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,בנוסף התרשמו מהיעדר מיומנויות לניהול אורח חיים מאורגן  ויכולת לתפקוד במסגרות מקובלות.,0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"הנאשם הודה, כי בתקופה שקדמה לביצוע העבירות צבר חובות שאותם שילם באמצעות הלוואות שנטל מהשוק האפור.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"ב""כ הנאשם ציין: המדובר בנאשם צעיר שלקח אחריות, הודה וחסך זמן שיפוטי ניכר; אין לנאשם עבר פלילי מכביד; הפסיקה ערכה הבחנה בין דגי הרקק לבין הכרישים בסוג זה של עבירות.",0,0,1,0,0,0,1,0,1,0,0
ME-10-11-18588-3_tagged_final,"הנאשם פעל ממצוקה כלכלית קשה, כאשר כאח הבכור נדרש לפרנס את הוריו החולים ואחיו.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"במסגרת החובות שנקלע אליהם, נטל הנאשם הלוואות בשוק האפור אותן התקשה לפרוע.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"הוא מעולם לא נסע לחו""ל בטיסה; מהתסקיר עולה שלמרות הרקע הקשה של הנאשם, הוא הצליח רוב שנותיו, להימנע מהסתבכויות עם החוק; התסקיר מציין שיש צורך בהתערבות שיקומית; לנאשם לא היה רווח כלכלי משמעותי, שכן אמור היה לקבל, תמורה בגובה הכנסתו החודשית.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"ציין כי היה במצב כה קשה, שאם היו אומרים לו להתאבד, היה  עושה כן.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"המצב הכלכלי היה קשה, הוא נקלע לחובות ומצב זה גרם לו לבצע את העבירה.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,הנאשם ציין כי זהו מאסרו הראשון  ומבקש התחשבות במצבו.,0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"הנאשם הובא לדין בשתי הזדמנויות קודמות, והורשע בין היתר בביצוע עבירות שעניינן החזקת סמים לצריכה עצמית.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,מדובר במי שנדרש לעשות כן בלחץ מסוים של המלווים בשוק האפור אשר הציעו זאת כפיתרון ומוצא משלא עלה בידי הנאשם לפרוע את חובותיו.,0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,נסיבותיו האישיות של הנאשם אינן קלות.,0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"הוא צעיר כבן 27, רווק  אשר גדל ברקע משפחתי קשה, כאשר הוא המפרנס היחיד.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,אביו נכה ואמו ואחיו הקטן חולים.,0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"לנאשם אמנם הרשעות קודמות, אך מדובר בעבירות שביצע בשנת 2005.",0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,הנאשם מעולם לא ריצה מאסר בפועל.,0,0,0,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"עם זאת, יש בשיקולים לקולא, ובעיקר ההודיה, חלקו של הנאשם בשרשרת, נסיבות גיוסו 	והעובדה כי זהו מאסרו הראשון, כדי למתן את הענישה.",0,0,1,0,0,0,1,0,0,0,0
ME-10-11-18588-3_tagged_final,"ביום 3.11.10 נחת הנאשם בנמל התעופה בן גוריון כשהוא נושא בתרמילו, בדופן כפולה, חבילה ובה קוקאין במשקל של  ברוטו.",0,0,0,1,0,0,0,1,0,0,1
ME-10-11-18588-3_tagged_final,"ב""כ הנאשם ציין: המדובר בנאשם צעיר שלקח אחריות, הודה וחסך זמן שיפוטי ניכר; אין לנאשם עבר פלילי מכביד; הפסיקה ערכה הבחנה בין דגי הרקק לבין הכרישים בסוג זה של עבירות.",0,0,1,0,0,0,1,0,1,0,0
ME-20-09-5778-327_tagged_final,"סטיב חדיד (עציר)
ע""י ב""כ עו""ד שאדי כבהה",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(ג), 13",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"* הפסיקה עמדה על הצורך בענישה מחמירה, גם כאשר מדובר בסמים מוכרים פחות.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,מאז הצטברו מספר החלטות מהן ניתן ללמוד על אופיו של הסם ועל מיקומו במדרג החומרה בהשוואה לסמים אחרים.,1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,* עונשין – ענישה – מדיניות ענישה: עבירות סמים,1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"ביהמ""ש המחוזי קבע בגזר דינו:",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"עבירות הסמים, ובפרט אלו העוסקות בהרחבת היקף שוק הסמים כגון עבירות הפקת הסם ועבירות הייבוא, ובהפצת הסם בדרך של סחר והחזקה שלא לשימוש עצמי בלבד, פוגעות פגיעה ממשית בערכים חברתיים בעלי משקל ובהם הצורך בהגנה על שלום הציבור, על בריאותו, על ביטחונו האישי ועל רכושו.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"בעניין יהודה עמד ביהמ""ש העליון על הצורך בענישה מחמירה, גם כאשר מדובר בסמים מוכרים פחות, תוך התאמת רף הענישה לטיב הסם, השפעותיו והסיכונים הכרוכים בו.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"כפי שנפסק שם, כניסתו של סם חדש לזירה דורשת תגובה של ענישה הולמת.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,כל סם וקהל היעד שלו.,1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"כל סם ומרכיבי המשיכה שלו – מחיר, נגישות, תגובה פיסית.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"נדמה, כי ריבוי סוגי הסמים מביא לעלייה בשימוש בסמים בכללותו.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"הפסיקה מכירה בסמים חמורים יותר ופחות, אך יש לדעת את מאפייניו של כל סוג.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"במקרה דנן לא הוגשה חוו""ד בנוגע לטיב ומאפייני הסם המסוכן שייבא הנאשם, נוכח התנגדות הסנגור לבקשת התובע להגיש חוו""ד בנושאים אלה במסגרת הטיעונים לעונש.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"לפיכך, אין בידי ביהמ""ש מידע מפורט בנוגע לכלל המאפיינים הנוגעים לסם ולהשפעותיו.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"עם זאת, בחלוף השנים מאז הוכלל החומר מסוג אינדזול קרבוקסאמיד, על נגזרותיו המבניות, בפקודת הסמים המסוכנים, הצטברו מספר החלטות מהן ניתן ללמוד על אופיו של הסם, ועל מיקומו במדרג החומרה בהשוואה לסמים אחרים, מוכרים יותר.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"כך, בעניין ותד הובהר כי מדובר בסם הנמנה על משפחת הקנבינואידים הסינטטיים, הנמכרים תחת המותג ""נייס גיא"" ודומיו.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"באותו מקרה סקר ביהמ""ש המחוזי את תכונותיהם הרעות של חומרים אלו והבהיר כי נוכח מאפייניהם אין להחיל על סמים ממשפחה זו את רמת הענישה המתונה באופן יחסי שנהוג להחיל על עבירות ביחס לסמים מסוג קנבוס או חשיש.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"עם זאת ציין כי מאחר וחומרים אלה הוכרזו כסמים פחות משנה עובר למתן גזר דינו, יש להעלות את רף הענישה באופן הדרגתי.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"ערעור הנאשמים על העונש שהושת עליהם, נדחה.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"ביהמ""ש העליון השיב בשני מישורים שונים לטענתם לפיה לא היה מקום להשית עליהם עונשים כה חמורים עוד בטרם התגבשה מדיניות ענישה באשר לסם חדש זה:  המישור הראשון הוא טיב הסם ומהות הסכנה הנשקפת ממנו – כפי שהם עולים מחוו""ד המומחה שהציגה המדינה.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"המישור השני הוא כי ביהמ""ש המחוזי התחשב באלמנט ה""חידוש"" שבהגדרת הסם כסם מסוכן, והדגיש כי ההחמרה במדיניות הענישה בהקשר לקנבינואידים הסינטטיים אינה יכולה להיעשות באבחה אחת.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,פסק דין נוסף שעסק בענישה הראויה בגין החזקת נגזרת של אינדזול קרבוקסאמיד הינו עניין אלקנה.,1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,גישה מקלה יותר ניתן למצוא בעניין מרדוש.,1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,עוד ראוי להזכיר את עניין איסטחרוב.,1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"החלטות אלה אינן ניתנות ליישום ישיר על ענייננו, בשים לב להכרח להתאים את מתחמי הענישה לטיבו הספציפי של הסם המדובר, מאפייניו והשפעותיו,  אך הן מבטאות היטב את הנחיות ביהמ""ש העליון בדבר ענישה מרתיעה והולמת, ובמיוחד בשים לב לכך שמאז הכללת הסם לפקודה חלפו כמעט 7 שנים, ואין מדובר עוד במקרים ראשונים של אכיפה.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,בעניינו של הנאשם מתקיימות מספר בלתי מבוטל של נסיבות לחומרה.,1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"מדובר אפוא במי שייבא סם שמסוכנותו ניכרת, והחזיק בביתו כמויות מסחריות משני סוגים שונים של סם, באופן המעיד על מעורבות עמוקה בעולם הסמים.",0,0,0,0,0,1,0,0,0,0,1
ME-20-09-5778-327_tagged_final,"הנזק שעלול היה להיגרם כתוצאה מהפצת סמים אלה לציבור הישראלי היה משמעותי, וכך היא גם עצמת הפגיעה של מעשי הנאשם בערכים המוגנים שפורטו לעיל.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"במכלול נסיבות אלה, ובשים לב לסוגי הסמים, לכמות הסם ולשילוב שבין עבירות הייבוא וההחזקה, ראוי לקבוע  מתחם עונש הולם הנע בין 27 ל-54 חודשי מאסר בפועל.",1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,נתונים אלה יביאו למיתון העונש שיושת.,1,0,0,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,"הנאשם הורשע, על-פי הודאתו, במסגרת הסדר טיעון, בכתב אישום מתוקן בו יוחסו לו עבירות של ייבוא סם והחזקת סם שלא לצריכה עצמית, עבירות על סעיפים 13 ו-7(ג) רישא לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973 (להלן: ""הפקודה"").",0,0,1,0,0,0,0,0,0,0,0
ME-20-09-5778-327_tagged_final,שתי החבילות נשלחו אל כתובת חניון הסמוך למקום מגורי הנאשם בשוהם.,1,0,0,0,0,0,0,0,0,0,0
