Unnamed: 0,verdict,text,reject,PUNISHMENT,GENERAL_CIRCUM,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ
25,ME-22-11-1990-79,"לאור התגייסותו להליך טיפולי מזה זמן רב, הרושם כי ביכולתו להתמודד באופן מיטיב יותר עם קשייו בא שירות המבחן בהמלצה לענישה שיקומית בדמות צו מבחן למשך שנה במסגרתו ימשיך בהליך הטיפולי וישולב ביחידה להתמכרויות בקהילה לצד צו של""צ בהיקף 200 שעות.",1,0,0,0,0,0,0
26,ME-22-11-1990-79,"מתסקיר משלים שהתקבל (10.6.24) בהמשך להחלטתי עולה כי במהלך תקופת הדחייה סיים הנאשם את הטיפול בהוסטל הקהילה וממשיך להתגורר בסמוך בדירת הבוגרים, לצד המשך עבודתו כמנהל הסעות.",0,0,1,0,0,0,0
27,ME-22-11-1990-79,לתפיסתו מצוי בתהליך התייצבות ושינוי הכולל בין היתר הימנעות מצריכת סמים לאורך זמן וניתוק קשריו השוליים.,0,0,1,0,0,0,0
28,ME-22-11-1990-79,"הוא הביע רצון להמשיך להתגורר יחד עם בוגרי קהילה נוספים, ולאחרונה פנה ביוזמתו ליחידה לטיפול בהתמכרויות, בה שולב ביום 12.5.24, כיום משולב בטיפול קבוצתי, מוסר בדיקות שתן נקיות ונמצא ברשימת המתנה לטיפול פרטני.",0,0,1,0,0,0,0
29,ME-22-11-1990-79,"ממידע שהתקבל מגורמי הטיפול בהוסטל עולה כי עמד בכללי התכנית הטיפולית, להתרשמותם הנאשם מצליח לזהות מוקדי סיכון במצבו כגון קשרים שוליים, דפוסי חשיבה עברייניים, חוסר יציבות תעסוקתית ומצוקות ומשברים שעובר.",1,0,0,0,0,0,0
30,ME-22-11-1990-79,עוד עלה כי הצליח לרכוש מיומנויות יומיומיות בתחום התעסוקתי והכלכלי תוך התמודדות נכונה מול פיתויים.,1,0,0,0,0,0,0
31,ME-22-11-1990-79,להערכתם המשך טיפול ביחידה להתמכרויות לצד מגוריו בדירת הבוגרים בקהילה תסייע בשמירה על הישגיו הטיפוליים ובהפחתת הסיכון במצבו לטווח הארוך.,1,0,0,0,0,0,0
32,ME-22-11-1990-79,"ממידע שהתקבל מגורמי הטיפול ביחידה להתמכרויות עלה כי משתף פעולה באופן חיובי, מתמיד ומתייצב בזמן ומוסר בדיקות שתן נקיות.",0,0,1,0,0,0,0
33,ME-22-11-1990-79,ההתרשמות כי מבטא רצינות ומחויבות ומשתף בתכנים אישיים.,1,0,0,0,0,0,0
34,ME-22-11-1990-79,"לסיכום, להערכת שירות המבחן חלה הפחתה משמעותית בסיכון במצבו, ונוכח הליך השיקום החיובי והממושך בו מצוי חזר על המלצתו השיקומית לצו מבחן ושל""צ, כשלשיטתו מאסר בדרך של עבודות שירות עלול לקטוע את תפקודו התעסוקתי ולפגוע בשגרת יומו ובהשקעתו בהליך הטיפולי.",1,0,0,0,0,0,0
35,ME-22-11-1990-79,"דיון הטיעונים לעונש התקיים ביום 8.4.24, בסופו שמעתי את דברי הנאשם והתרשמתי מכנותם ורצינותם, הנאשם הופנה לתסקיר משלים כאמור.",1,0,0,0,0,0,0
36,ME-22-11-1990-79,"ב""כ המאשימה, עו""ד גבי פאר, עמד על הערכים המוגנים שנפגעו כתוצאה ממעשי הנאשם שהם שלום הציבור, בריאותו, הפגיעה ההרסנית בגוף ובנפש כתוצאה משימוש בסמים, והרווח הכלכלי העצום הטמון בעבירה.",1,0,0,0,0,0,0
37,ME-22-11-1990-79,לשיטתו מדובר בפגיעה משמעותית נוכח כמות הסם.,1,0,0,0,0,0,0
38,ME-22-11-1990-79,"עוד עמד על הנסיבות לחומרה שהן חלקו המרכזי בביצוע העבירה, התכנון המוקדם, ההסלקה המתוחכמת, סוג הסם והסכנות הנלוות לשימוש בו והמניע הכלכלי לביצוע העבירה.",0,0,0,0,0,0,0
39,ME-22-11-1990-79,לפיכך עתר למתחם הנע בין 6.5-4 שנות מאסר.,1,0,0,0,0,0,0
40,ME-22-11-1990-79,"באשר לנסיבות שאינן קשורות לביצוע העבירה, הפנה ב""כ המאשימה לעברו הפלילי בתחום הסמים, לדבריו הנאשם אינו מסוגל להתמודד עם מצבי משבר בחייו, מעמיק את דפוסי התמכרותו והתנהלותו העבריינית מסלימה.",0,0,1,0,0,0,0
41,ME-22-11-1990-79,"המאשימה מתנגדת להמלצת שירות המבחן, לשיטתה הנאשם עודנו מסוכן לציבור, קשריו השוליים קיימים, ולהליכי הגמילה והשיקום השפעה חיובית לטווח קצר, כפי שהוכח בעבר.",1,0,0,0,0,0,0
42,ME-22-11-1990-79,בצד זאת ציין לקולה את הודאתו ונטילת האחריות.,0,0,0,0,0,0,0
43,ME-22-11-1990-79,לפיכך עתר למקמו בחלק העליון של השליש התחתון במתחם ולהשתת קנס משמעותי.,1,0,0,0,0,0,0
44,ME-22-11-1990-79,"ב""כ הנאשם, עו""ד אילן חכם, עתר לאמץ את המלצת שירות המבחן, לטענתו הנאשם הוכיח כי ראוי לענישה שיקומית ולעונש החורג מהמתחם מטעמי שיקום.",1,0,0,0,0,0,0
45,ME-22-11-1990-79,"ב""כ הנאשם הסביר שהנאשם ביצע את העבירה בתקופה שהיה מכור לסמים ותחת השפעת סמים ולא היה אמור לגרוף רווח ממכירת הסמים.",0,0,1,0,0,0,0
46,ME-22-11-1990-79,"עוד עמד על נסיבות חייו, לטענתו עברו הפלילי ישן ובניגוד לטענת המאשימה לא מצביע על רצדביזם ועל העדר פוטנציאל לשיקום, הנאשם השקיע מאמצים כבירים לתקן את דרכיו ומצוי בהליכי טיפול משמעותיים מזה שנה וחצי.",0,0,1,0,0,0,0
47,ME-22-11-1990-79,"עוד הדגיש את התנהלותו לאחר תפיסתו, לרבות הודאתו בשלב מוקדם, הירתמותו הטוטאלית להליך טיפולי אינטנסיבי בקהילה לגמילה מסמים, ניקיונו לאורך זמן והשינוי המשמעותי שערך בחייו.",0,0,1,0,0,0,0
48,ME-22-11-1990-79,"בנסיבות אלו עתר לאמץ את המלצת שירות המבחן לצו של""צ ולחלופין לענישה בדרך של עבודות שירות.",1,0,0,0,0,0,0
49,ME-22-11-1990-79,הצדדים הגישו אסופת פסיקה לתמיכה בעתירתם העונשית.,1,0,0,0,0,0,0
50,ME-22-11-1990-79,"הנאשם סיפר שזו פעם ראשונה שהוא עובר הליך גמילה מסודר, בעבר הצליח להגמל בכוחות עצמו.",0,0,1,0,0,0,0
51,ME-22-11-1990-79,"עוד שיתף שלראשונה בחייו מצליח להתמודד עם דפוסי התנהגותו המכשילים, נסיבות חייו המורכבות וכשלונותיו.",1,0,0,0,0,0,0
52,ME-22-11-1990-79,"הנאשם הודה כי מדובר בהליך שיקום ארוך שלא יסתיים גם לאחר שיעזוב את ההוסטל, בכוונתו להשתלב בקבוצות ובטיפול פרטני.",1,0,0,0,0,0,0
53,ME-22-11-1990-79,הנאשם עובד בחודשים האחרונים בחברת הסעות.,0,0,1,0,0,0,0
54,ME-22-11-1990-79,בנסיבות האמורות אני קובעת כי מידת הפגיעה בערכים המוגנים היא ברף הגבוה.,1,0,0,0,0,0,0
55,ME-22-11-1990-79,"נתתי בהקשר זה משקל לתפקידו המרכזי של הנאשם, לסוג וכמות הסם המסוכן ופוטנציאל הנזק העצום לחברה לו היה מופץ.",1,0,0,0,0,0,0
56,ME-22-11-1990-79,"לאחר שקילת כלל השיקולים, עתירתה העונשית של המאשימה, חלקו של הנאשם בביצוע העבירה, מידת הפגיעה בערכים המוגנים ומדיניות הענישה הנוהגת אני קובעת מתחם ענישה הנע בין 4 ועד 6.5 שנות מאסר.",1,0,0,0,0,0,0
57,ME-22-11-1990-79,האם יש מקום לחרוג ממתחם הענישה לצרכי שיקום ולאמץ את המלצת שירות המבחן?,1,0,0,0,0,0,0
58,ME-22-11-1990-79,"עתה, משנקבע מתחם הענישה, יש להמשיך ולבחון עתירת ההגנה לחרוג ממנו מטעמי שיקום ובהתאם להוראת סעיף 40ד'(א) לחוק העונשין.",1,0,0,0,0,0,0
59,ME-22-11-1990-79,יישומן של הלכות אלה על המקרה שלפניי מוביל לטעמי בבירור אל המסקנה כי ראוי לחריגה לקולא מטעמי שיקום.,1,0,0,0,0,0,0
60,ME-22-11-1990-79,"הנאשם בן 47, נסיבות חייו מורכבות, אביו נפטר  לאחרונה, ניהל אורח חיים התמכרותי בשנים האחרונות.",0,0,1,0,0,0,0
61,ME-22-11-1990-79,"לחובתו הרשעה (שהתיישנה) בגין ביצוע צבר עבירות סמים חמורות בשנת 2007, בגינה ריצה עונש מאסר ממושך (ת/2).",0,0,1,0,0,0,0
62,ME-22-11-1990-79,מתסקירו עולה כי באותה תקופה הצליח במהלך מאסרו להגמל פיזית בכוחות עצמו אך עם שחרורו לא השתלב בהליכי טיפול.,0,0,1,0,0,0,0
63,ME-22-11-1990-79,"הנאשם בעל יכולות טובות, השתדל לשמור על אורח חיים יציב אך נקלע למצבי משבר שדרדרו את מצבו, השתמש בסמים קשים באופן אינטנסיבי, התבודד חברתית והפסיק לעבוד.",0,0,1,0,0,0,0
64,ME-22-11-1990-79,הנאשם לא גילה כוחות לערוך שינוי במצבו כשהעבירה שביצע קשורה בקשר ישיר למצבו ועומק התמכרותו.,1,0,0,0,0,0,0
65,ME-22-11-1990-79,"עוד לפני מעצרו בתיק זה גילה נכונות טיפולית וביטא עייפות מניהול אורח חיים לא יציב, הנאשם פנה מיוזמתו לקהילת ""הדרך""  אך עוד לפני ששולב בה נעצר בתיק זה.",1,0,0,0,0,0,0
66,ME-22-11-1990-79,"בהמשך להמלצת שירות המבחן, שוחרר בחודש ינואר 23 לחלופה טיפולית ומאז מצוי בהליכי גמילה ושיקום.",1,0,0,0,0,0,0
67,ME-22-11-1990-79,"כעולה מתסקיריו, במשך תקופה ארוכה משקיע כוחות רבים בשיקומו ונרתם להליכי הטיפול.",1,0,0,0,0,0,0
68,ME-22-11-1990-79,"הנאשם סיים את הליכי הגמילה בהצלחה, כיום מתגורר בדירת בוגרים, מטופל ביחידה העירונית להתמכרויות ועובד בחברת הסעות.",0,0,1,0,0,0,0
69,ME-22-11-1990-79,"גורמי הטיפול בקהילה וביחידה להתמכרויות התרשמו מרצינותו ומחויבותו להליך, הוא מוסר בדיקות שתן נקיות וחל פיחות משמעותי בסיכון הנשקף ממנו להתנהגות חוזרת עוברת חוק.",0,0,1,0,0,0,0
70,ME-22-11-1990-79,"משך הליך הטיפול, הצלחתו, המוטיבציה הטיפולית הגבוהה שמגלה הנאשם ושינוי משמעותי שערך בכל מישורי חייו מעידים כי מצוי בהליך שיקום ממושך ויציב, עוד ניכר כי לראשונה בחייו הצליח לערוך התבוננות פנימית, להכיר בדפוסיו הבעייתיים ולרכוש כלים להתמודד עמם.",1,0,0,0,0,0,0
71,ME-22-11-1990-79,"על כן ניתן לקבוע כי מדובר בנאשם המצוי בהליך שיקומי משמעותי, בעל סיכויי שיקום גבוהים ויש בכל אלו כדי להוות בסיס נאות לסטייה מרף הענישה שנקבע מכח סעיף 40ד(א) לחוק.",0,0,1,0,0,0,0
72,ME-22-11-1990-79,"המאשימה כאמור התנגדה להמלצות שירות המבחן וסבורה כי לא ניתן לתת אמון בנאשם, נוכח עברו וחוסר יכולתו להתמודד עם מצבי משבר.",1,0,0,0,0,0,0
73,ME-22-11-1990-79,"גם הנאשם בדבריו הכנים במעמד דיון הטיעונים לעונש לא ייפה את מצבו, נראה שמבין היטב כי מדובר בהליך שיקום ארוך, ממושך שעדיין לא הושלם.",1,0,0,0,0,0,0
74,ME-22-11-1990-79,"מטעם זה, ולמען הזהירות,  מצאתי לדחות את הדיון ולהפנותו לתסקיר משלים, התסקיר מלמד על המשך מוצלח של הליך שיקום הוליסטי ומפרט בנוסף  את מתווה הטיפול העתידי הכולל טיפול פרטני וקבוצתי בקהילה במסגרת היחידה לטיפול בהתמכרויות במקום מגוריו לצד צו מבחן.",1,0,0,0,0,0,0
75,ME-22-11-1990-79,האם הנאשם ראוי לענישה שיקומית שאינה כוללת עונש מאסר בפועל?,1,0,0,0,0,0,0
76,ME-22-11-1990-79,"מעשיו, כפי שכבר נאמר, חמורים מאד נוכח סוג הסם - מחולל פשיעה מסוכן וכמותו העצומה.",1,0,0,0,0,0,0
77,ME-22-11-1990-79,"העבירות בהן הורשע מצדיקות הטלת ענישה משמעותית ומרתיעה ""בהינתן העובדות, לרבות ייבוא סמים מחוץ לארץ, סוג הסמים – MDMA – וכמות של כ-25,000 טבליות במשקל כולל של עשרה קילוגרמים – יש לתת ביטוי לערך המוגן של ניהול מלחמה עיקשת נגד השימוש בסמים, על הנזק שנגרם עקב כך לכל שכבות החברה"" (עניין אסולין, פסקה 3).",0,0,0,1,1,0,0
78,ME-22-11-1990-79,בעניין רם  שנדון בפניי הורשע בחור צעיר מכור לסמים בתיק שנסיבותיו דומות לענייננו ונדון לעונש עבודות שירות.,1,0,0,0,0,0,0
79,ME-22-11-1990-79,במקרה זה עבר הנאשם הליכי טיפול שכללו גמילה מסמים וטיפול בבעיות אלימות כלפי בת זוגו.,1,0,0,0,0,0,0
80,ME-22-11-1990-79,כאמור רם נדון לענישה שיקומית בהסכמת המאשימה.,1,0,0,0,0,0,0
81,ME-22-11-1990-79,"באשר לנאשם שבפניי, לאחר ששקלתי את כלל השיקולים שוכנעתי כי עניינו נופל בגדר מקרי השיקום המובהקים המאפשרים חריגה משמעותית ממתחם הענישה והימנעות משליחתו למאסר.",1,0,0,0,0,0,0
82,ME-22-11-1990-79,"הנאשם שולב בהליך טיפולי אינטנסיבי אשר כלל טיפול בהתמכרותו לסמים, הקניית הרגלי תעסוקה יציבים, מתן כלים להתנהלות כלכלית נכונה וזיהוי מצבי סיכון והימנעות מהם.",1,0,0,0,0,0,0
83,ME-22-11-1990-79,"העבירות בוצעו אמנם ממניע כלכלי אך תרמו לכך שימוש בסם ומעורבות בחברה שולית, מכאן, שהפסקת השימוש בסם תרמה לשיקומו; הנאשם גילה מוטיבציה טיפולית גבוהה והשתלב באופן מוצלח בהליכים טיפוליים מגוונים; עוד הביע חרטה כנה ונטל אחריות מלאה על מעשיו.",0,0,1,0,0,0,0
84,ME-22-11-1990-79,עוד שוכנעתי שעונש מאסר בפועל עלול לפגוע פגיעה ממשית בהליכי שיקומו.,1,0,0,0,0,0,0
85,ME-22-11-1990-79,"עם זאת, הסתפקות בצו של""צ אינה מידתית, מעניקה משקל בלעדי לשיקולי השיקום ויש בה כדי להעביר מסר סלחני ומקל יתר על המידה כלפי הציבור, גם במקרים שמדובר בנאשמים משוקמים.",1,0,0,0,0,0,0
86,ME-22-11-1990-79,טוב עשה הסניגור שעתר בטיעוניו לענישת עבודות שירות.,1,0,0,0,0,0,0
87,ME-22-11-1990-79,"סיכומם של דברים, על יסוד כל אלו, מצאתי ליתן מעמד בכורה לשיקול השיקומי ולגזור על הנאשם עונש ההולם את סיכויי שיקומו, על מנת שלא לפגוע פגיעה קשה ברצף עבודתו ובמאמציו להמשך שיקומו אסתפק בתקופת עבודות שירות שאינה מירבית.",1,0,0,0,0,0,0
88,ME-22-11-1990-79,לצד זאת אטיל על הנאשם צו מבחן למשך 18 חודשים.,0,1,0,0,0,0,0
89,ME-22-11-1990-79,אני מזהירה אותו באזהרה חמורה כי אם יפר את תנאי הצו או יחזור לשימוש בסם ניתן יהיה להפקיע את הצו ולגזור עליו תחתיו עונש אחר שעלול להיות מאסר בפועל ממושך.,1,0,0,0,0,0,0
90,ME-22-11-1990-79,"אשר על כן, אני גוזרת על הנאשם את העונשים הבאים:",1,0,0,0,0,0,0
91,ME-22-11-1990-79,"6 חודשי מאסר בפועל שירוצו בדרך של עבודות שירות בעמותת ""מתחברים לנשמה"", בכתובת החרושת 4, כרמיאל.",0,1,0,0,0,0,0
92,ME-22-11-1990-79,"הנאשם יבצע את העבודות בימים א'-ה' בהתאם לטווח השעות שייקבע ע""י הממונה.",1,0,0,0,0,0,0
93,ME-22-11-1990-79,"על הנאשם להתייצב לקליטה והצבה ביום 14.7.24 במשרדי הממונה בכתובת לוחמי בית""ר 6, רמלה.",1,0,0,0,0,0,0
94,ME-22-11-1990-79,הנאשם מוזהר כי אם לא ישתף פעולה עם הממונה ניתן להמיר את העבודות במאסר ממש.,1,0,0,0,0,0,0
95,ME-22-11-1990-79,"12 חודשי מאסר על תנאי, לבל יעבור הנאשם במשך 3 שנים מהיום עבירת סמים מסוג פשע.",0,1,0,0,0,0,0
96,ME-22-11-1990-79,צו מבחן לתקופה של 18 חודשים החל מהיום.,0,1,0,0,0,0,0
97,ME-22-11-1990-79,"הנאשם מוזהר בחובת שיתוף פעולה וכי אם לא יעשה כן, ניתן יהיה לבטל את הצו ולגזור עליו עונש אחר תחתיו.",1,0,0,0,0,0,0
98,ME-22-11-1990-79,שירות המבחן יגיש לתיק תסקיר עדכון עד ליום 1.12.24.,1,0,0,0,0,0,0
99,ME-22-11-1990-79,"קנס בסך 12,000 ₪ או 35 ימי מאסר תמורתו.",0,1,0,0,0,0,0
100,ME-22-11-1990-79,הקנס ישולם ב-20 תשלומים חודשיים שווים ורצופים החל מיום 1.10.24.,1,0,0,0,0,0,0
101,ME-22-11-1990-79,עותק מהחלטתי יועבר לממונה על עבודות השירות ולשירות המבחן.,1,0,0,0,0,0,0
102,ME-22-11-1990-79,הסמים – להשמדה.,1,0,0,0,0,0,0
103,ME-22-11-1990-79,5129371זכות ערעור לבית המשפט העליון תוך 45 יום.,1,0,0,0,0,0,0
104,ME-22-11-1990-79,"ניתן היום,  י""א סיוון תשפ""ד, 17 יוני 2024, במעמד הצדדים.",1,0,0,0,0,0,0
105,ME-22-11-1990-79,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,1,0,0,0,0,0,0
106,ME-22-11-1990-79,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",1,0,0,0,0,0,0
107,ME-22-12-47987-640,"ע""י ב""כ עו""ד ערן צרויה – פמ""ד",1,0,0,0,0,0,0
108,ME-22-12-47987-640,יקיר דבס (עציר),1,0,0,0,0,0,0
109,ME-22-12-47987-640,"ע""י ב""כ עו""ד אלעד גויגולד",1,0,0,0,0,0,0
110,ME-22-12-47987-640,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  13",1,0,0,0,0,0,0
111,ME-22-12-47987-640,הנאשם הורשע על פי הודאתו בכתב אישום מתוקן בעבירה של ייבוא סם מסוכן לפי סעיף 13 לפקודת הסמים המסוכנים (נוסח חדש).,0,0,0,0,0,0,0
112,ME-22-12-47987-640,"על פי עובדות כתב האישום המתוקן,  הנאשם ועמית רחום (""עמית"")  הם בני דודים.",1,0,0,0,0,0,0
113,ME-22-12-47987-640,בין התאריכים 23.10.2022  ל- 22.11.2022  שהה הנאשם בהודו.,1,0,0,0,0,0,0
114,ME-22-12-47987-640,"במהלך שהותו בהודו  יצר הנאשם קשר עם עמית והוסכם ביניהם כי הנאשם ישלח אליו משלוח מהודו שיכיל סמים עבור הנאשם והוא ישלם לעמית בתמורה סך של  5,000ש""ח.",0,0,0,0,0,0,0
115,ME-22-12-47987-640,"עמית הסכים, אך ביקש כי במקום תשלום של 5,000 ₪ ייתן לו הנאשם סם מסוכן מסוג קטמין בשווי של 5,000 ₪ הנאשם הסכים ואמר לו כשיגיעו לארץ, יתחשבנו.",0,0,0,1,0,0,0
116,ME-22-12-47987-640,"עמית שלח לנאשם צילום דרכון ואת כתובת סבו של עמית, בקרית גת, שהיה ריק מדיירים כדי שלשם תמוען החבילה (""בית הסב"").",1,0,0,0,0,0,0
117,ME-22-12-47987-640,"במועד שאינו ידוע במדויק למאשימה, ולפני התאריך 23.11.22, בהתאם לתיאום, נשלחה חבילה מהודו הממוענת אל עמית בבית הסב, אשר הכילה 700 גרם נטו של סם מסוגKETAMINE  שהוסלקו בארבעה כדים בעלי דופן כפולה.",0,0,0,1,1,0,0
118,ME-22-12-47987-640,"בנוסף הוכנסו לתוך החבילה בדים ותיקי בד צבעוניים (""החבילה עם הסם"").",1,0,0,0,0,0,0
119,ME-22-12-47987-640,"החבילה עם הסם נשלחה לישראל כשהיא מיועדת לעמית בכתובת הסב, ונכתב עליה מספר הטלפון הנייד של עמית.",1,0,0,0,0,0,0
120,ME-22-12-47987-640,"החבילה עם הסם הגיעה לישראל, אותרה ע""י חוקרי המכס והועברה למשטרת ישראל בתאריך 29.11.2022.",1,0,0,0,0,0,0
121,ME-22-12-47987-640,"ביום 30.11.22 במסגרת פעילות משטרתית נפתחה החבילה עם הסם, הוצאו משם שני כדים שהכילו כ- 350 גרם נטו של סם מסוג KETAMINE  ונותרו  בחבילה עם הסם שני כדים שהכילו כ- 350 גרם נטו של טם מסוכן מסוג KETAMINE.",0,0,0,1,1,0,0
122,ME-22-12-47987-640,"עמית, שלא ידע שהחבילה עם הסם נתפסה על ידי המשטרה, התקשר, בהנחיית הנאשם, לחברת השליחויות ולמשרדי המכס, כדי לברר היכן החבילה עם הסם.",1,0,0,0,0,0,0
123,ME-22-12-47987-640,גם הנאשם התקשר לחברת השליחויות.,1,0,0,0,0,0,0
124,ME-22-12-47987-640,"ביום 5.12.22 בשעה 13:50 או בסמוך לכך ובמסגרת פעילות משטרתית, התקשר השוטר אנטון יודייב אל עמית הציג עצמו כשליח וביקש למסור לו את החבילה עם הסם.",1,0,0,0,0,0,0
125,ME-22-12-47987-640,השוטר אנטון ועמית קבעו להיפגש בתחנת דלק לשם מסירת החבילה עם הסם.,1,0,0,0,0,0,0
126,ME-22-12-47987-640,"בשעה 14:06 או בסמוך לכך הגיע עמית לתחנת הדלק, ברכב מסוג הונדה שם נפגש עם השוטר אנטון, עמית הזדהה בשמו, קיבל את החבילה של הסם וחתם על קבלתה.",1,0,0,0,0,0,0
127,ME-22-12-47987-640,"לאחר האמור נסע עמית מתחנת הדלק ברכב ההונדה, עדכן את הנאשם שהחבילה עם הסם אצלו, ונסע צפונה כדי לפגוש את הנאשם ולמסור לו את החבילה עם הסם.",1,0,0,0,0,0,0
128,ME-22-12-47987-640,"עמית הגיע לפי הכוונתו של הנאשם, לשטח עפר  ונפגש עם הנאשם ושני חברים נוספים אשר הגיעו בטנדר סובארו.",1,0,0,0,0,0,0
129,ME-22-12-47987-640,עמית מסר לנאשם את החבילה עם הסם.,1,0,0,0,0,0,0
130,ME-22-12-47987-640,הנאשם פתח את החבילה והוציא ממנה את שני הכדים שהכילו כ- 350 גרם נטו של סם מסוכן מסוג KETAMINE מסר אותם לידי עמית ואמר לו לשים אותם במושב הנהג בהונדה.,0,0,0,1,1,0,0
131,ME-22-12-47987-640,עמית עשה כן.,1,0,0,0,0,0,0
132,ME-22-12-47987-640,"כוח משטרה של ימ""ר לכיש שהגיע למקום עצר את הנאשם ואת עמית, ועיכב את שני חבריו של הנאשם.",1,0,0,0,0,0,0
