text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP
"לטענתו החל חקירה רגילה בתיק האמל""ח, אשר תועדה במסגרת ת/163, ולאחר מכן התבקש לעבור לחקירת הנאשם בענין אחר, בתיק אלמ""ב, והחליף דיסק הקלטה, ובשלב זה הנאשם החל לדבר שוב על תיק האמל""ח ואמרותיו במסגרת הקלטה זו (ת/172ב') עולות כדי הודאות ושילובו בפרשה.",,,,,['לא'],,,,,,,,,,,,,
"24, רפ""ק מזל אסטרחאן, אשר שימשה כראש מחלקת תשאול ימ""ר, הייתה ממונה על החקירה, וחקרה את הנאשם בעדות השנויה במחלוקת מיום 2.8.16 (ת/172).",,,,,,,,,,,,,,,,,,
"לשיטתה החקירה החלה כחקירה רגילה על התיק (ת/163), ובשלב מסויים התבקש (ע""י ע.ת.",,,,,,,,,,,,,,,,,,
"24) לחקור בהליך אחר, אולם במסגרת החקירה האחרת הנאשם החל להודות בחלקו בתיק הפריצה והגניבה של האמל""ח.",,,,,['לא'],,,,,,,,,,,,,
"36, ליאור שחם מימ""ר נגב, אשר שימש במועד הרלוונטי כטוען מעצרים של ימ""ר נגב והיה הטוען במסגרת הליך מ""י בעניינו של הנאשם.",,,,,,,,,,,,,,,,,,
"בתאריך 24.7.16 פנה אליו ב""כ הנאשם בניסיון לברר על החקירה המודיעינית שעובר הנאשם, העד השיב בשלילה על מעורבותו בכך, ואז ב""כ הנאשם  הציע כי בתמורה לשחרור הנאשם הוא יוכל לסייע בהשבת האמל""ח.",,,,,,,,,,,,,,,,,,
"43, מר אחמד זועבי – הוא נחקר במשטרה על חלקו בפרשה, כבעלים של מחסן שבו נמצאו שרידים של האמל""ח הגנוב (המחסן התפוצץ על כל תכולתו).",,,,,,,,,,,[],,,,,[],,
"הוא מכיר את הנאשם ומשפחתו אולם בעדותו טען כי לא ניהל קשר עם הנאשם בתקופה האחרונה הרלוונטית, ולא ידע אודות המתרחש במחסן שלו, שהיה פתוח לכל.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
"7, הקצין שאדי באשיר, לגביו מבקשת המאשימה לערוך ""פלגינן דיבורא"" ביחס לדברים שאמר בהודעותיו.",,,,,['לא הנאשם לא הודה באשמה'],,,,,,,,,,,,,
"מטעם המאשימה הוגשו ראיות רבות נוספות בשורת נושאים : עדויות וראיות שנאספו הקשורות לבסיס, לפריצה ולתחמושת שנגנבה; ראיות/מזכרים הקשורים למז""פ ולאיסוף ראיות מזירת האירוע; עדויות אחרים בפרשה; צילומים מבית קמה; ראיות ונתונים אודות הרכבים המעורבים ונסיעתם בכביש 6; נתונים סלולאריים (לרבות פלטי שיחות ואיכונים); ממצאים הקשורים לפיצוץ במחסן;  הודעות וחקירות הנאשם, לרבות החקירה/תשאול השנויה במחלוקת המצולמת במסגרת דיסק ת/172, ומתומללת, בתמלול העדכני האחרון – ת/172; הודעות ופעולות חקירה בעניינו של הקצין שאדי ע.ת.7.",,,,,,,,,,,,,,,,,,
ת/172 – דיסק ובו צילום חקירת הנאשם מיום 2.8.16 (מ.ט. 16/1526) .,,,,,,,,,,,,,,,,,,
הנאשם נחקר ביום 2.8.16 חקירה עליה חתם והוגשה בהסכמה(ת/163).,,,,,,,,,,,,,,,,,,
"בתום החלק בחקירה המתועד ב – ת/163 נערכת הפסקה של מספר דקות במהלכה החוקר מחליף את דיסק ההקלטה, שכן הוא רצה להפסיק את החקירה בתיק זה, ולעבור לחקירת הנאשם בתיק אחר (תיק אלמ""ב).",,,,,,,,,,,,,,,,,,
"לצורך זה החוקר יצא להחליף דיסק, וכשחזר ומשצריכה היתה להתחיל החקירה בתיק האלמ""ב, מתחיל שיח שיוזם הנאשם בענין פרשת גניבת האמל""ח, בתיק זה.",,,,,,,,,,,,,,,,,,
"שיח זה  מוקלט כולו במסגרת ת/172, ומהווה הלכה למעשה המשך החקירה בענין האמל""ח, והכל תוך שהנאשם הוא אשר ממשיך מיוזמתו, עם תחילת אותו שלב שני, את השיח בענין האמל""ח, הוא אשר פונה אל החוקר ומפנה אותו לדברים הכתובים בהודעה שנגבתה דקות קודם לכן, והוא מיוזמתו מעלה שאלות ואומר דברים באופן שמתפתח שיח ארוך, שאין אלא לראותו כחלק בלתי נפרד מהמשך החקירה שהיתה במסגרת ת/163.",,,,,,,,,,,,,,,,,,
"מדובר בהמשך חקירה שאורכה כ – 4 שעות, במסגרתה נאמרים ע""י הנאשם דברים העולים כדי הודאה מפורשת בחלקו בפרשה, ונאמרים על ידו דברים שמעידים על חלקו, ידיעתו ומעורבותו באירוע.",,,,,['לא'],,,,,,,,,,,,,
"הוכח בפני, מעל לספק סביר, כי הנאשם ביצע את כל המיוחס לו בכתב האישום, ויש להרשיעו בכל העבירות המיוחסות לו במסגרתו.",,,,,['לא'],,,,,,,,,,,,,
"הוכחו בפני, מעל לספק סביר, כל העובדות המפורטות בכתב האישום, לרבות העובדה כי הנאשם קיבל בפועל לרכבו את האמל""ח שנגנב, במועד האמור בכתב האישום, וזאת לאחר שנטל חלק בקשירת הקשר לגניבתו והסתרתו, והכל כחלק מביצוע עיסקה הכוללת תמורה, הגם שפרטי התמורה אינם ידועים.",,,,,,,,,,,,,,,,,,
"המסקנות האמורות, נובעות תחילה מדבריו של הנאשם עצמו, מהודאתו המפורשת, ומפרטים רבים אשר הוא מוסר במסגרת הודאתו.",,,,,['כן'],,,,,,,,,,,,,
"לצד הודאתו המפורשת, הנאשם אומר אמירות נוספות המחזקות ומאשרות את המסקנה שהוא קיבל את האמל""ח, אל רכבו, וידיעתו מה הוא זה אשר קיבל לרכבו, ולקח מהמקום.",,,,,['לא'],,,,,,,,,,,,,
"במסגרת ת/172 הודאות מפורשות של הנאשם, ובהן גם אמירה ברורה שלו, מרצונו החופשי, בה כאשר הוא נשאל אם האמל""ח הועבר לרכבו, הוא משיב באופן מפורש בחיוב.",,,,,['כן'],,,,,,,,,,,,,
ת/172 כולל שורת הודאות ושורת אמרות אשר מעידות על ידיעתו ומעורבותו בפועל של הנאשם.,,,,,['לא'],,,,,,,,,,,,,
יש לדחות את הטענה כי דברי הנאשם הינם ראשית הודאה בלבד.,,,,,['לא'],,,,,,,,,,,,,
מדובר בהודאה מלאה וברורה.,,,,,['לא'],,,,,,,,,,,,,
"הנאשם מודה מפורשות בכך שהאמל""ח הועבר לרכבו, מודה מפורשות בחלקו בפרשה, ואף מתאר מה חלקו של כל אחד מהשלושה, הנאשם, שאדי ועדי (בנו של הנאשם), בביצוע, ובנוסף שורת פרטים שהוא מוסר מעידים על ידיעתו הברורה מה הוא האמל""ח, מה הוא כולל, ועוד.",,,,,['לא'],,,,,,,,,,,,,
"אין מדובר במו""מ להיות הנאשם עד מדינה, שכן הוא לא התבקש להעיד כנגד איש, ולא על זה התנהל המו""מ.",,,,,,,,,,,,,,,,,,
"למעלה מן הצורך יוסף כי, גם אם ניתן היה לכנות מו""מ זה באופן שהנאשם מבקש לכנותו, לגיוסו להיות עד מדינה (ויודגש כי לא רק שהדבר לא הוכח, אלא הוכח ההיפך כאמור), הרי שהמו""מ עם אנשי המודיעין (יהא הוא אשר יהא) הסתיים באי הצלחה.",,,,,,,,,,,,,,,,,,
"ביחס לחקירת הנאשם במסגרת ת/172, אשר כוללת הודאות מפורשות שלו, הרי שצפיה בצילום החקירה אשר בדיסק ת/172, מביאה למסקנה ברורה כי הנאשם ראה במפגש זה כחלק בלתי נפרד מהמשך חקירתו ע""י חוקרי משטרה, באזהרה אשר ניתנה במסגרת ת/163.",,,,,['לא'],,,,,,,,,,,,,
"הנאשם נחקר בת/163 ביום 2.8.17 באזהרה, יודע הוא ידוע היטב כי אין כאן כל מו""מ שהוא, וכי מדובר בחקירה משטרתית באזהרה לכל דבר וענין, ולאחר הפסקה קצרה, נחזה הנאשם כממשיך את ההתנהלות לגבי החקירה בפרשה זו, הוא ביוזמתו מתחיל שיח, מפנה לת/163, המסמך המודפס, שואל שאלות, מעלה טענות על מילים כאלו ואחרות, והוא הלכה למעשה המוביל את המשך החקירה במסגרת ת/172, בענין פרשה זו, ובמסגרת זו מוסר הודאות מפורשות.",,,,,['לא'],,,,,,,,,,,,,
"האזהרה ניתנה במסגרת ת/163, נעשתה הפסקה קצרה, והנאשם ממשיך בדבריו במסגרת אותה פרשה, ולא היה כל צורך להזהירו שוב.",,,,,,,,,,,,,,,,,,
עסקינן בהפסקה בת מספר דקות.,,,,,,,,,,,,,,,,,,
"אמרותיו של הנאשם בחקירתו ת/172, בנוסף להודאות המפורשות שבהן, גם כוללות ידע של הנאשם בפרטים מהותיים, ומהוות בסיס מוצק למסקנה כי הוא ביצע את המיוחס לו.",,,,,['לא'],,,,,,,,,,,,,
"הנאשם בחקירותיו, ובעיקר במסגרת ת/172, מדבר ומשתף במידע רב את חוקריו, לרבות את חלקו היחסי של כל ""שותף"" בפרשה, וכן מפרט אודות כמויות הנשק שנגנב, חוזר ואומר כי ""נקלע לסיטואציה"" וממקם את עצמו בלב הפרשה וכאחד הגורמים בה, ואף מציין כי הוא מעריך את חלקו שלו בעשרים אחוזים, את חלקו של שאדי בחמישים אחוזים ואת חלקו של בנו עדי בשלושים אחוזים, והנאשם משיב באופן ברור בחיוב לשאלות אודות האמל""ח.",,,,,,,,,,,,,,,,,,
"מעבר להודאות הנאשם,  אמרותיו של ע.ת.",,,,,['לא'],,,,,,,,,,,,,
"ככלל האירוע עצמו, הפרימה והגניבה, נוכחות הנאשם בבית קמה, מעורבותו, וחלקו, כל אלו מאומתים ע""י ראיות חיצוניות רבות, לרבות תיעוד אודות מועדי שמירה, כלי רכב נכנסים ויוצאים מהבסיס, איכוני טלפון שבוצעו למכשירי הטלפון של שאדי, הנאשם ובנו, צילומי אבטחה מאזור בית קמה ששם בוצעה העברת האמל""ח לרכבו של הנאשם בנוכחותו – כל אלו מהווים ראיות אובייקטיביות, חלקן ישירות וחלקן נסיבתיות, התומכות בהודעותיו של שאדי, וחלקן גם מהוות ראיה ישירה להמצאות הנאשם בזירה הרלוונטית בזמן העברת האמל""ח.",,,,,,,,,,,,,,,,,,
"אל מול הראיות המוצקות והברורות שהובאו ע""י המאשימה העיד הנאשם ובעדותו הכחיש את מעורבותו באירוע, ואת המיוחס לו בכתב האישום.",,,,,['לא'],,,,,,,,,,,,,
"עדות הנאשם אינה מהימנה, מגמתית, ורצופת סתירות פנימיות, סתירות אל מול דברים שאמר בהודעותיו לרבות במסגרת ת/172, וסתירות אל מול ראיות חיצוניות ועדויות חיצוניות.",,,,,['לא'],,,,,,,,,,,,,
"מעבר לסתירות האמורות, הרי שההתרשמות הישירה מעדותו הינה התרשמות מעדות אשר אינה מהימנה, כל כולה מגמתיות וניסיון למלט עצמו מהמשמעויות של היותו חלק מהמבצעים.",,,,,,,,,,,,,,,,,,
"גרסתו של הנאשם גם נעדרת היגיון פנימי, והניסיונות לבקש ממנו ליישב את חוסר ההיגיון שבגירסתו לא הביאוהו להסביר זאת.",,,,,['לא'],,,,,,,,,,,,,
"כך, לא ברור כיצד הנאשם אומר שיביא את האמל""ח הגנוב, כאשר מנגד הוא טוען שאיננו יודע מאומה על מקומו.",,,,,,,,,,,,,,,,,,
"במועד 4.5.2016 בוצעה פעם נוספת ביקורת וספירת מלאי בבונקר, ואז לראשונה הובחן כי משהו אינו כשורה, שרשרת הבונקר מלופפת באופן רופף, הדלת אינה נעולה, ונמצא כי חסרים 77 רימוני רסס (כ-10 ארגזים), 13 טילי ""לאו"" וטיל מטאדור אחד (ר' ת/1-ת/2 אמרותיו של רנ""ג יוסף מצא אשר הבחין בפריצה, וכן ר' ת/10-ת/13 דו""ח ספירת התחמושת).",,,,,,,['רימון רסס'],,,,,,,,['נשק עם מחסנית בהכנס'],,,
"עוד ר' ת/14 שהוא דוח ביקור בזירת עבירה הכולל צילומים וסימונים של הבונקר מבפנים ומבחוץ, השרשרת, הארגזים בהם חסרה תחמושת, ותצלומים של ט.א..",,,,,,,,,,,,,,,['נשק עם מחסנית בהכנס'],,,
"לאחר בדיקת זירת האירוע, נמצא על צדו הפנימי של מכסה ""ברוס"" שהכיל לבנות חבלה, ט.א.",,,,,,,,,,,,,,,,,,
"של הקצין שאדי (ת/17-ת/25), כאשר מבירור שנערך הקצין מעולם לא קיבל או החזיר תחמושת לבונקר, ולא הייתה סיבה מוצדקת להמצאות ט.א.",,,,,,,,,,,,,,,['נשק עם מחסנית בהכנס'],,,
"בעקבות הממצא, הקצין שאדי נחקר, ולבסוף הודה והפליל את שותפיו לאירוע הפריצה והגניבה, באופן ישיר את נהגו עדי זועבי (ת/179) (ולכך התייחסות בהמשך).",,,,,['לא'],,,,,,,,,,,,,
"מחקירותיו של שאדי עולה כי אירוע הפריצה התבצע בתאריך 29.4.2016, מועד שב""כ הנאשם העלה מחלוקת לגביו, אולם אין ממש בטענות לגבי המועד.",,,,,,,,,,,,,,,,,,
"במענה לכתב האישום לא הכחיש ב""כ הנאשם את אירוע הגניבה ואין מחלוקת על העובדות הכתובות בכתב האישום בעניין אופן הפריצה והגניבה, והאמל""ח שנגנב, ויודגש כי הגם שחלק מאמרותיו של ע.ת.",,,,,,,,,,,,,,,,,,
כאשר פלוגתו שמרה בבסיס.,,,,,,,,,,,,,,,,,,
"שאדי אמר בהודעתו מיום 24.7.16 (ת/192 שו' 156) כי באותו היום, בשעות הערב, פינה חייל לקבלת טיפול רפואי.",,,,,['לא'],,,,,,,,,,,,,
"חייל העיד במסגרת ת/38 כי היה פינוי בחמישי או בשישי של בחור שהתעלף, ואומר כי שאדי הוא שפינה אותו (ת/38 עמ' 14).",,,,,,,,,,,,,,,,,,
"נמסרה הודעה מאת חייל בבסיס (ת/31) כי בשבוע השמירות השלישי בסופ""ש, עת ששמר בעמדה הקרובה לבונקר, הגיע אליו עדי (בנו של הנאשם) וצעק לו לרדת מהעמדה ולשוב למגורים, וכך עשה.",,,,,,,,,,,,,,,,,,
"גם כשהם סיימו להעמיס את האמל""ח (שו' 354-355).",,,,,,,,,,,,,,,,,,
הוא עונה כי היה זה שעת צהריים (שו' 337) והוא לא בטוח אבל נראה לו כי זה היה לפני השעה 16:00 (שו' 342-343).,,,,,,,,,,,,,,,,,,
"שאדי חוזר בעדות נוספת מיום 17.7.16 (ת/187) כי במועד הפריצה, עדי נתן לו לשוחח בטלפון על אדם שאיים עליו, וכשנשאל באיזו שעה זה היה הוא השיב ""אני חושב בצהריים.",,,,,,,,,,,,,,,['נשק עם מחסנית בהכנס'],,,
"בעדותו מיום 20.7.17 (ת/189) שאדי מספר כי לאחר אירוע העברת האמל""ח הם (הוא ועדי) הלכו לשבת ברהט בנרגילה, והוא משיב כי היום שם ""פחות מארבעים דקות"" (שו' 132) והם חזרו לבסיס בשעות הצהריים, לא ערב ולא בוקר בוודאות (שו' 136-137).",,,,,,,,,,,,,,,,,,
"כמו כן, על פי צילומי מצלמות האבטחה בבית קמה מתאריך 29.4.16, צילומים של רכבו של שאדי המגיע למקום, ושאר הצילומים אשר מתיישבים עם עדויותיו של שאדי, לרבות בדבר רכישת מים ע""י אביו, הינם בין השעות 13:02 ל- 13:16.",,,,,,,,,,,,,,,,[],,
"מכל האמור לעיל, התאור של אירוע הפריצה והגניבה של האמל""ח כאמור בכתב האישום, גם הוכח בראיות - הוכח בפני, מעל לספק סביר, כי בתאריך 24.9.2017 בוצעה הפריצה והגניבה של האמל""ח מהבסיס הצבאי, בנסיבות הביצוע כמפורט בכתב האישום.",,,,,,,,,,,,,,,,,,
"השני - שורת טענות על פגמים בחקירה זו ובהם: היעדר אזהרה, פגיעה בזכותו של הנאשם כחשוד לשתוק בזמן חקירתו, פגיעה בזכות ההיוועצות ובזכות לייצוג, ובנוסף הפעלת אמצעי חקירה פסולים הכוללים הטעיית הנאשם ופיתויו לומר דברים.",,,,,,,,,,,,,,,,,,
"לטענה זו כמה רבדים – תחילה בהתייחס לכך שהיו מפגשים של אנשי המודיעין עם הנאשם, נטען כי שם היה מו""מ להפיכת הנאשם לעד מדינה.",,,,,,,,,,,,,,,,,,
"בהינתן כי מפגשים אלו הסתיימו כשבוע לפני החקירה השנויה במחלוקת (ת/172), ובהיות החקירה ת/172 מבוצעת ע""י חוקרי המשטרה ולא אנשי המודיעין, נטען לקשר ישיר שראה הנאשם וגם ראו החוקרים בין שני תהליכים אלו, וכי דברי הנאשם שנאמרו במסגרת ת/172 הינם למעשה כחלק מהמו""מ הנמשך להבאתו להיות עד מדינה, וכי החקירה ת/172 מהווה למעשה שלב והמשך מו""מ להסכם עד מדינה.",,,,,,,,,,,,,,,,,,
"ב""כ המאשימה טוענת כי מעיון בחקירותיו של הנאשם, אמרותיו של הנאשם נאמרו מרצונו החופשי, והמונח ""עד מדינה"" מעולם לא עלה בשום שלב של החקירה.",,,,,,,,,,,,,,,,,,
"נטען כי המו""מ שנוהל עם הנאשם היה ביחס להחזרת האמל""ח, שכן מדובר באמל""ח בעל חשיבות יוצאת דופן ומדובר בפעילות חריגה בה פנו אנשי מודיעין במטרה להחזירו בטרם יפגעו חפים מפשע (ב""כ המאשימה מפנה לאמרותיהם של אנשי צבא האמונים על האמל""ח – ת/26-ת/28), וכי הדבר היה אמור להתבצע באופן חסוי.",,,,,,,,,,,,,,,,,,
"נטען כי השיחות עם אנשי המודיעין היו שלב נפרד, לא הובטח מאומה, כלל לא דובר על היות הנאשם עד מדינה, מכל מקום שלב זה הסתיים, והיוזמה לקדם עסקה לשחרורו תמורת האמל""ח היא של הנאשם.",,,,,,,,,,,,,,,,,,
"על פי הלכת תורק, גם לאחר שנחתם הסכם עד מדינה, אין משמעות הדבר כי הודאות שנמסרו על בסיסו של ההסכם, משמעותן כי ניתנו תוך פיתוי המביא למסקנה בדבר שלילת הרצון החופשי ופסילתן, אלא יש לבחון האם בנפרד מהעובדה שההודאה נמסרה מכוחו של הסכם, ניתנה היא מרצון טוב וחופשי, ויש לבחון את מכלול הנסיבות.",,,,,['לא'],,,,,,,,,,,,,
